geo;age;population_group;education_attainment;time;population
zaf;5;Black African;Complete primary;1996;0
zaf;5;Black African;Some secondary;1996;0
zaf;5;Black African;Grade 12/Std 10;1996;0
zaf;5;Black African;Higher;1996;13.3737
zaf;5;Black African;Not applicable;1996;0
zaf;5;Black African;Unspecified;1996;56104.71565
zaf;6;White;No schooling;1996;48737.97035
zaf;6;White;Some primary;1996;5330.70875
zaf;6;White;Complete primary;1996;0
zaf;6;White;Some secondary;1996;0
zaf;6;White;Grade 12/Std 10;1996;0
zaf;6;White;Higher;1996;6.7519
zaf;6;White;Not applicable;1996;0
zaf;6;White;Unspecified;1996;8661.89105
zaf;6;Black African;No schooling;1996;670671.4953
zaf;6;Black African;Some primary;1996;98907.58286
zaf;6;Black African;Complete primary;1996;0
zaf;6;Black African;Some secondary;1996;0
zaf;6;Black African;Grade 12/Std 10;1996;0
zaf;6;Black African;Higher;1996;4.3691
zaf;6;Black African;Not applicable;1996;0
zaf;6;Black African;Unspecified;1996;40958.7977
zaf;7;White;No schooling;1996;33156.56345
zaf;7;White;Some primary;1996;22236.3809
zaf;7;White;Complete primary;1996;0
zaf;7;White;Some secondary;1996;0
zaf;7;White;Grade 12/Std 10;1996;0
zaf;7;White;Higher;1996;10.2024
zaf;7;White;Not applicable;1996;0
zaf;7;White;Unspecified;1996;6325.0746
zaf;7;Black African;No schooling;1996;494800.4835
zaf;7;Black African;Some primary;1996;231937.4632
zaf;7;Black African;Complete primary;1996;0
zaf;7;Black African;Some secondary;1996;0
zaf;7;Black African;Grade 12/Std 10;1996;0
zaf;7;Black African;Higher;1996;7.9221
zaf;7;Black African;Not applicable;1996;0
zaf;7;Black African;Unspecified;1996;32143.54849
zaf;8;White;No schooling;1996;8407.96945
zaf;8;White;Some primary;1996;48292.97665
zaf;8;White;Complete primary;1996;154.7085
zaf;8;White;Some secondary;1996;0
zaf;8;White;Grade 12/Std 10;1996;0
zaf;8;White;Higher;1996;6.7294
zaf;8;White;Not applicable;1996;0
zaf;8;White;Unspecified;1996;4921.4908
zaf;8;Black African;No schooling;1996;345991.5285
zaf;8;Black African;Some primary;1996;360873.7817
zaf;8;Black African;Complete primary;1996;2361.84045
zaf;8;Black African;Some secondary;1996;0
zaf;8;Black African;Grade 12/Std 10;1996;0
zaf;8;Black African;Higher;1996;8.9265
zaf;8;Black African;Not applicable;1996;0
zaf;8;Black African;Unspecified;1996;26466.1036
zaf;9;White;No schooling;1996;3548.13876
zaf;9;White;Some primary;1996;53876.48978
zaf;9;White;Complete primary;1996;211.01312
zaf;9;White;Some secondary;1996;191.42976
zaf;9;White;Grade 12/Std 10;1996;0
zaf;9;White;Higher;1996;7.6638
zaf;9;White;Not applicable;1996;0
zaf;9;White;Unspecified;1996;4863.63392
zaf;9;Black African;No schooling;1996;226011.9789
zaf;9;Black African;Some primary;1996;469840.0953
zaf;9;Black African;Complete primary;1996;3552.11683
zaf;9;Black African;Some secondary;1996;2321.05818
zaf;9;Black African;Grade 12/Std 10;1996;0
zaf;9;Black African;Higher;1996;4.4711
zaf;9;Black African;Not applicable;1996;0
zaf;9;Black African;Unspecified;1996;22616.68332
zaf;10;White;No schooling;1996;2092.50422
zaf;10;White;Some primary;1996;59401.7288
zaf;10;White;Complete primary;1996;469.9984
zaf;10;White;Some secondary;1996;387.62492
zaf;10;White;Grade 12/Std 10;1996;0
zaf;10;White;Higher;1996;14.8182
zaf;10;White;Not applicable;1996;0
zaf;10;White;Unspecified;1996;4864.19646
zaf;10;Black African;No schooling;1996;154714.3886
zaf;10;Black African;Some primary;1996;577190.3263
zaf;10;Black African;Complete primary;1996;6866.69469
zaf;10;Black African;Some secondary;1996;5101.63189
zaf;10;Black African;Grade 12/Std 10;1996;0
zaf;10;Black African;Higher;1996;5.6193
zaf;10;Black African;Not applicable;1996;0
zaf;10;Black African;Unspecified;1996;20167.01092
zaf;11;White;No schooling;1996;1868.78438
zaf;11;White;Some primary;1996;61225.9441
zaf;11;White;Complete primary;1996;956.72728
zaf;11;White;Some secondary;1996;763.35488
zaf;11;White;Grade 12/Std 10;1996;0
zaf;11;White;Higher;1996;4.5796
zaf;11;White;Not applicable;1996;0
zaf;11;White;Unspecified;1996;4755.912
zaf;11;Black African;No schooling;1996;98805.1775
zaf;11;Black African;Some primary;1996;602782.5847
zaf;11;Black African;Complete primary;1996;17484.58259
zaf;11;Black African;Some secondary;1996;8201.79035
zaf;11;Black African;Grade 12/Std 10;1996;0
zaf;11;Black African;Higher;1996;6.588
zaf;11;Black African;Not applicable;1996;0
zaf;11;Black African;Unspecified;1996;17139.31361
zaf;12;White;No schooling;1996;1592.51312
zaf;12;White;Some primary;1996;57351.23192
zaf;12;White;Complete primary;1996;6199.1019
zaf;12;White;Some secondary;1996;1680.8916
zaf;12;White;Grade 12/Std 10;1996;0
zaf;12;White;Higher;1996;6.5123
zaf;12;White;Not applicable;1996;0
zaf;12;White;Unspecified;1996;4606.80332
zaf;12;Black African;No schooling;1996;72431.22877
zaf;12;Black African;Some primary;1996;584048.448
zaf;12;Black African;Complete primary;1996;63433.49775
zaf;12;Black African;Some secondary;1996;21124.16304
zaf;12;Black African;Grade 12/Std 10;1996;0
zaf;12;Black African;Higher;1996;0
zaf;12;Black African;Not applicable;1996;0
zaf;12;Black African;Unspecified;1996;16444.73767
zaf;13;White;No schooling;1996;1382.47534
zaf;13;White;Some primary;1996;34263.54376
zaf;13;White;Complete primary;1996;24931.29982
zaf;13;White;Some secondary;1996;7717.52572
zaf;13;White;Grade 12/Std 10;1996;0
zaf;13;White;Higher;1996;1.085
zaf;13;White;Not applicable;1996;0
zaf;13;White;Unspecified;1996;4387.95956
zaf;13;Black African;No schooling;1996;52661.95192
zaf;13;Black African;Some primary;1996;471222.8963
zaf;13;Black African;Complete primary;1996;125631.2693
zaf;13;Black African;Some secondary;1996;74863.02074
zaf;13;Black African;Grade 12/Std 10;1996;0
zaf;13;Black African;Higher;1996;7.8401
zaf;13;Black African;Not applicable;1996;0
zaf;13;Black African;Unspecified;1996;13037.47888
zaf;14;White;No schooling;1996;1325.32712
zaf;14;White;Some primary;1996;5877.2054
zaf;14;White;Complete primary;1996;30729.0474
zaf;14;White;Some secondary;1996;31919.74724
zaf;14;White;Grade 12/Std 10;1996;307.6018
zaf;14;White;Higher;1996;2.2797
zaf;14;White;Not applicable;1996;0
zaf;14;White;Unspecified;1996;4191.1379
zaf;14;Black African;No schooling;1996;42696.85416
zaf;14;Black African;Some primary;1996;354893.288
zaf;14;Black African;Complete primary;1996;151083.1054
zaf;14;Black African;Some secondary;1996;181387.2454
zaf;14;Black African;Grade 12/Std 10;1996;841.34989
zaf;14;Black African;Higher;1996;6.8563
zaf;14;Black African;Not applicable;1996;0
zaf;14;Black African;Unspecified;1996;12398.80345
zaf;15;White;No schooling;1996;1250.40088
zaf;15;White;Some primary;1996;1677.68328
zaf;15;White;Complete primary;1996;4946.7183
zaf;15;White;Some secondary;1996;60237.47566
zaf;15;White;Grade 12/Std 10;1996;410.47916
zaf;15;White;Higher;1996;11.3914
zaf;15;White;Not applicable;1996;0
zaf;15;White;Unspecified;1996;3993.18246
zaf;15;Black African;No schooling;1996;36643.11818
zaf;15;Black African;Some primary;1996;230651.8388
zaf;15;Black African;Complete primary;1996;126150.9095
zaf;15;Black African;Some secondary;1996;279108.7439
zaf;15;Black African;Grade 12/Std 10;1996;1569.80978
zaf;15;Black African;Higher;1996;21.61197
zaf;15;Black African;Not applicable;1996;0
zaf;15;Black African;Unspecified;1996;11708.11332
zaf;16;White;No schooling;1996;1091.7242
zaf;16;White;Some primary;1996;796.9132
zaf;16;White;Complete primary;1996;1140.34078
zaf;16;White;Some secondary;1996;64580.99248
zaf;16;White;Grade 12/Std 10;1996;973.25282
zaf;16;White;Higher;1996;37.05442
zaf;16;White;Not applicable;1996;0
zaf;16;White;Unspecified;1996;3809.71682
zaf;16;Black African;No schooling;1996;36625.99963
zaf;16;Black African;Some primary;1996;177853.6585
zaf;16;Black African;Complete primary;1996;111903.9477
zaf;16;Black African;Some secondary;1996;369878.5963
zaf;16;Black African;Grade 12/Std 10;1996;5075.54549
zaf;16;Black African;Higher;1996;44.74791
zaf;16;Black African;Not applicable;1996;0
zaf;16;Black African;Unspecified;1996;12207.06315
zaf;17;White;No schooling;1996;714.49124
zaf;17;White;Some primary;1996;395.08004
zaf;17;White;Complete primary;1996;286.0871
zaf;17;White;Some secondary;1996;56655.77466
zaf;17;White;Grade 12/Std 10;1996;6194.9888
zaf;17;White;Higher;1996;312.9956
zaf;17;White;Not applicable;1996;0
zaf;17;White;Unspecified;1996;3264.84106
zaf;17;Black African;No schooling;1996;30972.8783
zaf;17;Black African;Some primary;1996;112431.6442
zaf;17;Black African;Complete primary;1996;82158.30417
zaf;17;Black African;Some secondary;1996;397759.9878
zaf;17;Black African;Grade 12/Std 10;1996;18915.20092
zaf;17;Black African;Higher;1996;852.56337
zaf;17;Black African;Not applicable;1996;0
zaf;17;Black African;Unspecified;1996;11125.0716
zaf;18;White;No schooling;1996;625.96386
zaf;18;White;Some primary;1996;353.40284
zaf;18;White;Complete primary;1996;189.50892
zaf;18;White;Some secondary;1996;36639.79438
zaf;18;White;Grade 12/Std 10;1996;24826.48186
zaf;18;White;Higher;1996;1159.342
zaf;18;White;Not applicable;1996;0
zaf;18;White;Unspecified;1996;3044.8536
zaf;18;Black African;No schooling;1996;33495.97165
zaf;18;Black African;Some primary;1996;90226.00859
zaf;18;Black African;Complete primary;1996;63736.74596
zaf;18;Black African;Some secondary;1996;400591.9448
zaf;18;Black African;Grade 12/Std 10;1996;45451.8187
zaf;18;Black African;Higher;1996;2119.31243
zaf;18;Black African;Not applicable;1996;0
zaf;18;Black African;Unspecified;1996;11811.98944
zaf;19;White;No schooling;1996;450.97522
zaf;19;White;Some primary;1996;207.7356
zaf;19;White;Complete primary;1996;121.85082
zaf;19;White;Some secondary;1996;13122.13038
zaf;19;White;Grade 12/Std 10;1996;44477.29912
zaf;19;White;Higher;1996;3664.18742
zaf;19;White;Not applicable;1996;0
zaf;19;White;Unspecified;1996;3113.14606
zaf;19;Black African;No schooling;1996;35786.32184
zaf;19;Black African;Some primary;1996;80334.70826
zaf;19;Black African;Complete primary;1996;53612.92652
zaf;19;Black African;Some secondary;1996;385396.5136
zaf;19;Black African;Grade 12/Std 10;1996;77744.96411
zaf;19;Black African;Higher;1996;4183.77258
zaf;19;Black African;Not applicable;1996;0
zaf;19;Black African;Unspecified;1996;12166.93766
zaf;20;White;No schooling;1996;550.44606
zaf;20;White;Some primary;1996;214.69818
zaf;20;White;Complete primary;1996;127.08268
zaf;20;White;Some secondary;1996;10903.29362
zaf;20;White;Grade 12/Std 10;1996;48267.12272
zaf;20;White;Higher;1996;6463.56076
zaf;20;White;Not applicable;1996;0
zaf;20;White;Unspecified;1996;3777.13836
zaf;20;Black African;No schooling;1996;43031.19322
zaf;20;Black African;Some primary;1996;77612.03906
zaf;20;Black African;Complete primary;1996;46909.80365
zaf;20;Black African;Some secondary;1996;362798.3679
zaf;20;Black African;Grade 12/Std 10;1996;114292.585
zaf;20;Black African;Higher;1996;7393.68948
zaf;20;Black African;Not applicable;1996;0
zaf;20;Black African;Unspecified;1996;14456.35755
zaf;21;White;No schooling;1996;592.72504
zaf;21;White;Some primary;1996;211.86078
zaf;21;White;Complete primary;1996;127.6871
zaf;21;White;Some secondary;1996;10335.19056
zaf;21;White;Grade 12/Std 10;1996;44230.1396
zaf;21;White;Higher;1996;10111.52108
zaf;21;White;Not applicable;1996;0
zaf;21;White;Unspecified;1996;4080.9639
zaf;21;Black African;No schooling;1996;43635.03033
zaf;21;Black African;Some primary;1996;76645.28885
zaf;21;Black African;Complete primary;1996;43197.37518
zaf;21;Black African;Some secondary;1996;329331.6699
zaf;21;Black African;Grade 12/Std 10;1996;136668.5517
zaf;21;Black African;Higher;1996;11195.49253
zaf;21;Black African;Not applicable;1996;0
zaf;21;Black African;Unspecified;1996;15086.11056
zaf;22;White;No schooling;1996;533.83564
zaf;22;White;Some primary;1996;216.28418
zaf;22;White;Complete primary;1996;128.31372
zaf;22;White;Some secondary;1996;10036.56634
zaf;22;White;Grade 12/Std 10;1996;38092.102
zaf;22;White;Higher;1996;15204.74188
zaf;22;White;Not applicable;1996;0
zaf;22;White;Unspecified;1996;4444.8012
zaf;22;Black African;No schooling;1996;45176.94084
zaf;22;Black African;Some primary;1996;75371.82744
zaf;22;Black African;Complete primary;1996;38831.23402
zaf;22;Black African;Some secondary;1996;285740.5502
zaf;22;Black African;Grade 12/Std 10;1996;146942.5368
zaf;22;Black African;Higher;1996;14872.91688
zaf;22;Black African;Not applicable;1996;0
zaf;22;Black African;Unspecified;1996;15302.4213
zaf;23;White;No schooling;1996;551.43994
zaf;23;White;Some primary;1996;209.5932
zaf;23;White;Complete primary;1996;159.9694
zaf;23;White;Some secondary;1996;10283.21574
zaf;23;White;Grade 12/Std 10;1996;33787.8386
zaf;23;White;Higher;1996;18770.70842
zaf;23;White;Not applicable;1996;0
zaf;23;White;Unspecified;1996;4770.48806
zaf;23;Black African;No schooling;1996;45856.55644
zaf;23;Black African;Some primary;1996;75100.87932
zaf;23;Black African;Complete primary;1996;38491.18333
zaf;23;Black African;Some secondary;1996;252308.7056
zaf;23;Black African;Grade 12/Std 10;1996;147991.3438
zaf;23;Black African;Higher;1996;18736.6758
zaf;23;Black African;Not applicable;1996;0
zaf;23;Black African;Unspecified;1996;15549.0351
zaf;24;White;No schooling;1996;530.05253
zaf;24;White;Some primary;1996;183.09088
zaf;24;White;Complete primary;1996;190.52669
zaf;24;White;Some secondary;1996;11257.41585
zaf;24;White;Grade 12/Std 10;1996;32917.16861
zaf;24;White;Higher;1996;21793.28006
zaf;24;White;Not applicable;1996;0
zaf;24;White;Unspecified;1996;5047.23767
zaf;24;Black African;No schooling;1996;52194.28338
zaf;24;Black African;Some primary;1996;83030.74748
zaf;24;Black African;Complete primary;1996;41102.1271
zaf;24;Black African;Some secondary;1996;245377.0305
zaf;24;Black African;Grade 12/Std 10;1996;152570.0526
zaf;24;Black African;Higher;1996;23197.17892
zaf;24;Black African;Not applicable;1996;0
zaf;24;Black African;Unspecified;1996;17084.77261
zaf;25;White;No schooling;1996;486.29216
zaf;25;White;Some primary;1996;223.37676
zaf;25;White;Complete primary;1996;216.3279
zaf;25;White;Some secondary;1996;11164.60926
zaf;25;White;Grade 12/Std 10;1996;32060.74389
zaf;25;White;Higher;1996;22968.29952
zaf;25;White;Not applicable;1996;0
zaf;25;White;Unspecified;1996;5170.97505
zaf;25;Black African;No schooling;1996;48608.52192
zaf;25;Black African;Some primary;1996;72626.49057
zaf;25;Black African;Complete primary;1996;35600.17183
zaf;25;Black African;Some secondary;1996;195593.4058
zaf;25;Black African;Grade 12/Std 10;1996;129611.0921
zaf;25;Black African;Higher;1996;23844.09339
zaf;25;Black African;Not applicable;1996;0
zaf;25;Black African;Unspecified;1996;15714.58848
zaf;26;White;No schooling;1996;593.61249
zaf;26;White;Some primary;1996;231.95556
zaf;26;White;Complete primary;1996;190.55529
zaf;26;White;Some secondary;1996;11990.12825
zaf;26;White;Grade 12/Std 10;1996;31523.98111
zaf;26;White;Higher;1996;23284.83372
zaf;26;White;Not applicable;1996;0
zaf;26;White;Unspecified;1996;5354.05566
zaf;26;Black African;No schooling;1996;59595.18449
zaf;26;Black African;Some primary;1996;89826.128
zaf;26;Black African;Complete primary;1996;45274.10053
zaf;26;Black African;Some secondary;1996;228652.8493
zaf;26;Black African;Grade 12/Std 10;1996;138736.5698
zaf;26;Black African;Higher;1996;28225.84527
zaf;26;Black African;Not applicable;1996;0
zaf;26;Black African;Unspecified;1996;18934.41356
zaf;27;White;No schooling;1996;561.95042
zaf;27;White;Some primary;1996;211.77311
zaf;27;White;Complete primary;1996;209.34878
zaf;27;White;Some secondary;1996;11954.27976
zaf;27;White;Grade 12/Std 10;1996;29186.83353
zaf;27;White;Higher;1996;23222.5107
zaf;27;White;Not applicable;1996;0
zaf;27;White;Unspecified;1996;5060.20574
zaf;27;Black African;No schooling;1996;54995.57538
zaf;27;Black African;Some primary;1996;81400.81629
zaf;27;Black African;Complete primary;1996;42002.98263
zaf;27;Black African;Some secondary;1996;196553.8447
zaf;27;Black African;Grade 12/Std 10;1996;114176.0179
zaf;27;Black African;Higher;1996;27611.91451
zaf;27;Black African;Not applicable;1996;0
zaf;27;Black African;Unspecified;1996;16933.86854
zaf;28;White;No schooling;1996;534.35858
zaf;28;White;Some primary;1996;272.92268
zaf;28;White;Complete primary;1996;175.99942
zaf;28;White;Some secondary;1996;12557.82157
zaf;28;White;Grade 12/Std 10;1996;28183.74597
zaf;28;White;Higher;1996;23064.19528
zaf;28;White;Not applicable;1996;0
zaf;28;White;Unspecified;1996;5232.94294
zaf;28;Black African;No schooling;1996;61187.65929
zaf;28;Black African;Some primary;1996;89347.84551
zaf;28;Black African;Complete primary;1996;45721.00574
zaf;28;Black African;Some secondary;1996;199554.7513
zaf;28;Black African;Grade 12/Std 10;1996;105988.9109
zaf;28;Black African;Higher;1996;28999.01721
zaf;28;Black African;Not applicable;1996;0
zaf;28;Black African;Unspecified;1996;17872.2191
zaf;29;White;No schooling;1996;495.91859
zaf;29;White;Some primary;1996;244.11849
zaf;29;White;Complete primary;1996;172.61599
zaf;29;White;Some secondary;1996;12469.46333
zaf;29;White;Grade 12/Std 10;1996;26263.36991
zaf;29;White;Higher;1996;22554.96981
zaf;29;White;Not applicable;1996;0
zaf;29;White;Unspecified;1996;4887.69845
zaf;29;Black African;No schooling;1996;49266.49291
zaf;29;Black African;Some primary;1996;72508.35889
zaf;29;Black African;Complete primary;1996;37531.1726
zaf;29;Black African;Some secondary;1996;159193.1459
zaf;29;Black African;Grade 12/Std 10;1996;81447.50533
zaf;29;Black African;Higher;1996;26245.08718
zaf;29;Black African;Not applicable;1996;0
zaf;29;Black African;Unspecified;1996;14214.45975
zaf;30;White;No schooling;1996;595.85499
zaf;30;White;Some primary;1996;263.65868
zaf;30;White;Complete primary;1996;224.42349
zaf;30;White;Some secondary;1996;13835.06429
zaf;30;White;Grade 12/Std 10;1996;26584.25108
zaf;30;White;Higher;1996;22403.9905
zaf;30;White;Not applicable;1996;0
zaf;30;White;Unspecified;1996;5411.07971
zaf;30;Black African;No schooling;1996;70923.96956
zaf;30;Black African;Some primary;1996;90799.98665
zaf;30;Black African;Complete primary;1996;44816.60899
zaf;30;Black African;Some secondary;1996;174228.1678
zaf;30;Black African;Grade 12/Std 10;1996;79294.22466
zaf;30;Black African;Higher;1996;28053.68101
zaf;30;Black African;Not applicable;1996;0
zaf;30;Black African;Unspecified;1996;17191.11867
zaf;31;White;No schooling;1996;527.41758
zaf;31;White;Some primary;1996;267.90549
zaf;31;White;Complete primary;1996;190.00409
zaf;31;White;Some secondary;1996;13712.81882
zaf;31;White;Grade 12/Std 10;1996;23739.69082
zaf;31;White;Higher;1996;20936.11002
zaf;31;White;Not applicable;1996;0
zaf;31;White;Unspecified;1996;4975.28537
zaf;31;Black African;No schooling;1996;60528.11395
zaf;31;Black African;Some primary;1996;85331.95455
zaf;31;Black African;Complete primary;1996;45620.99429
zaf;31;Black African;Some secondary;1996;160473.405
zaf;31;Black African;Grade 12/Std 10;1996;66402.03385
zaf;31;Black African;Higher;1996;25032.7251
zaf;31;Black African;Not applicable;1996;0
zaf;31;Black African;Unspecified;1996;14910.59526
zaf;32;White;No schooling;1996;557.98298
zaf;32;White;Some primary;1996;283.08736
zaf;32;White;Complete primary;1996;222.27889
zaf;32;White;Some secondary;1996;15315.82725
zaf;32;White;Grade 12/Std 10;1996;25148.33929
zaf;32;White;Higher;1996;21887.95747
zaf;32;White;Not applicable;1996;0
zaf;32;White;Unspecified;1996;5201.52011
zaf;32;Black African;No schooling;1996;68990.57106
zaf;32;Black African;Some primary;1996;94858.33034
zaf;32;Black African;Complete primary;1996;47811.67005
zaf;32;Black African;Some secondary;1996;165468.3206
zaf;32;Black African;Grade 12/Std 10;1996;61084.08878
zaf;32;Black African;Higher;1996;25247.46023
zaf;32;Black African;Not applicable;1996;0
zaf;32;Black African;Unspecified;1996;16224.82629
zaf;33;White;No schooling;1996;514.90999
zaf;33;White;Some primary;1996;274.04459
zaf;33;White;Complete primary;1996;171.97589
zaf;33;White;Some secondary;1996;14596.21101
zaf;33;White;Grade 12/Std 10;1996;25002.81158
zaf;33;White;Higher;1996;21521.1154
zaf;33;White;Not applicable;1996;0
zaf;33;White;Unspecified;1996;5136.59696
zaf;33;Black African;No schooling;1996;66288.44735
zaf;33;Black African;Some primary;1996;90382.3629
zaf;33;Black African;Complete primary;1996;45208.16521
zaf;33;Black African;Some secondary;1996;149662.7718
zaf;33;Black African;Grade 12/Std 10;1996;50986.77659
zaf;33;Black African;Higher;1996;22941.18474
zaf;33;Black African;Not applicable;1996;0
zaf;33;Black African;Unspecified;1996;14763.62219
zaf;34;White;No schooling;1996;556.86862
zaf;34;White;Some primary;1996;269.52087
zaf;34;White;Complete primary;1996;178.69657
zaf;34;White;Some secondary;1996;14954.45147
zaf;34;White;Grade 12/Std 10;1996;25631.9437
zaf;34;White;Higher;1996;21465.78829
zaf;34;White;Not applicable;1996;0
zaf;34;White;Unspecified;1996;5149.10302
zaf;34;Black African;No schooling;1996;69916.70039
zaf;34;Black African;Some primary;1996;92199.03426
zaf;34;Black African;Complete primary;1996;44940.58299
zaf;34;Black African;Some secondary;1996;144216.6322
zaf;34;Black African;Grade 12/Std 10;1996;45566.95959
zaf;34;Black African;Higher;1996;22273.46252
zaf;34;Black African;Not applicable;1996;0
zaf;34;Black African;Unspecified;1996;14860.75847
zaf;35;White;No schooling;1996;568.46345
zaf;35;White;Some primary;1996;297.24806
zaf;35;White;Complete primary;1996;161.12655
zaf;35;White;Some secondary;1996;15418.30453
zaf;35;White;Grade 12/Std 10;1996;25955.94618
zaf;35;White;Higher;1996;21720.03813
zaf;35;White;Not applicable;1996;0
zaf;35;White;Unspecified;1996;5476.85961
zaf;35;Black African;No schooling;1996;72245.05553
zaf;35;Black African;Some primary;1996;83810.5483
zaf;35;Black African;Complete primary;1996;39521.94204
zaf;35;Black African;Some secondary;1996;128574.6075
zaf;35;Black African;Grade 12/Std 10;1996;39590.66827
zaf;35;Black African;Higher;1996;20692.84071
zaf;35;Black African;Not applicable;1996;0
zaf;35;Black African;Unspecified;1996;14201.03393
zaf;36;White;No schooling;1996;587.29458
zaf;36;White;Some primary;1996;323.18968
zaf;36;White;Complete primary;1996;173.87356
zaf;36;White;Some secondary;1996;16431.16453
zaf;36;White;Grade 12/Std 10;1996;26825.78121
zaf;36;White;Higher;1996;22142.82488
zaf;36;White;Not applicable;1996;0
zaf;36;White;Unspecified;1996;5534.75169
zaf;36;Black African;No schooling;1996;83545.3296
zaf;36;Black African;Some primary;1996;97527.40516
zaf;36;Black African;Complete primary;1996;46598.48242
zaf;36;Black African;Some secondary;1996;148776.6577
zaf;36;Black African;Grade 12/Std 10;1996;41699.71771
zaf;36;Black African;Higher;1996;22143.66633
zaf;36;Black African;Not applicable;1996;0
zaf;36;Black African;Unspecified;1996;16189.06073
zaf;37;White;No schooling;1996;515.99574
zaf;37;White;Some primary;1996;258.30124
zaf;37;White;Complete primary;1996;145.97152
zaf;37;White;Some secondary;1996;16213.82146
zaf;37;White;Grade 12/Std 10;1996;23283.90438
zaf;37;White;Higher;1996;21247.91838
zaf;37;White;Not applicable;1996;0
zaf;37;White;Unspecified;1996;5317.14966
zaf;37;Black African;No schooling;1996;67991.10185
zaf;37;Black African;Some primary;1996;79940.89065
zaf;37;Black African;Complete primary;1996;36646.68168
zaf;37;Black African;Some secondary;1996;113346.8441
zaf;37;Black African;Grade 12/Std 10;1996;28679.90193
zaf;37;Black African;Higher;1996;17536.46955
zaf;37;Black African;Not applicable;1996;0
zaf;37;Black African;Unspecified;1996;12363.50802
zaf;38;White;No schooling;1996;547.08753
zaf;38;White;Some primary;1996;358.08966
zaf;38;White;Complete primary;1996;161.19142
