time,geo,gdp_per_cap,lex,pop,geo.name,geo.cat,geo.region
1993,jam,7447.47,70.41,2418080,Jamaica,country,ame
1994,jam,7497.58,70.35,2439337,Jamaica,country,ame
1995,jam,7524.48,70.31,2461516,Jamaica,country,ame
1996,jam,7316.25,70.29,2484672,Jamaica,country,ame
1997,jam,7121.92,70.30,2508867,Jamaica,country,ame
1998,jam,7012.28,70.33,2533550,Jamaica,country,ame
1999,jam,6928.82,70.39,2558003,Jamaica,country,ame
2000,jam,6934.02,70.47,2581648,Jamaica,country,ame
2001,jam,6987.80,70.60,2604321,Jamaica,country,ame
2002,jam,6994.77,70.77,2625968,Jamaica,country,ame
2003,jam,7092.04,70.98,2646269,Jamaica,country,ame
2004,jam,7093.44,71.22,2664897,Jamaica,country,ame
2005,jam,7132,71.48,2681653,Jamaica,country,ame
2006,jam,7295.84,71.77,2696334,Jamaica,country,ame
2007,jam,7364.75,72.06,2709042,Jamaica,country,ame
2008,jam,7274.02,72.36,2720282,Jamaica,country,ame
2009,jam,7021.29,72.63,2730774,Jamaica,country,ame
2010,jam,6892.46,72.89,2741052,Jamaica,country,ame
2011,jam,6968.24,73.12,2751273,Jamaica,country,ame
2012,jam,6945.70,73.33,2761331,Jamaica,country,ame
2013,jam,6955.76,73.52,2771179,Jamaica,country,ame
2014,jam,7014.33,73.69,2780689,Jamaica,country,ame
1990,jpn,25870.13,79.04,122251184,Japan,country,asi
1991,jpn,26648.76,79.31,122703017,Japan,country,asi
1992,jpn,26824.89,79.36,123177551,Japan,country,asi
1993,jpn,26818.24,79.5,123653405,Japan,country,asi
1994,jpn,27037.82,79.91,124097650,Japan,country,asi
1995,jpn,27509.08,79.76,124486743,Japan,country,asi
1996,jpn,28385.15,80.46,124814986,Japan,country,asi
1997,jpn,28816.58,80.69,125091572,Japan,country,asi
1998,jpn,27904.67,80.77,125325616,Japan,country,asi
1999,jpn,27809.60,80.75,125531619,Japan,country,asi
2000,jpn,28559.60,81.35,125720311,Japan,country,asi
2001,jpn,28569.05,81.7,125893623,Japan,country,asi
2002,jpn,28604.59,82,126048366,Japan,country,asi
2003,jpn,29073.61,82.07,126184149,Japan,country,asi
2004,jpn,29742.04,82.36,126299414,Japan,country,asi
2005,jpn,30290.00,82.27,126392945,Japan,country,asi
2006,jpn,30784.47,82.68,126464789,Japan,country,asi
2007,jpn,31426.78,82.87,126515486,Japan,country,asi
2008,jpn,31079.67,82.81,126544640,Japan,country,asi
2009,jpn,29364.97,82.93,126551705,Japan,country,asi
2010,jpn,30731.99,83.09,126535920,Japan,country,asi
2011,jpn,30593.47,83.25,126497241,Japan,country,asi
2012,jpn,31273.99,83.41,126434653,Japan,country,asi
2013,jpn,31836.70,83.58,126345235,Japan,country,asi
2014,jpn,32357.49,83.73,126225259,Japan,country,asi
1990,jey,,,83609,Jersey,country,eur
1991,jey,,,84233,Jersey,country,eur
1992,jey,,,84768,Jersey,country,eur
1993,jey,,,85245,Jersey,country,eur
1994,jey,,,85719,Jersey,country,eur
1995,jey,,,86297,Jersey,country,eur
1996,jey,,,86861,Jersey,country,eur
1997,jey,,,87411,Jersey,country,eur
1998,jey,,,87939,Jersey,country,eur
1999,jey,,,88440,Jersey,country,eur
2000,jey,,,88915,Jersey,country,eur
2001,jey,,,89361,Jersey,country,eur
2002,jey,,,89775,Jersey,country,eur
2003,jey,,,90156,Jersey,country,eur
2004,jey,,,90502,Jersey,country,eur
2005,jey,62004.87,,90812,Jersey,country,eur
2006,jey,,,91084,Jersey,country,eur
2007,jey,,,91321,Jersey,country,eur
2008,jey,,,91533,Jersey,country,eur
2009,jey,,,,Jersey,country,eur
2010,jey,,,,Jersey,country,eur
2011,jey,,,,Jersey,country,eur
2012,jey,,,,Jersey,country,eur
2013,jey,,,,Jersey,country,eur
2014,jey,,,,Jersey,country,eur
1990,jor,3399.09,69.87,3415567,Jordan,country,asi
1991,jor,3124.26,70.11,3599359,Jordan,country,asi
1992,jor,3431.59,70.32,3806045,Jordan,country,asi
1993,jor,3524.16,70.52,4019284,Jordan,country,asi
1994,jor,3610.78,70.71,4216536,Jordan,country,asi
1995,jor,3732.13,70.88,4382005,Jordan,country,asi
1996,jor,3668.74,71.05,4510082,Jordan,country,asi
1997,jor,3645.37,71.21,4606717,Jordan,country,asi
1998,jor,3624.61,71.38,4682018,Jordan,country,asi
1999,jor,3626.38,71.55,4751501,Jordan,country,asi
2000,jor,3664.55,71.72,4827096,Jordan,country,asi
2001,jor,3742.82,71.9,4910056,Jordan,country,asi
2002,jor,3844.91,72.07,4998372,Jordan,country,asi
2003,jor,3894.25,72.25,5096790,Jordan,country,asi
2004,jor,4115.51,72.42,5210369,Jordan,country,asi
2005,jor,4294,72.58,5342002,Jordan,country,asi
2006,jor,4536.26,72.75,5495117,Jordan,country,asi
2007,jor,4801.66,72.91,5667443,Jordan,country,asi
2008,jor,5037.16,73.07,5848952,Jordan,country,asi
2009,jor,5197.52,73.23,6025592,Jordan,country,asi
2010,jor,5201.95,73.39,6187227,Jordan,country,asi
2011,jor,5216.83,73.54,6330169,Jordan,country,asi
2012,jor,5242.51,73.7,6457260,Jordan,country,asi
2013,jor,5291.38,73.85,6572903,Jordan,country,asi
2014,jor,5353.64,74.00,6684319,Jordan,country,asi
1990,kaz,7085.49,66.77,16530000,Kazakhstan,country,asi
1991,kaz,6265.35,66.29,16513480,Kazakhstan,country,asi
1992,kaz,5919.90,65.71,16430903,Kazakhstan,country,asi
1993,kaz,5404.82,65.09,16293800,Kazakhstan,country,asi
1994,kaz,4802.48,64.48,16120117,Kazakhstan,country,asi
1995,kaz,4492.99,63.94,15925853,Kazakhstan,country,asi
1996,kaz,4567.92,63.53,15712544,Kazakhstan,country,asi
1997,kaz,4709.05,63.28,15484686,Kazakhstan,country,asi
1998,kaz,4691.51,63.19,15265189,Kazakhstan,country,asi
1999,kaz,4870.08,63.28,15082372,Kazakhstan,country,asi
2000,kaz,5366.02,63.51,14956694,Kazakhstan,country,asi
2001,kaz,6082.30,63.84,14897666,Kazakhstan,country,asi
2002,kaz,6667.30,64.22,14901669,Kazakhstan,country,asi
2003,kaz,7272.72,64.6,14959072,Kazakhstan,country,asi
2004,kaz,7930.08,64.93,15053492,Kazakhstan,country,asi
2005,kaz,8699,65.21,15171805,Kazakhstan,country,asi
2006,kaz,9538.34,65.43,15312333,Kazakhstan,country,asi
2007,kaz,10267.45,65.62,15476093,Kazakhstan,country,asi
2008,kaz,10477.18,65.80,15655345,Kazakhstan,country,asi
2009,kaz,10463.21,65.96,15841096,Kazakhstan,country,asi
2010,kaz,11040.26,66.10,16026367,Kazakhstan,country,asi
2011,kaz,11635.56,66.25,16206750,Kazakhstan,country,asi
2012,kaz,11982.65,66.39,16381297,Kazakhstan,country,asi
2013,kaz,12516.53,66.53,16550975,Kazakhstan,country,asi
2014,kaz,13092.78,66.68,16718609,Kazakhstan,country,asi
1990,ken,1428.99,59.11,23447177,Kenya,country,afr
1991,ken,1402.95,58.73,24240108,Kenya,country,afr
1992,ken,1341.92,58.19,25042330,Kenya,country,afr
1993,ken,1305.89,57.53,25846436,Kenya,country,afr
1994,ken,1309.87,56.78,26642887,Kenya,country,afr
1995,ken,1335.67,55.96,27425720,Kenya,country,afr
1996,ken,1361.06,55.14,28191597,Kenya,country,afr
1997,ken,1360.48,54.36,28944780,Kenya,country,afr
1998,ken,1355.29,53.69,29696410,Kenya,country,afr
1999,ken,1346.86,53.17,30462154,Kenya,country,afr
2000,ken,1318.48,52.86,31253701,Kenya,country,afr
2001,ken,1304.01,52.80,32076186,Kenya,country,afr
2002,ken,1287.51,52.98,32927864,Kenya,country,afr
2003,ken,1291.42,53.37,33805301,Kenya,country,afr
2004,ken,1317.47,53.96,34702176,Kenya,country,afr
2005,ken,1358.99,54.73,35614576,Kenya,country,afr
2006,ken,1402.77,55.63,36540948,Kenya,country,afr
2007,ken,1457.04,56.62,37485246,Kenya,country,afr
2008,ken,1436.09,57.64,38455418,Kenya,country,afr
2009,ken,1432.29,58.64,39462188,Kenya,country,afr
2010,ken,1471.32,59.58,40512682,Kenya,country,afr
2011,ken,1491.87,60.40,41609728,Kenya,country,afr
2012,ken,1517.69,61.11,42749418,Kenya,country,afr
2013,ken,1561.22,61.71,43923719,Kenya,country,afr
2014,ken,1612.22,62.20,45121040,Kenya,country,afr
1990,kir,2328.89,60.67,71835,Kiribati,country,asi
1991,kir,2430.37,61.03,73163,Kiribati,country,asi
1992,kir,2406.71,61.39,74263,Kiribati,country,asi
1993,kir,2501.85,61.77,75227,Kiribati,country,asi
1994,kir,2659.95,62.17,76188,Kiribati,country,asi
1995,kir,2478.99,62.59,77248,Kiribati,country,asi
1996,kir,2755.12,63.02,78431,Kiribati,country,asi
1997,kir,2948.92,63.45,79713,Kiribati,country,asi
1998,kir,3355.57,63.87,81085,Kiribati,country,asi
1999,kir,3566.50,64.26,82524,Kiribati,country,asi
2000,kir,3501.64,64.64,84010,Kiribati,country,asi
2001,kir,3490.14,64.99,85550,Kiribati,country,asi
2002,kir,3608.89,65.34,87147,Kiribati,country,asi
2003,kir,3503.39,65.67,88776,Kiribati,country,asi
2004,kir,3382.01,66.00,90398,Kiribati,country,asi
2005,kir,3377,66.32,91988,Kiribati,country,asi
2006,kir,3357.17,66.64,93534,Kiribati,country,asi
2007,kir,3311.64,66.97,95043,Kiribati,country,asi
2008,kir,3175.27,67.29,96532,Kiribati,country,asi
2009,kir,3044.81,67.61,98027,Kiribati,country,asi
2010,kir,3031.81,67.94,99546,Kiribati,country,asi
2011,kir,3036.74,68.26,101093,Kiribati,country,asi
2012,kir,3063.64,68.59,102660,Kiribati,country,asi
2013,kir,3090.78,68.90,104251,Kiribati,country,asi
2014,kir,3101.73,69.21,105859,Kiribati,country,asi
1990,prk,3372.76,69.89,20143212,North Korea,country,asi
1991,prk,3372.76,69.87,20466180,North Korea,country,asi
1992,prk,3060.57,69.49,20804249,North Korea,country,asi
1993,prk,3018.39,68.74,21145052,North Korea,country,asi
1994,prk,2300,67.69,21471407,North Korea,country,asi
1995,prk,2000,66.53,21770898,North Korea,country,asi
1996,prk,1808.77,65.49,22038893,North Korea,country,asi
1997,prk,1690.75,64.77,22278723,North Korea,country,asi
1998,prk,1693.00,64.49,22495715,North Korea,country,asi
1999,prk,1705.91,64.68,22698674,North Korea,country,asi
2000,prk,1689.94,65.27,22894095,North Korea,country,asi
2001,prk,1667.40,66.1,23083419,North Korea,country,asi
2002,prk,1646.75,66.95,23264576,North Korea,country,asi
2003,prk,1628.35,67.66,23436550,North Korea,country,asi
2004,prk,1611.77,68.16,23597383,North Korea,country,asi
2005,prk,1596.67,68.45,23745941,North Korea,country,asi
2006,prk,1571.27,68.57,23882465,North Korea,country,asi
2007,prk,1544.46,68.63,24008606,North Korea,country,asi
2008,prk,1584.55,68.73,24126329,North Korea,country,asi
2009,prk,1562.90,68.89,24238179,North Korea,country,asi
2010,prk,1548.61,69.11,24346229,North Korea,country,asi
2011,prk,1540.44,69.39,24451285,North Korea,country,asi
2012,prk,1540.44,69.70,24553672,North Korea,country,asi
2013,prk,,69.99,24654358,North Korea,country,asi
2014,prk,,70.28,24754262,North Korea,country,asi
1990,kor,9764.39,71.72,42980365,South Korea,country,asi
1991,kor,10622.04,72.2,43372546,South Korea,country,asi
1992,kor,11145.52,72.65,43729283,South Korea,country,asi
1993,kor,11701.45,73.08,44057249,South Korea,country,asi
1994,kor,12609.42,73.49,44365820,South Korea,country,asi
1995,kor,13674.02,73.91,44662143,South Korea,country,asi
1996,kor,14574.12,74.32,44949627,South Korea,country,asi
1997,kor,15201.62,74.74,45227776,South Korea,country,asi
1998,kor,14358.58,75.18,45495222,South Korea,country,asi
1999,kor,15691.65,75.63,45749004,South Korea,country,asi
2000,kor,16995.91,76.11,45987624,South Korea,country,asi
2001,kor,17784.07,76.61,46210554,South Korea,country,asi
2002,kor,18871.17,77.14,46420867,South Korea,country,asi
2003,kor,19485.28,77.68,46624837,South Korea,country,asi
2004,kor,20442.74,78.22,46830699,South Korea,country,asi
2005,kor,21342,78.74,47044126,South Korea,country,asi
2006,kor,22338.68,79.24,47267733,South Korea,country,asi
2007,kor,23370.06,79.7,47499360,South Korea,country,asi
2008,kor,23735.77,80.10,47733951,South Korea,country,asi
2009,kor,23698.79,80.46,47963923,South Korea,country,asi
2010,kor,25080.35,80.77,48183584,South Korea,country,asi
2011,kor,25799.11,81.04,48391343,South Korea,country,asi
2012,kor,26199.40,81.29,48588326,South Korea,country,asi
2013,kor,26820.51,81.53,48774767,South Korea,country,asi
2014,kor,27736.45,81.77,48951680,South Korea,country,asi
1990,_unk,7681.00,,1670808,Kosovo,country,eur
1991,_unk,5453.78,,2092679,Kosovo,country,eur
1992,_unk,3825.31,,2227264,Kosovo,country,eur
1993,_unk,2709.23,,2365038,Kosovo,country,eur
1994,_unk,2577.78,,2484175,Kosovo,country,eur
1995,_unk,2696.14,,2567417,Kosovo,country,eur
1996,_unk,2875.44,,2617993,Kosovo,country,eur
1997,_unk,3062.18,,2647850,Kosovo,country,eur
1998,_unk,2796.27,,2654379,Kosovo,country,eur
1999,_unk,2172.00,,2639714,Kosovo,country,eur
2000,_unk,2319.46,,2614315,Kosovo,country,eur
2001,_unk,2966.04,,2571012,Kosovo,country,eur
2002,_unk,3072.66,,2511039,Kosovo,country,eur
2003,_unk,2943.99,,2468091,Kosovo,country,eur
2004,_unk,2960.31,,2433907,Kosovo,country,eur
2005,_unk,3095.29,,2422257,Kosovo,country,eur
2006,_unk,3189.51,,2419235,Kosovo,country,eur
2007,_unk,3351.72,,2421609,Kosovo,country,eur
2008,_unk,3526.08,,2423704,Kosovo,country,eur
2009,_unk,3624.27,,,Kosovo,country,eur
2010,_unk,3762.32,,,Kosovo,country,eur
2011,_unk,3962.63,,,Kosovo,country,eur
2012,_unk,4041.88,,,Kosovo,country,eur
2013,_unk,,,,Kosovo,country,eur
2014,_unk,,,,Kosovo,country,eur
1990,kwt,22095.96,72.08,2087687,Kuwait,country,asi
1991,kwt,29268.86,72.23,2031004,Kuwait,country,asi
1992,kwt,34932.91,72.37,1924077,Kuwait,country,asi
1993,kwt,44804.87,72.49,1795976,Kuwait,country,asi
1994,kwt,46467.09,72.59,1687552,Kuwait,country,asi
1995,kwt,44959.08,72.69,1627911,Kuwait,country,asi
1996,kwt,41620.23,72.78,1628120,Kuwait,country,asi
1997,kwt,40300.61,72.87,1678812,Kuwait,country,asi
1998,kwt,38056.53,72.96,1763693,Kuwait,country,asi
1999,kwt,36011.26,73.04,1857217,Kuwait,country,asi
2000,kwt,36397.95,73.13,1940786,Kuwait,country,asi
2001,kwt,35249.64,73.22,2009588,Kuwait,country,asi
2002,kwt,35110.10,73.30,2069816,Kuwait,country,asi
2003,kwt,39560.78,73.39,2126786,Kuwait,country,asi
2004,kwt,42275.63,73.47,2189485,Kuwait,country,asi
2005,kwt,44946.99,73.55,2264014,Kuwait,country,asi
2006,kwt,45415.62,73.64,2351441,Kuwait,country,asi
2007,kwt,45069.24,73.72,2447818,Kuwait,country,asi
2008,kwt,45620.59,73.81,2548351,Kuwait,country,asi
2009,kwt,41868.14,73.90,2646286,Kuwait,country,asi
2010,kwt,39766.96,73.99,2736732,Kuwait,country,asi
2011,kwt,41127.11,74.08,2818042,Kuwait,country,asi
2012,kwt,42045.05,74.18,2891553,Kuwait,country,asi
2013,kwt,41336.28,74.28,2959015,Kuwait,country,asi
2014,kwt,41481.02,74.39,3023402,Kuwait,country,asi
1990,kgz,2539.18,66.34,4394502,Kyrgyz Republic,country,
1991,kgz,2303.79,66.34,4441582,Kyrgyz Republic,country,
1992,kgz,1965.21,66.30,4476402,Kyrgyz Republic,country,
1993,kgz,1662.53,66.22,4506563,Kyrgyz Republic,country,
1994,kgz,1329.55,66.14,4542747,Kyrgyz Republic,country,
1995,kgz,1244.98,66.06,4592135,Kyrgyz Republic,country,
1996,kgz,1314.25,66.02,4658815,Kyrgyz Republic,country,
1997,kgz,1424.14,66.01,4739263,Kyrgyz Republic,country,
1998,kgz,1433.63,66.05,4823870,Kyrgyz Republic,country,
1999,kgz,1466.01,66.12,4898865,Kyrgyz Republic,country,
2000,kgz,1527.82,66.23,4954850,Kyrgyz Republic,country,
2001,kgz,1592.29,66.34,4987944,Kyrgyz Republic,country,
2002,kgz,1573.72,66.45,5002691,Kyrgyz Republic,country,
2003,kgz,1659.09,66.54,5008348,Kyrgyz Republic,country,
2004,kgz,1753.52,66.60,5018366,Kyrgyz Republic,country,
2005,kgz,1728,66.64,5042381,Kyrgyz Republic,country,
2006,kgz,1761.74,66.68,5083724,Kyrgyz Republic,country,
2007,kgz,1897.20,66.73,5139213,Kyrgyz Republic,country,
2008,kgz,2018.20,66.81,5204104,Kyrgyz Republic,country,
2009,kgz,2049.89,66.92,5270894,Kyrgyz Republic,country,
2010,kgz,2018.14,67.05,5334223,Kyrgyz Republic,country,
2011,kgz,2118.05,67.20,5392580,Kyrgyz Republic,country,
2012,kgz,2078.20,67.37,5448085,Kyrgyz Republic,country,
2013,kgz,2209.19,67.53,5503253,Kyrgyz Republic,country,
2014,kgz,2350.54,67.69,5561968,Kyrgyz Republic,country,
1990,lao,1172.37,54.15,4192414,Lao,country,asi
1991,lao,1174.51,54.93,4312348,Lao,country,asi
1992,lao,1202.56,55.73,4434570,Lao,country,asi
1993,lao,1287.37,56.54,4557216,Lao,country,asi
1994,lao,1329.35,57.34,4677981,Lao,country,asi
1995,lao,1361.77,58.12,4795112,Lao,country,asi
1996,lao,1359.28,58.88,4907960,Lao,country,asi
1997,lao,1394.81,59.62,5016576,Lao,country,asi
1998,lao,1401.08,60.34,5120845,Lao,country,asi
1999,lao,1472.45,61.03,5220920,Lao,country,asi
2000,lao,1518.25,61.68,5317060,Lao,country,asi
2001,lao,1565.33,62.31,5408912,Lao,country,asi
2002,lao,1616.38,62.91,5496700,Lao,country,asi
2003,lao,1668.49,63.48,5582028,Lao,country,asi
2004,lao,1732.37,64.02,5667055,Lao,country,asi
2005,lao,1810.99,64.55,5753341,Lao,country,asi
2006,lao,1937.83,65.05,5841572,Lao,country,asi
2007,lao,2058.16,65.54,5931385,Lao,country,asi
2008,lao,2185.00,66.02,6022001,Lao,country,asi
2009,lao,2314.28,66.49,6112143,Lao,country,asi
2010,lao,2466.64,66.95,6200894,Lao,country,asi
2011,lao,2628.01,67.41,6288037,Lao,country,asi
2012,lao,2807.04,67.86,6373934,Lao,country,asi
2013,lao,2990.34,68.30,6458911,Lao,country,asi
2014,lao,3176.97,68.74,6543484,Lao,country,asi
1990,lva,10217.78,69.46,2663905,Latvia,country,eur
1991,lva,8960.01,69.17,2645539,Latvia,country,eur
1992,lva,6151.51,68.45,2612722,Latvia,country,eur
1993,lva,5948.95,66.63,2571110,Latvia,country,eur
1994,lva,6169.89,65.17,2528893,Latvia,country,eur
1995,lva,6191.79,66.01,2492095,Latvia,country,eur
1996,lva,6488.44,68.6,2462617,Latvia,country,eur
1997,lva,7143.44,69.21,2438994,Latvia,country,eur
1998,lva,7604.97,68.86,2419819,Latvia,country,eur
1999,lva,8028.96,69.64,2402452,Latvia,country,eur
2000,lva,8649.22,70.16,2384972,Latvia,country,eur
2001,lva,9396.42,69.88,2367302,Latvia,country,eur
2002,lva,10094.47,70.17,2350340,Latvia,country,eur
2003,lva,10879.76,70.62,2334225,Latvia,country,eur
2004,lva,11888.05,70.92,2319229,Latvia,country,eur
2005,lva,13217.99,70.61,2305528,Latvia,country,eur
2006,lva,14836.46,70.53,2293080,Latvia,country,eur
2007,lva,16400.95,70.77,2281693,Latvia,country,eur
2008,lva,15987.01,71.63,2271198,Latvia,country,eur
2009,lva,13328.84,71.73,2261380,Latvia,country,eur
2010,lva,13466.90,71.83,2252060,Latvia,country,eur
2011,lva,14518.81,71.94,2243142,Latvia,country,eur
2012,lva,15575.27,72.04,2234572,Latvia,country,eur
2013,lva,16272.04,72.15,2226260,Latvia,country,eur
2014,lva,17005.82,72.25,2218123,Latvia,country,eur
1990,lbn,2984.65,70.22,2948372,Lebanon,country,asi
1991,lbn,4241.69,70.53,3026061,Lebanon,country,asi
1992,lbn,3637.72,70.87,3130785,Lebanon,country,asi
1993,lbn,3744.25,71.24,3249799,Lebanon,country,asi
1994,lbn,3923.23,71.64,3364891,Lebanon,country,asi
1995,lbn,4114.35,72.07,3462974,Lebanon,country,asi
1996,lbn,4191.36,72.51,3539137,Lebanon,country,asi
1997,lbn,4600.57,72.97,3597350,Lebanon,country,asi
1998,lbn,5183.98,73.44,3644171,Lebanon,country,asi
1999,lbn,5506.01,73.92,3690033,Lebanon,country,asi
2000,lbn,5795.28,74.40,3742329,Lebanon,country,asi
2001,lbn,6438.13,74.90,3802903,Lebanon,country,asi
2002,lbn,7224.11,75.42,3868504,Lebanon,country,asi
2003,lbn,7940.69,75.95,3935421,Lebanon,country,asi
2004,lbn,9245.63,76.48,3998042,Lebanon,country,asi
2005,lbn,10212,77.00,4052420,Lebanon,country,asi
2006,lbn,10340.60,77.50,4097457,Lebanon,country,asi
2007,lbn,11209.21,77.97,4134872,Lebanon,country,asi
2008,lbn,12016.98,78.39,4166915,Lebanon,country,asi
2009,lbn,12930.41,78.77,4196990,Lebanon,country,asi
2010,lbn,13657.99,79.11,4227597,Lebanon,country,asi
2011,lbn,13684.95,79.42,4259405,Lebanon,country,asi
2012,lbn,13711.97,79.71,4291719,Lebanon,country,asi
2013,lbn,13806.72,80.00,4324060,Lebanon,country,asi
2014,lbn,14174.72,80.3,4355504,Lebanon,country,asi
1990,lso,940.26,59.44,1639177,Lesotho,country,afr
1991,lso,955.96,59.75,1669190,Lesotho,country,afr
1992,lso,977.48,59.69,1699284,Lesotho,country,afr
1993,lso,991.55,59.21,1729896,Lesotho,country,afr
1994,lso,967.10,58.30,1761558,Lesotho,country,afr
1995,lso,1067.92,56.95,1794531,Lesotho,country,afr
1996,lso,1149.19,55.22,1829222,Lesotho,country,afr
1997,lso,1186.14,53.23,1865218,Lesotho,country,afr
1998,lso,1136.96,51.15,1900962,Lesotho,country,afr
1999,lso,1153.29,49.11,1934337,Lesotho,country,afr
2000,lso,1186.64,47.26,1963878,Lesotho,country,afr
2001,lso,1221.48,45.74,1988983,Lesotho,country,afr
2002,lso,1275.18,44.61,2010261,Lesotho,country,afr
2003,lso,1311.24,43.88,2028976,Lesotho,country,afr
2004,lso,1369.81,43.59,2047006,Lesotho,country,afr
2005,lso,1414.99,43.72,2065752,Lesotho,country,afr
2006,lso,1481.96,44.22,2085561,Lesotho,country,afr
2007,lso,1549.99,44.96,2106128,Lesotho,country,afr
2008,lso,1625.46,45.82,2127412,Lesotho,country,afr
2009,lso,1699.34,46.72,2149201,Lesotho,country,afr
2010,lso,1801.34,47.58,2171318,Lesotho,country,afr
2011,lso,1899.50,48.32,2193843,Lesotho,country,afr
2012,lso,1970.47,48.94,2216850,Lesotho,country,afr
2013,lso,2035.25,49.44,2240126,Lesotho,country,afr
2014,lso,2093.66,49.81,2263367,Lesotho,country,afr
1990,lbr,556.51,47.18,2127098,Liberia,country,afr
1991,lbr,658.71,47.40,2091355,Liberia,country,afr
1992,lbr,636.62,47.83,2054179,Liberia,country,afr
1993,lbr,626.14,48.47,2030591,Liberia,country,afr
1994,lbr,644.94,49.28,2039922,Liberia,country,afr
1995,lbr,662.19,50.16,2094591,Liberia,country,afr
1996,lbr,658.47,50.98,2203809,Liberia,country,afr
1997,lbr,609.17,51.64,2360511,Liberia,country,afr
1998,lbr,551.36,52.08,2540835,Liberia,country,afr
1999,lbr,529.79,52.31,2710963,Liberia,country,afr
2000,lbr,519.48,52.42,2847290,Liberia,country,afr
2001,lbr,515.94,52.54,2939296,Liberia,country,afr
2002,lbr,531.48,52.82,2996082,Liberia,country,afr
2003,lbr,365.82,53.34,3037412,Liberia,country,afr
2004,lbr,375.69,54.11,3092721,Liberia,country,afr
2005,lbr,383,55.08,3182539,Liberia,country,afr
2006,lbr,401.30,56.16,3313718,Liberia,country,afr
2007,lbr,433.36,57.21,3477197,Liberia,country,afr
2008,lbr,437.71,58.13,3658460,Liberia,country,afr
2009,lbr,442.13,58.88,3835929,Liberia,country,afr
2010,lbr,450.11,59.45,3994122,Liberia,country,afr
2011,lbr,473.33,59.88,4128572,Liberia,country,afr
2012,lbr,499.80,60.23,4244684,Liberia,country,afr
2013,lbr,523.51,60.55,4348740,Liberia,country,afr
2014,lbr,537.46,60.88,4450850,Liberia,country,afr
1990,lby,11069.60,68.45,4334459,Libya,country,afr
1991,lby,10228.75,68.81,4421885,Libya,country,afr
1992,lby,9640.13,69.16,4509970,Libya,country,afr
1993,lby,9056.05,69.51,4598629,Libya,country,afr
1994,lby,8810.09,69.85,4687106,Libya,country,afr
1995,lby,8737.85,70.19,4775009,Libya,country,afr
1996,lby,9051.46,70.52,4862665,Libya,country,afr
1997,lby,9467.44,70.86,4951076,Libya,country,afr
1998,lby,8998.06,71.19,5041233,Libya,country,afr
1999,lby,8966.92,71.53,5134324,Libya,country,afr
2000,lby,9139.67,71.87,5231189,Libya,country,afr
2001,lby,9539.90,72.21,5331311,Libya,country,afr
2002,lby,9534.67,72.54,5434293,Libya,country,afr
2003,lby,9954.11,72.87,5541062,Libya,country,afr
2004,lby,10304.93,73.19,5652797,Libya,country,afr
2005,lby,10804,73.49,5769709,Libya,country,afr
2006,lby,11264.16,73.77,5893738,Libya,country,afr
2007,lby,11722.63,74.04,6023053,Libya,country,afr
2008,lby,11787.48,74.29,6149620,Libya,country,afr
2009,lby,11483.26,74.51,6262667,Libya,country,afr
2010,lby,11842.38,74.73,6355112,Libya,country,afr
2011,lby,4550.15,74.93,6422772,Libya,country,afr
2012,lby,9136.34,75.13,6469497,Libya,country,afr
2013,lby,10782.52,75.32,6506095,Libya,country,afr
2014,lby,11657.23,75.52,6547972,Libya,country,afr
1990,lie,53502.64,,28986,Liechtenstein,country,eur
1991,lie,53754.55,,29370,Liechtenstein,country,eur
1992,lie,54968.30,,29760,Liechtenstein,country,eur
1993,lie,56598.06,,30154,Liechtenstein,country,eur
1994,lie,59705.10,,30549,Liechtenstein,country,eur
1995,lie,62413.10,,30941,Liechtenstein,country,eur
1996,lie,65888.93,,31328,Liechtenstein,country,eur
1997,lie,69784.00,,31710,Liechtenstein,country,eur
1998,lie,74303.38,,32090,Liechtenstein,country,eur
1999,lie,81088.09,,32470,Liechtenstein,country,eur
2000,lie,82749.88,,32853,Liechtenstein,country,eur
2001,lie,81250.67,,33239,Liechtenstein,country,eur
2002,lie,79593.81,,33626,Liechtenstein,country,eur
2003,lie,77249.85,,34006,Liechtenstein,country,eur
2004,lie,78810.33,,34365,Liechtenstein,country,eur
2005,lie,81825.08,,34696,Liechtenstein,country,eur
2006,lie,88389.52,,34995,Liechtenstein,country,eur
2007,lie,95877.64,,35266,Liechtenstein,country,eur
2008,lie,92607.24,,35521,Liechtenstein,country,eur
2009,lie,82377.95,,35772,Liechtenstein,country,eur
2010,lie,89000.29,,36032,Liechtenstein,country,eur
2011,lie,90039.04,,36304,Liechtenstein,country,eur
2012,lie,,,36584,Liechtenstein,country,eur
2013,lie,,,36871,Liechtenstein,country,eur
2014,lie,,,37161,Liechtenstein,country,eur
1990,ltu,13148.25,71.37,3695890,Lithuania,country,eur
1991,ltu,12374.35,70.55,3698095,Lithuania,country,eur
1992,ltu,9743.51,70.4,3689943,Lithuania,country,eur
1993,ltu,8190.01,69.01,3673606,Lithuania,country,eur
1994,ltu,7406.20,68.58,3652438,Lithuania,country,eur
1995,ltu,7804.17,69.02,3629104,Lithuania,country,eur
1996,ltu,8182.68,70.15,3604044,Lithuania,country,eur
1997,ltu,8764.90,70.99,3577128,Lithuania,country,eur
1998,ltu,9412.96,71.32,3549816,Lithuania,country,eur
