energy_use_total,geo,time
9045000,tun,2009
9629000,tun,2010
10690000,tur,1960
10850000,tur,1961
11850000,tur,1962
12450000,tur,1963
13120000,tur,1964
13810000,tur,1965
15170000,tur,1966
15720000,tur,1967
16530000,tur,1968
17420000,tur,1969
18210000,tur,1970
19540000,tur,1971
22070000,tur,1972
24350000,tur,1973
25200000,tur,1974
26760000,tur,1975
29120000,tur,1976
31930000,tur,1977
31810000,tur,1978
30240000,tur,1979
31440000,tur,1980
31710000,tur,1981
33700000,tur,1982
35680000,tur,1983
37110000,tur,1984
39320000,tur,1985
42360000,tur,1986
46910000,tur,1987
47310000,tur,1988
49090000,tur,1989
52760000,tur,1990
52090000,tur,1991
53680000,tur,1992
56890000,tur,1993
56200000,tur,1994
61550000,tur,1995
66940000,tur,1996
70480000,tur,1997
71680000,tur,1998
70380000,tur,1999
76350000,tur,2000
70400000,tur,2001
74250000,tur,2002
77830000,tur,2003
80860000,tur,2004
84380000,tur,2005
93030000,tur,2006
100000000,tur,2007
98500000,tur,2008
97660000,tur,2009
105100000,tur,2010
114200000,tur,2011
17570000,tkm,1990
15270000,tkm,1991
10440000,tkm,1992
10540000,tkm,1993
13350000,tkm,1994
13730000,tkm,1995
12010000,tkm,1996
12030000,tkm,1997
11830000,tkm,1998
14040000,tkm,1999
14240000,tkm,2000
14850000,tkm,2001
15100000,tkm,2002
16840000,tkm,2003
17350000,tkm,2004
18190000,tkm,2005
18560000,tkm,2006
21540000,tkm,2007
22100000,tkm,2008
19280000,tkm,2009
21310000,tkm,2010
251800000,ukr,1990
252300000,ukr,1991
219600000,ukr,1992
194500000,ukr,1993
165800000,ukr,1994
163800000,ukr,1995
150200000,ukr,1996
143600000,ukr,1997
135700000,ukr,1998
135100000,ukr,1999
133800000,ukr,2000
134100000,ukr,2001
135600000,ukr,2002
144600000,ukr,2003
143900000,ukr,2004
142900000,ukr,2005
137300000,ukr,2006
137300000,ukr,2007
136100000,ukr,2008
112300000,ukr,2009
130500000,ukr,2010
1012000,are,1971
1051000,are,1972
1305000,are,1973
1341000,are,1974
1937000,are,1975
2461000,are,1976
4107000,are,1977
4770000,are,1978
5569000,are,1979
7232000,are,1980
8871000,are,1981
9668000,are,1982
9314000,are,1983
12080000,are,1984
13720000,are,1985
15580000,are,1986
17300000,are,1987
17740000,are,1988
20490000,are,1989
20420000,are,1990
23490000,are,1991
22360000,are,1992
23510000,are,1993
26050000,are,1994
27690000,are,1995
31280000,are,1996
30880000,are,1997
32060000,are,1998
32610000,are,1999
33950000,are,2000
37360000,are,2001
40580000,are,2002
40190000,are,2003
42310000,are,2004
43230000,are,2005
45900000,are,2006
51960000,are,2007
58330000,are,2008
60350000,are,2009
62130000,are,2010
158900000,gbr,1960
158800000,gbr,1961
164400000,gbr,1962
171500000,gbr,1963
173500000,gbr,1964
180900000,gbr,1965
180700000,gbr,1966
183800000,gbr,1967
188100000,gbr,1968
197200000,gbr,1969
205100000,gbr,1970
208700000,gbr,1971
210200000,gbr,1972
218100000,gbr,1973
210000000,gbr,1974
199400000,gbr,1975
203300000,gbr,1976
207700000,gbr,1977
206500000,gbr,1978
217100000,gbr,1979
198400000,gbr,1980
192400000,gbr,1981
191400000,gbr,1982
190300000,gbr,1983
190000000,gbr,1984
200800000,gbr,1985
204000000,gbr,1986
205600000,gbr,1987
207400000,gbr,1988
207000000,gbr,1989
205900000,gbr,1990
212900000,gbr,1991
212200000,gbr,1992
214300000,gbr,1993
215800000,gbr,1994
216300000,gbr,1995
225600000,gbr,1996
219300000,gbr,1997
221500000,gbr,1998
222000000,gbr,1999
222900000,gbr,2000
223800000,gbr,2001
218500000,gbr,2002
222200000,gbr,2003
221900000,gbr,2004
222400000,gbr,2005
219000000,gbr,2006
211000000,gbr,2007
208400000,gbr,2008
197100000,gbr,2009
202500000,gbr,2010
189000000,gbr,2011
1019000000,usa,1960
1031000000,usa,1961
1077000000,usa,1962
1133000000,usa,1963
1178000000,usa,1964
1226000000,usa,1965
1296000000,usa,1966
1353000000,usa,1967
1420000000,usa,1968
1486000000,usa,1969
1552000000,usa,1970
1587000000,usa,1971
1667000000,usa,1972
1730000000,usa,1973
1691000000,usa,1974
1654000000,usa,1975
1766000000,usa,1976
1825000000,usa,1977
1878000000,usa,1978
1874000000,usa,1979
1805000000,usa,1980
1755000000,usa,1981
1682000000,usa,1982
1683000000,usa,1983
1755000000,usa,1984
1774000000,usa,1985
1771000000,usa,1986
1847000000,usa,1987
1919000000,usa,1988
1947000000,usa,1989
1915000000,usa,1990
1931000000,usa,1991
1969000000,usa,1992
2004000000,usa,1993
2041000000,usa,1994
2067000000,usa,1995
2113000000,usa,1996
2135000000,usa,1997
2153000000,usa,1998
2211000000,usa,1999
2273000000,usa,2000
2231000000,usa,2001
2256000000,usa,2002
2261000000,usa,2003
2308000000,usa,2004
2319000000,usa,2005
2297000000,usa,2006
2337000000,usa,2007
2277000000,usa,2008
2165000000,usa,2009
2216000000,usa,2010
2203000000,usa,2011
2417000,ury,1971
2463000,ury,1972
2387000,ury,1973
2351000,ury,1974
2445000,ury,1975
2481000,ury,1976
2482000,ury,1977
2542000,ury,1978
2715000,ury,1979
2643000,ury,1980
2548000,ury,1981
2263000,ury,1982
2096000,ury,1983
2014000,ury,1984
1998000,ury,1985
2061000,ury,1986
2191000,ury,1987
2349000,ury,1988
2410000,ury,1989
2251000,ury,1990
2441000,ury,1991
2698000,ury,1992
2518000,ury,1993
2405000,ury,1994
2572000,ury,1995
2835000,ury,1996
2881000,ury,1997
2965000,ury,1998
3236000,ury,1999
3092000,ury,2000
2712000,ury,2001
2538000,ury,2002
2523000,ury,2003
2869000,ury,2004
2957000,ury,2005
3183000,ury,2006
3172000,ury,2007
4153000,ury,2008
4207000,ury,2009
4165000,ury,2010
46370000,uzb,1990
48080000,uzb,1991
45260000,uzb,1992
46990000,uzb,1993
46490000,uzb,1994
42570000,uzb,1995
44100000,uzb,1996
44850000,uzb,1997
49840000,uzb,1998
51180000,uzb,1999
50740000,uzb,2000
51060000,uzb,2001
53180000,uzb,2002
52470000,uzb,2003
50990000,uzb,2004
46980000,uzb,2005
48880000,uzb,2006
48720000,uzb,2007
50500000,uzb,2008
44920000,uzb,2009
43790000,uzb,2010
23310,vut,1990
30000,vut,2004
30000,vut,2005
31000,vut,2006
35000,vut,2007
19690000,ven,1971
19130000,ven,1972
21340000,ven,1973
24820000,ven,1974
25140000,ven,1975
26070000,ven,1976
27970000,ven,1977
29980000,ven,1978
31620000,ven,1979
35600000,ven,1980
37820000,ven,1981
37890000,ven,1982
40670000,ven,1983
40060000,ven,1984
39680000,ven,1985
41420000,ven,1986
41330000,ven,1987
40100000,ven,1988
40840000,ven,1989
43770000,ven,1990
45660000,ven,1991
50760000,ven,1992
47550000,ven,1993
54640000,ven,1994
51860000,ven,1995
55560000,ven,1996
55440000,ven,1997
58200000,ven,1998
55090000,ven,1999
56760000,ven,2000
58220000,ven,2001
57860000,ven,2002
53230000,ven,2003
56800000,ven,2004
66910000,ven,2005
67470000,ven,2006
63510000,ven,2007
70170000,ven,2008
70090000,ven,2009
76950000,ven,2010
13220000,vnm,1971
13340000,vnm,1972
13960000,vnm,1973
13090000,vnm,1974
13910000,vnm,1975
12480000,vnm,1976
12970000,vnm,1977
13310000,vnm,1978
13760000,vnm,1979
14390000,vnm,1980
14570000,vnm,1981
15100000,vnm,1982
15590000,vnm,1983
15770000,vnm,1984
15970000,vnm,1985
16730000,vnm,1986
17700000,vnm,1987
17870000,vnm,1988
17460000,vnm,1989
17870000,vnm,1990
18110000,vnm,1991
18900000,vnm,1992
20510000,vnm,1993
20520000,vnm,1994
21890000,vnm,1995
23110000,vnm,1996
24910000,vnm,1997
26540000,vnm,1998
27310000,vnm,1999
28740000,vnm,2000
30650000,vnm,2001
33440000,vnm,2002
35110000,vnm,2003
38970000,vnm,2004
41460000,vnm,2005
42470000,vnm,2006
45780000,vnm,2007
48980000,vnm,2008
53450000,vnm,2009
59230000,vnm,2010
735300,yem,1971
576500,yem,1972
970600,yem,1973
799300,yem,1974
691000,yem,1975
840900,yem,1976
910800,yem,1977
961900,yem,1978
978200,yem,1979
1272000,yem,1980
1254000,yem,1981
1476000,yem,1982
1565000,yem,1983
1642000,yem,1984
1737000,yem,1985
1882000,yem,1986
2231000,yem,1987
2377000,yem,1988
2438000,yem,1989
2513000,yem,1990
3059000,yem,1991
3341000,yem,1992
2892000,yem,1993
3019000,yem,1994
3417000,yem,1995
3489000,yem,1996
3708000,yem,1997
3961000,yem,1998
4471000,yem,1999
4740000,yem,2000
5265000,yem,2001
5100000,yem,2002
5662000,yem,2003
6182000,yem,2004
6589000,yem,2005
6874000,yem,2006
7140000,yem,2007
7143000,yem,2008
7363000,yem,2009
7165000,yem,2010
3502000,zmb,1971
3737000,zmb,1972
3960000,zmb,1973
4130000,zmb,1974
3902000,zmb,1975
4345000,zmb,1976
4270000,zmb,1977
4297000,zmb,1978
4320000,zmb,1979
4498000,zmb,1980
4566000,zmb,1981
4678000,zmb,1982
4762000,zmb,1983
4828000,zmb,1984
4927000,zmb,1985
5017000,zmb,1986
5135000,zmb,1987
5421000,zmb,1988
5428000,zmb,1989
5399000,zmb,1990
5565000,zmb,1991
5665000,zmb,1992
5683000,zmb,1993
5730000,zmb,1994
5828000,zmb,1995
5778000,zmb,1996
6026000,zmb,1997
6086000,zmb,1998
6095000,zmb,1999
6244000,zmb,2000
6430000,zmb,2001
6633000,zmb,2002
6828000,zmb,2003
7005000,zmb,2004
7212000,zmb,2005
7396000,zmb,2006
7398000,zmb,2007
7641000,zmb,2008
7864000,zmb,2009
8115000,zmb,2010
5439000,zwe,1971
5541000,zwe,1972
5868000,zwe,1973
5944000,zwe,1974
5917000,zwe,1975
6246000,zwe,1976
6065000,zwe,1977
6027000,zwe,1978
6139000,zwe,1979
6493000,zwe,1980
6585000,zwe,1981
6635000,zwe,1982
6802000,zwe,1983
6920000,zwe,1984
7406000,zwe,1985
7831000,zwe,1986
8550000,zwe,1987
8657000,zwe,1988
8852000,zwe,1989
9297000,zwe,1990
9855000,zwe,1991
10180000,zwe,1992
9736000,zwe,1993
9666000,zwe,1994
9841000,zwe,1995
9800000,zwe,1996
9702000,zwe,1997
9928000,zwe,1998
10590000,zwe,1999
9886000,zwe,2000
9709000,zwe,2001
9710000,zwe,2002
9518000,zwe,2003
9287000,zwe,2004
9703000,zwe,2005
9653000,zwe,2006
9721000,zwe,2007
9274000,zwe,2008
9412000,zwe,2009
9605000,zwe,2010
