gdppercapita_us_inflation_adjusted,geo,time
16780.0,smr,1982
16770.0,smr,1983
17120.0,smr,1984
17390.0,smr,1985
17680.0,smr,1986
18040.0,smr,1987
18590.0,smr,1988
18990.0,smr,1989
19150.0,smr,1990
19200.0,smr,1991
19100.0,smr,1992
20490.0,smr,1993
21660.0,smr,1994
23420.0,smr,1995
24350.0,smr,1996
24760.0,smr,1997
26430.0,smr,1998
28530.0,smr,1999
28700.0,smr,2000
29670.0,smr,2001
29000.0,smr,2002
29350.0,smr,2003
29970.0,smr,2004
30080.0,smr,2005
30810.0,smr,2006
31590.0,smr,2007
31990.0,smr,2008
544.0,stp,2000
6962.0,sau,1968
7102.0,sau,1969
7636.0,sau,1970
8769.0,sau,1971
10340.0,sau,1972
12380.0,sau,1973
15010.0,sau,1974
14980.0,sau,1975
15990.0,sau,1976
16180.0,sau,1977
15130.0,sau,1978
15660.0,sau,1979
15680.0,sau,1980
15410.0,sau,1981
12860.0,sau,1982
11090.0,sau,1983
10150.0,sau,1984
9210.0,sau,1985
9231.0,sau,1986
8491.0,sau,1987
8837.0,sau,1988
8528.0,sau,1989
8930.0,sau,1990
9433.0,sau,1991
9572.0,sau,1992
9308.0,sau,1993
9144.0,sau,1994
8977.0,sau,1995
9135.0,sau,1996
9257.0,sau,1997
9402.0,sau,1998
9178.0,sau,1999
9401.0,sau,2000
9161.0,sau,2001
8839.0,sau,2002
9145.0,sau,2003
9262.0,sau,2004
9440.0,sau,2005
9440.0,sau,2006
9364.0,sau,2007
9513.0,sau,2008
9294.0,sau,2009
9499.0,sau,2010
9914.0,sau,2011
613.6,sen,1960
615.3,sen,1961
597.9,sen,1962
592.4,sen,1963
598.1,sen,1964
588.5,sen,1965
587.4,sen,1966
562.7,sen,1967
579.7,sen,1968
524.8,sen,1969
551.8,sen,1970
533.4,sen,1971
549.3,sen,1972
502.4,sen,1973
507.8,sen,1974
530.8,sen,1975
563.3,sen,1976
534.9,sen,1977
501.8,sen,1978
524.2,sen,1979
494.2,sen,1980
505.7,sen,1981
530.5,sen,1982
488.2,sen,1983
492.0,sen,1984
493.5,sen,1985
494.0,sen,1986
508.6,sen,1987
490.5,sen,1988
494.9,sen,1989
477.0,sen,1990
474.8,sen,1991
466.6,sen,1992
459.0,sen,1993
446.1,sen,1994
457.3,sen,1995
454.4,sen,1996
456.9,sen,1997
471.9,sen,1998
489.4,sen,1999
492.3,sen,2000
501.5,sen,2001
491.5,sen,2002
510.2,sen,2003
525.8,sen,2004
540.6,sen,2005
539.5,sen,2006
550.6,sen,2007
555.9,sen,2008
552.5,sen,2009
560.3,sen,2010
560.0,sen,2011
1444.0,srb,1990
1301.0,srb,1991
941.5,srb,1992
649.8,srb,1993
663.0,srb,1994
703.0,srb,1995
760.8,srb,1996
844.2,srb,1997
859.3,srb,1998
765.8,srb,1999
809.3,srb,2000
853.6,srb,2001
889.2,srb,2002
915.4,srb,2003
1003.0,srb,2004
1060.0,srb,2005
1103.0,srb,2006
1167.0,srb,2007
1216.0,srb,2008
1179.0,srb,2009
1195.0,srb,2010
1224.0,srb,2011
1175.0,syc,1960
1086.0,syc,1961
1147.0,syc,1962
1231.0,syc,1963
1272.0,syc,1964
2486.0,syc,1965
2476.0,syc,1966
2428.0,syc,1967
2549.0,syc,1968
2489.0,syc,1969
2647.0,syc,1970
2998.0,syc,1971
3117.0,syc,1972
3327.0,syc,1973
3302.0,syc,1974
3342.0,syc,1975
3815.0,syc,1976
3519.0,syc,1977
4198.0,syc,1978
4793.0,syc,1979
4532.0,syc,1980
4113.0,syc,1981
4027.0,syc,1982
3923.0,syc,1983
4067.0,syc,1984
4486.0,syc,1985
4447.0,syc,1986
4610.0,syc,1987
4824.0,syc,1988
5323.0,syc,1989
5645.0,syc,1990
5739.0,syc,1991
6073.0,syc,1992
6356.0,syc,1993
6202.0,syc,1994
6038.0,syc,1995
6242.0,syc,1996
6907.0,syc,1997
7343.0,syc,1998
7335.0,syc,1999
7579.0,syc,2000
7400.0,syc,2001
7266.0,syc,2002
6913.0,syc,2003
6740.0,syc,2004
7209.0,syc,2005
7722.0,syc,2006
8420.0,syc,2007
8152.0,syc,2008
8162.0,syc,2009
8788.0,syc,2010
9279.0,syc,2011
223.4,sle,1960
223.8,sle,1961
230.3,sle,1962
230.4,sle,1963
241.8,sle,1964
254.8,sle,1965
254.7,sle,1966
250.3,sle,1967
250.9,sle,1968
267.4,sle,1969
285.3,sle,1970
289.9,sle,1971
287.3,sle,1972
288.4,sle,1973
292.9,sle,1974
292.1,sle,1975
285.0,sle,1976
279.3,sle,1977
280.0,sle,1978
286.4,sle,1979
293.7,sle,1980
295.7,sle,1981
303.3,sle,1982
290.5,sle,1983
295.5,sle,1984
272.8,sle,1985
268.7,sle,1986
279.9,sle,1987
253.1,sle,1988
249.7,sle,1989
254.8,sle,1990
259.9,sle,1991
211.3,sle,1992
216.0,sle,1993
213.5,sle,1994
197.3,sle,1995
207.2,sle,1996
171.8,sle,1997
168.6,sle,1998
152.1,sle,1999
153.5,sle,2000
174.6,sle,2001
212.6,sle,2002
221.3,sle,2003
227.3,sle,2004
234.0,sle,2005
242.9,sle,2006
251.4,sle,2007
259.0,sle,2008
261.4,sle,2009
268.3,sle,2010
278.2,sle,2011
2251.0,sgp,1960
2478.0,sgp,1961
2409.0,sgp,1962
2558.0,sgp,1963
2507.0,sgp,1964
2783.0,sgp,1965
3010.0,sgp,1966
3304.0,sgp,1967
3690.0,sgp,1968
4131.0,sgp,1969
4628.0,sgp,1970
5093.0,sgp,1971
5676.0,sgp,1972
6188.0,sgp,1973
6480.0,sgp,1974
6681.0,sgp,1975
7082.0,sgp,1976
7505.0,sgp,1977
8056.0,sgp,1978
8702.0,sgp,1979
9457.0,sgp,1980
9980.0,sgp,1981
10240.0,sgp,1982
10970.0,sgp,1983
11720.0,sgp,1984
11620.0,sgp,1985
11790.0,sgp,1986
12860.0,sgp,1987
13930.0,sgp,1988
14910.0,sgp,1989
15790.0,sgp,1990
16340.0,sgp,1991
16970.0,sgp,1992
18450.0,sgp,1993
19770.0,sgp,1994
20570.0,sgp,1995
21260.0,sgp,1996
22310.0,sgp,1997
21090.0,sgp,1998
22220.0,sgp,1999
23810.0,sgp,2000
22910.0,sgp,2001
23660.0,sgp,2002
25110.0,sgp,2003
27070.0,sgp,2004
28390.0,sgp,2005
29930.0,sgp,2006
31250.0,sgp,2007
30130.0,sgp,2008
28950.0,sgp,2009
32640.0,sgp,2010
33530.0,sgp,2011
4954.0,svk,1984
5092.0,svk,1985
5272.0,svk,1986
5371.0,svk,1987
5447.0,svk,1988
5486.0,svk,1989
5316.0,svk,1990
4538.0,svk,1991
4232.0,svk,1992
4059.0,svk,1993
4294.0,svk,1994
4532.0,svk,1995
4836.0,svk,1996
5042.0,svk,1997
5255.0,svk,1998
5251.0,svk,1999
5330.0,svk,2000
5526.0,svk,2001
5779.0,svk,2002
6054.0,svk,2003
6357.0,svk,2004
6775.0,svk,2005
7334.0,svk,2006
8095.0,svk,2007
8546.0,svk,2008
8106.0,svk,2009
8427.0,svk,2010
8694.0,svk,2011
8362.0,svn,1990
7613.0,svn,1991
7208.0,svn,1992
7431.0,svn,1993
7835.0,svn,1994
8119.0,svn,1995
8421.0,svn,1996
8850.0,svn,1997
9181.0,svn,1998
9663.0,svn,1999
10050.0,svn,2000
10320.0,svn,2001
10710.0,svn,2002
11010.0,svn,2003
11490.0,svn,2004
11930.0,svn,2005
12590.0,svn,2006
13380.0,svn,2007
13840.0,svn,2008
12610.0,svn,2009
12730.0,svn,2010
12690.0,svn,2011
1101.0,slb,1990
1135.0,slb,1991
1243.0,slb,1992
1256.0,slb,1993
1334.0,slb,1994
1404.0,slb,1995
1388.0,slb,1996
1331.0,slb,1997
1318.0,slb,1998
1276.0,slb,1999
1065.0,slb,2000
952.8,slb,2001
900.6,slb,2002
932.8,slb,2003
951.5,slb,2004
975.6,slb,2005
1015.0,slb,2006
1093.0,slb,2007
1141.0,slb,2008
1098.0,slb,2009
1144.0,slb,2010
1215.0,slb,2011
2204.0,zaf,1960
2218.0,zaf,1961
2290.0,zaf,1962
2397.0,zaf,1963
2526.0,zaf,1964
2690.0,zaf,1965
2749.0,zaf,1966
2884.0,zaf,1967
2941.0,zaf,1968
3014.0,zaf,1969
3104.0,zaf,1970
3163.0,zaf,1971
3143.0,zaf,1972
3213.0,zaf,1973
3334.0,zaf,1974
3316.0,zaf,1975
3319.0,zaf,1976
3246.0,zaf,1977
3275.0,zaf,1978
3325.0,zaf,1979
3463.0,zaf,1980
3561.0,zaf,1981
3460.0,zaf,1982
3310.0,zaf,1983
3390.0,zaf,1984
3263.0,zaf,1985
3181.0,zaf,1986
3167.0,zaf,1987
3223.0,zaf,1988
3227.0,zaf,1989
3152.0,zaf,1990
3056.0,zaf,1991
2929.0,zaf,1992
2903.0,zaf,1993
2934.0,zaf,1994
2960.0,zaf,1995
3020.0,zaf,1996
3030.0,zaf,1997
2975.0,zaf,1998
2972.0,zaf,1999
3020.0,zaf,2000
3040.0,zaf,2001
3108.0,zaf,2002
3159.0,zaf,2003
3264.0,zaf,2004
3398.0,zaf,2005
3548.0,zaf,2006
3704.0,zaf,2007
3796.0,zaf,2008
3698.0,zaf,2009
3753.0,zaf,2010
3825.0,zaf,2011
3711.0,esp,1960
4112.0,esp,1961
4480.0,esp,1962
4867.0,esp,1963
5075.0,esp,1964
5334.0,esp,1965
5662.0,esp,1966
5835.0,esp,1967
6140.0,esp,1968
6621.0,esp,1969
6831.0,esp,1970
7069.0,esp,1971
7577.0,esp,1972
8093.0,esp,1973
8466.0,esp,1974
8422.0,esp,1975
8601.0,esp,1976
8740.0,esp,1977
8747.0,esp,1978
8674.0,esp,1979
8809.0,esp,1980
8727.0,esp,1981
8789.0,esp,1982
8902.0,esp,1983
9024.0,esp,1984
9200.0,esp,1985
9470.0,esp,1986
9971.0,esp,1987
10460.0,esp,1988
10940.0,esp,1989
11340.0,esp,1990
11600.0,esp,1991
11670.0,esp,1992
11510.0,esp,1993
11750.0,esp,1994
12050.0,esp,1995
12310.0,esp,1996
12750.0,esp,1997
13280.0,esp,1998
13840.0,esp,1999
14410.0,esp,2000
14770.0,esp,2001
14960.0,esp,2002
15170.0,esp,2003
15410.0,esp,2004
15700.0,esp,2005
16070.0,esp,2006
16350.0,esp,2007
16250.0,esp,2008
15520.0,esp,2009
15420.0,esp,2010
15430.0,esp,2011
273.7,lka,1960
277.6,lka,1961
280.7,lka,1962
283.9,lka,1963
286.3,lka,1964
286.7,lka,1965
293.9,lka,1966
305.8,lka,1967
315.7,lka,1968
332.9,lka,1969
338.4,lka,1970
338.1,lka,1971
332.2,lka,1972
349.4,lka,1973
357.6,lka,1974
373.5,lka,1975
379.8,lka,1976
392.7,lka,1977
407.7,lka,1978
425.3,lka,1979
441.8,lka,1980
463.8,lka,1981
471.9,lka,1982
487.6,lka,1983
506.3,lka,1984
523.6,lka,1985
536.8,lka,1986
537.8,lka,1987
543.6,lka,1988
548.6,lka,1989
577.2,lka,1990
595.0,lka,1991
615.5,lka,1992
649.8,lka,1993
676.7,lka,1994
704.3,lka,1995
723.1,lka,1996
759.8,lka,1997
786.4,lka,1998
808.5,lka,1999
854.9,lka,2000
855.4,lka,2001
883.5,lka,2002
923.6,lka,2003
960.8,lka,2004
1010.0,lka,2005
1076.0,lka,2006
1138.0,lka,2007
1195.0,lka,2008
1224.0,lka,2009
1309.0,lka,2010
1402.0,lka,2011
284.8,sdn,1960
278.2,sdn,1961
290.4,sdn,1962
275.5,sdn,1963
266.0,sdn,1964
277.4,sdn,1965
261.1,sdn,1966
258.5,sdn,1967
257.1,sdn,1968
254.0,sdn,1969
261.9,sdn,1970
260.4,sdn,1971
240.1,sdn,1972
234.5,sdn,1973
253.5,sdn,1974
284.4,sdn,1975
321.6,sdn,1976
331.1,sdn,1977
301.8,sdn,1978
277.7,sdn,1979
272.9,sdn,1980
283.5,sdn,1981
290.5,sdn,1982
286.9,sdn,1983
264.2,sdn,1984
240.6,sdn,1985
247.2,sdn,1986
275.7,sdn,1987
268.7,sdn,1988
286.2,sdn,1989
264.2,sdn,1990
277.1,sdn,1991
287.8,sdn,1992
293.2,sdn,1993
288.5,sdn,1994
297.9,sdn,1995
307.5,sdn,1996
331.4,sdn,1997
337.0,sdn,1998
338.9,sdn,1999
358.5,sdn,2000
371.8,sdn,2001
382.8,sdn,2002
400.9,sdn,2003
411.7,sdn,2004
427.5,sdn,2005
464.1,sdn,2006
498.6,sdn,2007
519.3,sdn,2008
536.6,sdn,2009
549.9,sdn,2010
561.8,sdn,2011
2490.0,sur,1975
2417.0,sur,1976
2666.0,sur,1977
2860.0,sur,1978
2684.0,sur,1979
2536.0,sur,1980
2532.0,sur,1981
2477.0,sur,1982
2391.0,sur,1983
2283.0,sur,1984
2223.0,sur,1985
2122.0,sur,1986
1808.0,sur,1987
1928.0,sur,1988
2093.0,sur,1989
2050.0,sur,1990
2075.0,sur,1991
2042.0,sur,1992
1869.0,sur,1993
1905.0,sur,1994
1900.0,sur,1995
1898.0,sur,1996
1980.0,sur,1997
1983.0,sur,1998
1939.0,sur,1999
1911.0,sur,2000
1970.0,sur,2001
2037.0,sur,2002
2129.0,sur,2003
2284.0,sur,2004
2359.0,sur,2005
2423.0,sur,2006
2521.0,sur,2007
2600.0,sur,2008
2654.0,sur,2009
2737.0,sur,2010
576.8,swz,1970
637.6,swz,1971
652.8,swz,1972
690.7,swz,1973
708.6,swz,1974
782.9,swz,1975
743.1,swz,1976
727.6,swz,1977
714.6,swz,1978
714.4,swz,1979
779.3,swz,1980
867.5,swz,1981
852.9,swz,1982
838.0,swz,1983
861.2,swz,1984
861.9,swz,1985
929.0,swz,1986
1019.0,swz,1987
1040.0,swz,1988
1129.0,swz,1989
1320.0,swz,1990
1306.0,swz,1991
1318.0,swz,1992
1332.0,swz,1993
1338.0,swz,1994
1375.0,swz,1995
1397.0,swz,1996
1409.0,swz,1997
1443.0,swz,1998
1484.0,swz,1999
1508.0,swz,2000
1524.0,swz,2001
1549.0,swz,2002
1581.0,swz,2003
1625.0,swz,2004
1663.0,swz,2005
1716.0,swz,2006
1773.0,swz,2007
1795.0,swz,2008
1796.0,swz,2009
1811.0,swz,2010
1814.0,swz,2011
11360.0,swe,1960
11950.0,swe,1961
12390.0,swe,1962
12980.0,swe,1963
13760.0,swe,1964
14150.0,swe,1965
14310.0,swe,1966
14680.0,swe,1967
15130.0,swe,1968
15770.0,swe,1969
16570.0,swe,1970
16610.0,swe,1971
16940.0,swe,1972
17580.0,swe,1973
18090.0,swe,1974
18480.0,swe,1975
18610.0,swe,1976
18250.0,swe,1977
18510.0,swe,1978
19180.0,swe,1979
19470.0,swe,1980
19410.0,swe,1981
19630.0,swe,1982
19970.0,swe,1983
20810.0,swe,1984
21230.0,swe,1985
21790.0,swe,1986
22460.0,swe,1987
22960.0,swe,1988
23440.0,swe,1989
23490.0,swe,1990
23070.0,swe,1991
22660.0,swe,1992
22070.0,swe,1993
22790.0,swe,1994
23560.0,swe,1995
23900.0,swe,1996
24540.0,swe,1997
25550.0,swe,1998
26720.0,swe,1999
27870.0,swe,2000
28150.0,swe,2001
28750.0,swe,2002
29310.0,swe,2003
30430.0,swe,2004
31270.0,swe,2005
32430.0,swe,2006
33260.0,swe,2007
32800.0,swe,2008
30890.0,swe,2009
32630.0,swe,2010
33630.0,swe,2011
29180.0,che,1980
29490.0,che,1981
28930.0,che,1982
28990.0,che,1983
29760.0,che,1984
30720.0,che,1985
31120.0,che,1986
31420.0,che,1987
32210.0,che,1988
33340.0,che,1989
34210.0,che,1990
33470.0,che,1991
33090.0,che,1992
32750.0,che,1993
32900.0,che,1994
32840.0,che,1995
32860.0,che,1996
33450.0,che,1997
34260.0,che,1998
34570.0,che,1999
35640.0,che,2000
35850.0,che,2001
35650.0,che,2002
35390.0,che,2003
36000.0,che,2004
36740.0,che,2005
37880.0,che,2006
38980.0,che,2007
39320.0,che,2008
38080.0,che,2009
38830.0,che,2010
39170.0,che,2011
482.5,syr,1960
517.8,syr,1961
624.1,syr,1962
551.8,syr,1963
583.4,syr,1964
577.4,syr,1965
515.6,syr,1966
539.7,syr,1967
541.2,syr,1968
621.3,syr,1969
577.7,syr,1970
613.7,syr,1971
741.5,syr,1972
655.4,syr,1973
786.4,syr,1974
909.0,syr,1975
975.8,syr,1976
932.3,syr,1977
981.0,syr,1978
983.4,syr,1979
1065.0,syr,1980
1126.0,syr,1981
1111.0,syr,1982
1088.0,syr,1983
1008.0,syr,1984
1035.0,syr,1985
952.8,syr,1986
941.2,syr,1987
1034.0,syr,1988
913.9,syr,1989
955.1,syr,1990
1001.0,syr,1991
1103.0,syr,1992
1128.0,syr,1993
1182.0,syr,1994
1218.0,syr,1995
1241.0,syr,1996
1235.0,syr,1997
1283.0,syr,1998
1208.0,syr,1999
1209.0,syr,2000
1236.0,syr,2001
1269.0,syr,2002
1238.0,syr,2003
1286.0,syr,2004
1330.0,syr,2005
1369.0,syr,2006
1418.0,syr,2007
1452.0,syr,2008
1509.0,syr,2009
1526.0,syr,2010
457.1,tjk,1985
458.4,tjk,1986
438.5,tjk,1987
484.0,tjk,1988
439.7,tjk,1989
426.1,tjk,1990
387.4,tjk,1991
270.0,tjk,1992
222.2,tjk,1993
172.3,tjk,1994
148.7,tjk,1995
122.1,tjk,1996
122.4,tjk,1997
127.1,tjk,1998
130.2,tjk,1999
139.4,tjk,2000
152.2,tjk,2001
164.6,tjk,2002
179.9,tjk,2003
197.3,tjk,2004
215.9,tjk,2005
180.1,tjk,2006
216.5,tjk,2007
259.1,tjk,2008
265.6,tjk,2009
278.9,tjk,2010
295.4,tjk,2011
292.0,tza,1988
293.8,tza,1989
304.6,tza,1990
300.9,tza,1991
292.7,tza,1992
286.5,tza,1993
281.9,tza,1994
283.4,tza,1995
288.2,tza,1996
290.8,tza,1997
294.2,tza,1998
300.9,tza,1999
308.0,tza,2000
318.3,tza,2001
332.4,tza,2002
346.1,tza,2003
363.3,tza,2004
379.7,tza,2005
394.2,tza,2006
410.7,tza,2007
428.8,tza,2008
441.5,tza,2009
458.8,tza,2010
473.9,tza,2011
320.9,tha,1960
328.1,tha,1961
342.3,tha,1962
358.6,tha,1963
371.6,tha,1964
389.9,tha,1965
420.4,tha,1966
443.0,tha,1967
464.9,tha,1968
480.9,tha,1969
520.2,tha,1970
530.1,tha,1971
537.1,tha,1972
575.8,tha,1973
585.5,tha,1974
598.9,tha,1975
638.9,tha,1976
685.5,tha,1977
739.3,tha,1978
762.3,tha,1979
785.0,tha,1980
814.6,tha,1981
841.5,tha,1982
871.6,tha,1983
904.4,tha,1984
928.7,tha,1985
961.5,tha,1986
1033.0,tha,1987
1149.0,tha,1988
1268.0,tha,1989
1391.0,tha,1990
1493.0,tha,1991
1599.0,tha,1992
1718.0,tha,1993
1858.0,tha,1994
2012.0,tha,1995
2109.0,tha,1996
2057.0,tha,1997
1819.0,tha,1998
1877.0,tha,1999
1943.0,tha,2000
1962.0,tha,2001
2043.0,tha,2002
2164.0,tha,2003
2278.0,tha,2004
2360.0,tha,2005
2459.0,tha,2006
2563.0,tha,2007
2608.0,tha,2008
2531.0,tha,2009
2713.0,tha,2010
2699.0,tha,2011
337.9,tls,1999
380.9,tls,2000
324.8,tls,2001
319.3,tls,2002
304.8,tls,2003
303.6,tls,2004
319.5,tls,2005
299.9,tls,2006
324.6,tls,2007
361.1,tls,2008
395.4,tls,2009
420.6,tls,2010
452.0,tls,2011
176.6,tgo,1960
196.1,tgo,1961
201.7,tgo,1962
209.5,tgo,1963
235.2,tgo,1964
264.4,tgo,1965
278.8,tgo,1966
281.4,tgo,1967
282.0,tgo,1968
299.0,tgo,1969
295.1,tgo,1970
285.8,tgo,1971
299.3,tgo,1972
303.6,tgo,1973
311.3,tgo,1974
312.1,tgo,1975
299.4,tgo,1976
313.7,tgo,1977
341.0,tgo,1978
315.8,tgo,1979
352.0,tgo,1980
329.9,tgo,1981
307.5,tgo,1982
280.7,tgo,1983
286.0,tgo,1984
291.8,tgo,1985
286.8,tgo,1986
279.2,tgo,1987
288.9,tgo,1988
292.4,tgo,1989
284.4,tgo,1990
276.2,tgo,1991
260.1,tgo,1992
216.5,tgo,1993
243.7,tgo,1994
256.2,tgo,1995
270.6,tgo,1996
299.5,tgo,1997
282.9,tgo,1998
280.5,tgo,1999
270.0,tgo,2000
258.5,tgo,2001
249.7,tgo,2002
256.1,tgo,2003
255.7,tgo,2004
253.0,tgo,2005
257.4,tgo,2006
257.6,tgo,2007
258.0,tgo,2008
261.1,tgo,2009
265.9,tgo,2010
273.1,tgo,2011
1294.0,ton,1981
1352.0,ton,1982
1378.0,ton,1983
1401.0,ton,1984
1491.0,ton,1985
1519.0,ton,1986
1561.0,ton,1987
1527.0,ton,1988
1528.0,ton,1989
1494.0,ton,1990
1587.0,ton,1991
1589.0,ton,1992
1646.0,ton,1993
1725.0,ton,1994
1785.0,ton,1995
1780.0,ton,1996
1771.0,ton,1997
1812.0,ton,1998
1873.0,ton,1999
1926.0,ton,2000
1984.0,ton,2001
2040.0,ton,2002
2072.0,ton,2003
2079.0,ton,2004
2115.0,ton,2005
2068.0,ton,2006
1969.0,ton,2007
1980.0,ton,2008
2026.0,ton,2009
2069.0,ton,2010
2162.0,ton,2011
3342.0,tto,1960
3744.0,tto,1961
3800.0,tto,1962
3975.0,tto,1963
4238.0,tto,1964
4218.0,tto,1965
4324.0,tto,1966
4338.0,tto,1967
4484.0,tto,1968
4532.0,tto,1969
4630.0,tto,1970
4630.0,tto,1971
4859.0,tto,1972
4905.0,tto,1973
5055.0,tto,1974
5084.0,tto,1975
5352.0,tto,1976
5771.0,tto,1977
6264.0,tto,1978
6395.0,tto,1979
6948.0,tto,1980
7141.0,tto,1981
7293.0,tto,1982
6503.0,tto,1983
6029.0,tto,1984
5702.0,tto,1985
5458.0,tto,1986
5169.0,tto,1987
4937.0,tto,1988
4869.0,tto,1989
4912.0,tto,1990
5008.0,tto,1991
4887.0,tto,1992
4778.0,tto,1993
4911.0,tto,1994
5071.0,tto,1995
5241.0,tto,1996
5354.0,tto,1997
5744.0,tto,1998
5970.0,tto,1999
6311.0,tto,2000
6545.0,tto,2001
7044.0,tto,2002
8033.0,tto,2003
8638.0,tto,2004
9102.0,tto,2005
10260.0,tto,2006
10710.0,tto,2007
10960.0,tto,2008
10560.0,tto,2009
10520.0,tto,2010
10050.0,tto,2011
691.5,tun,1961
712.5,tun,1962
782.7,tun,1963
804.0,tun,1964
807.3,tun,1965
817.3,tun,1966
801.4,tun,1967
866.9,tun,1968
890.3,tun,1969
914.5,tun,1970
995.3,tun,1971
1153.0,tun,1972
1125.0,tun,1973
1193.0,tun,1974
1251.0,tun,1975
1319.0,tun,1976
1330.0,tun,1977
1378.0,tun,1978
1430.0,tun,1979
1495.0,tun,1980
1536.0,tun,1981
1489.0,tun,1982
1519.0,tun,1983
1575.0,tun,1984
1614.0,tun,1985
1542.0,tun,1986
1604.0,tun,1987
1570.0,tun,1988
1577.0,tun,1989
1661.0,tun,1990
1692.0,tun,1991
1787.0,tun,1992
1791.0,tun,1993
1815.0,tun,1994
1828.0,tun,1995
1930.0,tun,1996
2008.0,tun,1997
2081.0,tun,1998
2177.0,tun,1999
2245.0,tun,2000
2327.0,tun,2001
2341.0,tun,2002
2454.0,tun,2003
2576.0,tun,2004
2654.0,tun,2005
2776.0,tun,2006
2922.0,tun,2007
3023.0,tun,2008
3084.0,tun,2009
3144.0,tun,2010
3051.0,tun,2011
1583.0,tur,1960
1560.0,tur,1961
1606.0,tur,1962
1709.0,tur,1963
1760.0,tur,1964
1768.0,tur,1965
1923.0,tur,1966
1971.0,tur,1967
2060.0,tur,1968
2099.0,tur,1969
2121.0,tur,1970
2191.0,tur,1971
2302.0,tur,1972
2325.0,tur,1973
2402.0,tur,1974
2518.0,tur,1975
2722.0,tur,1976
2756.0,tur,1977
2738.0,tur,1978
2663.0,tur,1979
2540.0,tur,1980
2603.0,tur,1981
2634.0,tur,1982
2701.0,tur,1983
2818.0,tur,1984
2876.0,tur,1985
3017.0,tur,1986
3242.0,tur,1987
3258.0,tur,1988
3211.0,tur,1989
3448.0,tur,1990
3414.0,tur,1991
3525.0,tur,1992
3732.0,tur,1993
3499.0,tur,1994
3714.0,tur,1995
3924.0,tur,1996
4154.0,tur,1997
4184.0,tur,1998
3982.0,tur,1999
4189.0,tur,2000
3895.0,tur,2001
4078.0,tur,2002
4235.0,tur,2003
4569.0,tur,2004
4887.0,tur,2005
5155.0,tur,2006
5324.0,tur,2007
5288.0,tur,2008
4969.0,tur,2009
5356.0,tur,2010
5741.0,tur,2011
756.8,tkm,1987
819.4,tkm,1988
764.4,tkm,1989
1007.0,tkm,1990
934.4,tkm,1991
772.1,tkm,1992
762.1,tkm,1993
614.3,tkm,1994
557.5,tkm,1995
583.8,tkm,1996
509.1,tkm,1997
537.8,tkm,1998
619.0,tkm,1999
645.3,tkm,2000
665.9,tkm,2001
660.6,tkm,2002
675.1,tkm,2003
701.5,tkm,2004
784.5,tkm,2005
860.7,tkm,2006
944.7,tkm,2007
1070.0,tkm,2008
1122.0,tkm,2009
1210.0,tkm,2010
1370.0,tkm,2011
1128.0,tuv,1990
1162.0,tuv,1991
1188.0,tuv,1992
1231.0,tuv,1993
1352.0,tuv,1994
1279.0,tuv,1995
1198.0,tuv,1996
1313.0,tuv,1997
1510.0,tuv,1998
1480.0,tuv,1999
1459.0,tuv,2000
1475.0,tuv,2001
1581.0,tuv,2002
1519.0,tuv,2003
1490.0,tuv,2004
1426.0,tuv,2005
1457.0,tuv,2006
1540.0,tuv,2007
1643.0,tuv,2008
1612.0,tuv,2009
1560.0,tuv,2010
1576.0,tuv,2011
187.8,uga,1982
192.6,uga,1983
185.9,uga,1984
173.9,uga,1985
168.5,uga,1986
169.0,uga,1987
176.4,uga,1988
181.0,uga,1989
186.1,uga,1990
189.8,uga,1991
189.8,uga,1992
199.1,uga,1993
205.2,uga,1994
221.8,uga,1995
234.7,uga,1996
239.4,uga,1997
243.8,uga,1998
255.7,uga,1999
255.8,uga,2000
260.7,uga,2001
274.6,uga,2002
283.1,uga,2003
292.7,uga,2004
301.3,uga,2005
323.1,uga,2006
339.1,uga,2007
356.8,uga,2008
370.5,uga,2009
380.0,uga,2010
392.7,uga,2011
1406.0,ukr,1987
1436.0,ukr,1988
1484.0,ukr,1989
1387.0,ukr,1990
1267.0,ukr,1991
1141.0,ukr,1992
978.2,ukr,1993
757.6,ukr,1994
670.5,ukr,1995
608.8,ukr,1996
596.0,ukr,1997
589.9,ukr,1998
594.3,ukr,1999
635.7,ukr,2000
701.2,ukr,2001
745.0,ukr,2002
821.7,ukr,2003
928.2,ukr,2004
960.2,ukr,2005
1037.0,ukr,2006
1126.0,ukr,2007
1158.0,ukr,2008
991.1,ukr,2009
1037.0,ukr,2010
1095.0,ukr,2011
56040.0,are,1975
55800.0,are,1976
58380.0,are,1977
50260.0,are,1978
54290.0,are,1979
61370.0,are,1980
59770.0,are,1981
52610.0,are,1982
47660.0,are,1983
47170.0,are,1984
43110.0,are,1985
34620.0,are,1986
33710.0,are,1987
30900.0,are,1988
32730.0,are,1989
36600.0,are,1990
34960.0,are,1991
34260.0,are,1992
32930.0,are,1993
33450.0,are,1994
33930.0,are,1995
34070.0,are,1996
34920.0,are,1997
33190.0,are,1998
32490.0,are,1999
34400.0,are,2000
33590.0,are,2001
33300.0,are,2002
34670.0,are,2003
35320.0,are,2004
33290.0,are,2005
31930.0,are,2006
28430.0,are,2007
25570.0,are,2008
22510.0,are,2009
21090.0,are,2010
21060.0,are,2011
10030.0,gbr,1960
10210.0,gbr,1961
10250.0,gbr,1962
10580.0,gbr,1963
