yearly_co2_emissions_1000_tonnes,geo,time
84110.0,dza,1987
83940.0,dza,1988
80040.0,dza,1989
78890.0,dza,1990
81450.0,dza,1991
82250.0,dza,1992
82470.0,dza,1993
86340.0,dza,1994
94680.0,dza,1995
96560.0,dza,1996
88190.0,dza,1997
107100.0,dza,1998
92110.0,dza,1999
87920.0,dza,2000
84290.0,dza,2001
90850.0,dza,2002
92520.0,dza,2003
89480.0,dza,2004
107100.0,dza,2005
104000.0,dza,2006
112300.0,dza,2007
114600.0,dza,2008
124600.0,dza,2009
123500.0,dza,2010
128200.0,dza,2011
138100.0,dza,2012
407.0,and,1995
425.3,and,1996
458.3,and,1997
484.0,and,1998
513.3,and,1999
524.3,and,2000
524.3,and,2001
531.7,and,2002
535.3,and,2003
564.7,and,2004
575.7,and,2005
546.3,and,2006
539.0,and,2007
539.0,and,2008
517.0,and,2009
517.0,and,2010
187.0,ago,1950
249.3,ago,1951
311.7,ago,1952
275.0,ago,1953
348.3,ago,1954
414.3,ago,1955
502.3,ago,1956
619.7,ago,1957
594.0,ago,1958
619.7,ago,1959
550.0,ago,1960
454.7,ago,1961
1181.0,ago,1962
1151.0,ago,1963
1225.0,ago,1964
1188.0,ago,1965
1555.0,ago,1966
993.7,ago,1967
1672.0,ago,1968
2787.0,ago,1969
3582.0,ago,1970
3410.0,ago,1971
4506.0,ago,1972
4880.0,ago,1973
4873.0,ago,1974
4415.0,ago,1975
3285.0,ago,1976
3535.0,ago,1977
5412.0,ago,1978
5504.0,ago,1979
5346.0,ago,1980
5280.0,ago,1981
4649.0,ago,1982
5115.0,ago,1983
5009.0,ago,1984
4701.0,ago,1985
4660.0,ago,1986
5815.0,ago,1987
5130.0,ago,1988
5009.0,ago,1989
4429.0,ago,1990
4367.0,ago,1991
4418.0,ago,1992
5801.0,ago,1993
3890.0,ago,1994
11010.0,ago,1995
10490.0,ago,1996
7381.0,ago,1997
7308.0,ago,1998
9156.0,ago,1999
9541.0,ago,2000
9731.0,ago,2001
12660.0,ago,2002
9064.0,ago,2003
18790.0,ago,2004
19150.0,ago,2005
22260.0,ago,2006
25150.0,ago,2007
26590.0,ago,2008
27830.0,ago,2009
30420.0,ago,2010
18.33,aia,1997
25.67,aia,1998
25.67,aia,1999
33.0,aia,2000
36.67,aia,2001
36.67,aia,2002
40.33,aia,2003
44.0,aia,2004
51.33,aia,2005
51.33,aia,2006
58.67,aia,2007
58.67,aia,2008
58.67,aia,2009
66.0,aia,2010
22.0,atg,1957
29.33,atg,1958
29.33,atg,1959
36.67,atg,1960
47.67,atg,1961
102.7,atg,1962
84.33,atg,1963
91.67,atg,1964
150.3,atg,1965
348.3,atg,1966
564.7,atg,1967
990.0,atg,1968
1258.0,atg,1969
462.0,atg,1970
425.3,atg,1971
374.0,atg,1972
330.0,atg,1973
429.0,atg,1974
707.7,atg,1975
403.3,atg,1976
465.7,atg,1977
491.3,atg,1978
407.0,atg,1979
143.0,atg,1980
106.3,atg,1981
293.3,atg,1982
84.33,atg,1983
146.7,atg,1984
249.3,atg,1985
249.3,atg,1986
275.0,atg,1987
286.0,atg,1988
286.0,atg,1989
300.7,atg,1990
293.3,atg,1991
293.3,atg,1992
308.0,atg,1993
311.7,atg,1994
322.7,atg,1995
322.7,atg,1996
337.3,atg,1997
333.7,atg,1998
348.3,atg,1999
344.7,atg,2000
344.7,atg,2001
363.0,atg,2002
388.7,atg,2003
407.0,atg,2004
410.7,atg,2005
425.3,atg,2006
443.7,atg,2007
458.3,atg,2008
498.7,atg,2009
513.3,atg,2010
1085.0,arg,1887
891.0,arg,1888
1756.0,arg,1889
1371.0,arg,1890
938.7,arg,1891
1386.0,arg,1892
1555.0,arg,1893
1995.0,arg,1894
2266.0,arg,1895
2306.0,arg,1896
2083.0,arg,1897
2350.0,arg,1898
2922.0,arg,1899
2072.0,arg,1900
2493.0,arg,1901
2816.0,arg,1902
2864.0,arg,1903
3799.0,arg,1904
3986.0,arg,1905
6259.0,arg,1906
6259.0,arg,1907
7623.0,arg,1908
5940.0,arg,1909
8914.0,arg,1910
9951.0,arg,1911
9486.0,arg,1912
10150.0,arg,1913
8679.0,arg,1914
6945.0,arg,1915
4990.0,arg,1916
2233.0,arg,1917
2523.0,arg,1918
3729.0,arg,1919
5896.0,arg,1920
5544.0,arg,1921
7304.0,arg,1922
8452.0,arg,1923
10970.0,arg,1924
11250.0,arg,1925
11270.0,arg,1926
13380.0,arg,1927
12750.0,arg,1928
13140.0,arg,1929
12780.0,arg,1930
12860.0,arg,1931
13110.0,arg,1932
13240.0,arg,1933
14250.0,arg,1934
14010.0,arg,1935
15110.0,arg,1936
16730.0,arg,1937
16360.0,arg,1938
17390.0,arg,1939
15880.0,arg,1940
13960.0,arg,1941
13490.0,arg,1942
14090.0,arg,1943
13970.0,arg,1944
13680.0,arg,1945
13720.0,arg,1946
14530.0,arg,1947
17410.0,arg,1948
15380.0,arg,1949
29950.0,arg,1950
34990.0,arg,1951
36130.0,arg,1952
35170.0,arg,1953
36780.0,arg,1954
39600.0,arg,1955
44340.0,arg,1956
47650.0,arg,1957
44230.0,arg,1958
48990.0,arg,1959
48810.0,arg,1960
51180.0,arg,1961
53690.0,arg,1962
50080.0,arg,1963
55720.0,arg,1964
58860.0,arg,1965
63130.0,arg,1966
65540.0,arg,1967
69080.0,arg,1968
77320.0,arg,1969
82730.0,arg,1970
88930.0,arg,1971
90150.0,arg,1972
94060.0,arg,1973
95560.0,arg,1974
94920.0,arg,1975
99780.0,arg,1976
100800.0,arg,1977
102600.0,arg,1978
110700.0,arg,1979
108700.0,arg,1980
102000.0,arg,1981
103400.0,arg,1982
105200.0,arg,1983
106500.0,arg,1984
100600.0,arg,1985
104200.0,arg,1986
114900.0,arg,1987
121500.0,arg,1988
117100.0,arg,1989
112600.0,arg,1990
117000.0,arg,1991
121400.0,arg,1992
118600.0,arg,1993
123300.0,arg,1994
122500.0,arg,1995
129200.0,arg,1996
134700.0,arg,1997
137700.0,arg,1998
145500.0,arg,1999
141100.0,arg,2000
132600.0,arg,2001
123300.0,arg,2002
133100.0,arg,2003
156200.0,arg,2004
160900.0,arg,2005
174200.0,arg,2006
180400.0,arg,2007
190000.0,arg,2008
179600.0,arg,2009
180500.0,arg,2010
190600.0,arg,2011
196300.0,arg,2012
4052.0,arm,1992
2897.0,arm,1993
2966.0,arm,1994
3491.0,arm,1995
2607.0,arm,1996
3278.0,arm,1997
3406.0,arm,1998
3058.0,arm,1999
3465.0,arm,2000
3542.0,arm,2001
3043.0,arm,2002
3428.0,arm,2003
3645.0,arm,2004
4360.0,arm,2005
4382.0,arm,2006
5067.0,arm,2007
5555.0,arm,2008
4352.0,arm,2009
4220.0,arm,2010
179.7,abw,1986
447.3,abw,1987
612.3,abw,1988
649.0,abw,1989
1841.0,abw,1990
1929.0,abw,1991
1723.0,abw,1992
1771.0,abw,1993
1764.0,abw,1994
1782.0,abw,1995
1811.0,abw,1996
1852.0,abw,1997
1668.0,abw,1998
1683.0,abw,1999
2233.0,abw,2000
2237.0,abw,2001
2255.0,abw,2002
2255.0,abw,2003
2259.0,abw,2004
2273.0,abw,2005
2273.0,abw,2006
2358.0,abw,2007
2288.0,abw,2008
2295.0,abw,2009
2321.0,abw,2010
0.0,aus,1851
0.0,aus,1852
0.0,aus,1853
0.0,aus,1854
0.0,aus,1855
0.0,aus,1856
0.0,aus,1857
0.0,aus,1858
0.0,aus,1859
278.7,aus,1860
509.7,aus,1861
355.7,aus,1862
399.7,aus,1863
267.7,aus,1864
421.7,aus,1865
696.7,aus,1866
894.7,aus,1867
733.3,aus,1868
641.7,aus,1869
601.3,aus,1870
693.0,aus,1871
707.7,aus,1872
869.0,aus,1873
891.0,aus,1874
828.7,aus,1875
931.3,aus,1876
1067.0,aus,1877
968.0,aus,1878
1456.0,aus,1879
2207.0,aus,1880
1767.0,aus,1881
2013.0,aus,1882
2427.0,aus,1883
2574.0,aus,1884
2908.0,aus,1885
2889.0,aus,1886
3036.0,aus,1887
3531.0,aus,1888
3428.0,aus,1889
3549.0,aus,1890
4011.0,aus,1891
4154.0,aus,1892
3967.0,aus,1893
4363.0,aus,1894
4594.0,aus,1895
4506.0,aus,1896
4979.0,aus,1897
5617.0,aus,1898
5790.0,aus,1899
10180.0,aus,1900
11450.0,aus,1901
11400.0,aus,1902
11230.0,aus,1903
11550.0,aus,1904
12060.0,aus,1905
14370.0,aus,1906
15490.0,aus,1907
16770.0,aus,1908
14560.0,aus,1909
17450.0,aus,1910
19250.0,aus,1911
20800.0,aus,1912
22410.0,aus,1913
24500.0,aus,1914
21810.0,aus,1915
19290.0,aus,1916
20780.0,aus,1917
22960.0,aus,1918
21750.0,aus,1919
25750.0,aus,1920
23170.0,aus,1921
24360.0,aus,1922
24870.0,aus,1923
27090.0,aus,1924
28260.0,aus,1925
27870.0,aus,1926
28920.0,aus,1927
26310.0,aus,1928
23670.0,aus,1929
22050.0,aus,1930
19560.0,aus,1931
20360.0,aus,1932
21600.0,aus,1933
22720.0,aus,1934
25250.0,aus,1935
27070.0,aus,1936
28880.0,aus,1937
28060.0,aus,1938
32170.0,aus,1939
29060.0,aus,1940
34570.0,aus,1941
36530.0,aus,1942
35020.0,aus,1943
34240.0,aus,1944
32720.0,aus,1945
35450.0,aus,1946
38050.0,aus,1947
38450.0,aus,1948
37680.0,aus,1949
54780.0,aus,1950
59080.0,aus,1951
60250.0,aus,1952
59480.0,aus,1953
67900.0,aus,1954
70730.0,aus,1955
73090.0,aus,1956
74580.0,aus,1957
77670.0,aus,1958
83780.0,aus,1959
88190.0,aus,1960
90580.0,aus,1961
94900.0,aus,1962
101000.0,aus,1963
109000.0,aus,1964
121000.0,aus,1965
120300.0,aus,1966
129300.0,aus,1967
134600.0,aus,1968
142200.0,aus,1969
147600.0,aus,1970
152800.0,aus,1971
157500.0,aus,1972
171000.0,aus,1973
172300.0,aus,1974
175900.0,aus,1975
174200.0,aus,1976
187800.0,aus,1977
202000.0,aus,1978
205100.0,aus,1979
220700.0,aus,1980
230300.0,aus,1981
234100.0,aus,1982
225000.0,aus,1983
236600.0,aus,1984
241200.0,aus,1985
239900.0,aus,1986
256100.0,aus,1987
261100.0,aus,1988
277700.0,aus,1989
287300.0,aus,1990
281500.0,aus,1991
294400.0,aus,1992
302100.0,aus,1993
303900.0,aus,1994
307400.0,aus,1995
329200.0,aus,1996
333600.0,aus,1997
346900.0,aus,1998
325500.0,aus,1999
329600.0,aus,2000
324800.0,aus,2001
341000.0,aus,2002
346400.0,aus,2003
348700.0,aus,2004
362700.0,aus,2005
371200.0,aus,2006
377200.0,aus,2007
387600.0,aus,2008
395100.0,aus,2009
373000.0,aus,2010
379200.0,aus,2011
370900.0,aus,2012
168.7,aut,1807
253.0,aut,1819
333.7,aut,1820
359.3,aut,1821
366.7,aut,1822
348.3,aut,1823
399.7,aut,1824
403.3,aut,1825
458.3,aut,1826
476.7,aut,1827
458.3,aut,1828
476.7,aut,1829
495.0,aut,1830
480.3,aut,1831
513.3,aut,1832
429.0,aut,1833
586.7,aut,1834
634.3,aut,1835
674.7,aut,1836
707.7,aut,1837
850.7,aut,1838
1060.0,aut,1839
1170.0,aut,1840
1320.0,aut,1841
1459.0,aut,1842
1269.0,aut,1843
1595.0,aut,1844
1800.0,aut,1845
2116.0,aut,1846
2083.0,aut,1847
2336.0,aut,1848
2262.0,aut,1849
2328.0,aut,1850
2336.0,aut,1851
2812.0,aut,1852
3227.0,aut,1853
3179.0,aut,1854
3703.0,aut,1855
4235.0,aut,1856
4877.0,aut,1857
7249.0,aut,1858
5870.0,aut,1859
6153.0,aut,1860
6384.0,aut,1861
6358.0,aut,1862
5881.0,aut,1863
5078.0,aut,1864
5357.0,aut,1865
3597.0,aut,1866
4917.0,aut,1867
6076.0,aut,1868
6490.0,aut,1869
7370.0,aut,1870
10150.0,aut,1871
10010.0,aut,1872
10740.0,aut,1873
9159.0,aut,1874
7865.0,aut,1875
8096.0,aut,1876
7289.0,aut,1877
7245.0,aut,1878
8870.0,aut,1879
23660.0,aut,1880
10320.0,aut,1881
10610.0,aut,1882
11770.0,aut,1883
11470.0,aut,1884
12060.0,aut,1885
11380.0,aut,1886
12260.0,aut,1887
11960.0,aut,1888
12880.0,aut,1889
13050.0,aut,1890
14960.0,aut,1891
14480.0,aut,1892
17710.0,aut,1893
18140.0,aut,1894
20390.0,aut,1895
21310.0,aut,1896
23040.0,aut,1897
24470.0,aut,1898
24830.0,aut,1899
27690.0,aut,1900
28380.0,aut,1901
25670.0,aut,1902
25570.0,aut,1903
26950.0,aut,1904
28130.0,aut,1905
33560.0,aut,1906
42150.0,aut,1907
58990.0,aut,1908
42200.0,aut,1909
57560.0,aut,1910
48070.0,aut,1911
49980.0,aut,1912
59670.0,aut,1913
48870.0,aut,1914
34920.0,aut,1915
8037.0,aut,1916
3454.0,aut,1917
3340.0,aut,1918
3018.0,aut,1919
14540.0,aut,1920
19350.0,aut,1921
18600.0,aut,1922
17790.0,aut,1923
20110.0,aut,1924
19000.0,aut,1925
18630.0,aut,1926
20140.0,aut,1927
21210.0,aut,1928
24190.0,aut,1929
18880.0,aut,1930
18120.0,aut,1931
15180.0,aut,1932
14240.0,aut,1933
13760.0,aut,1934
13930.0,aut,1935
13600.0,aut,1936
15270.0,aut,1937
5793.0,aut,1938
6343.0,aut,1939
7352.0,aut,1940
7982.0,aut,1941
8554.0,aut,1942
9621.0,aut,1943
9398.0,aut,1944
4565.0,aut,1945
12770.0,aut,1946
17640.0,aut,1947
24510.0,aut,1948
26600.0,aut,1949
20910.0,aut,1950
23290.0,aut,1951
22090.0,aut,1952
21740.0,aut,1953
24530.0,aut,1954
29100.0,aut,1955
28230.0,aut,1956
29210.0,aut,1957
28120.0,aut,1958
27940.0,aut,1959
30820.0,aut,1960
31860.0,aut,1961
33900.0,aut,1962
36990.0,aut,1963
38940.0,aut,1964
38180.0,aut,1965
39260.0,aut,1966
39960.0,aut,1967
42350.0,aut,1968
44690.0,aut,1969
50690.0,aut,1970
52150.0,aut,1971
56190.0,aut,1972
60160.0,aut,1973
57460.0,aut,1974
54390.0,aut,1975
58410.0,aut,1976
56210.0,aut,1977
57480.0,aut,1978
61590.0,aut,1979
52300.0,aut,1980
56130.0,aut,1981
53860.0,aut,1982
51980.0,aut,1983
54550.0,aut,1984
54700.0,aut,1985
54080.0,aut,1986
57740.0,aut,1987
53340.0,aut,1988
54110.0,aut,1989
60720.0,aut,1990
65600.0,aut,1991
60540.0,aut,1992
60280.0,aut,1993
61100.0,aut,1994
61720.0,aut,1995
63020.0,aut,1996
63900.0,aut,1997
65560.0,aut,1998
63790.0,aut,1999
63690.0,aut,2000
65710.0,aut,2001
67170.0,aut,2002
72310.0,aut,2003
71860.0,aut,2004
74230.0,aut,2005
71560.0,aut,2006
69140.0,aut,2007
68260.0,aut,2008
62260.0,aut,2009
66890.0,aut,2010
64000.0,aut,2011
59810.0,aut,2012
57680.0,aze,1992
49360.0,aze,1993
42670.0,aze,1994
33480.0,aze,1995
31510.0,aze,1996
29810.0,aze,1997
31670.0,aze,1998
28570.0,aze,1999
29510.0,aze,2000
28770.0,aze,2001
29610.0,aze,2002
30610.0,aze,2003
32090.0,aze,2004
34330.0,aze,2005
39160.0,aze,2006
41420.0,aze,2007
45700.0,aze,2008
42620.0,aze,2009
45730.0,aze,2010
49570.0,aze,2011
50960.0,aze,2012
55.0,bhs,1950
66.0,bhs,1951
77.0,bhs,1952
80.67,bhs,1953
84.33,bhs,1954
128.3,bhs,1955
139.3,bhs,1956
176.0,bhs,1957
179.7,bhs,1958
260.3,bhs,1959
410.7,bhs,1960
546.3,bhs,1961
726.0,bhs,1962
707.7,bhs,1963
1085.0,bhs,1964
1316.0,bhs,1965
1093.0,bhs,1966
1705.0,bhs,1967
1632.0,bhs,1968
1745.0,bhs,1969
2574.0,bhs,1970
6732.0,bhs,1971
6490.0,bhs,1972
7872.0,bhs,1973
7388.0,bhs,1974
8254.0,bhs,1975
6464.0,bhs,1976
9717.0,bhs,1977
6607.0,bhs,1978
6930.0,bhs,1979
7990.0,bhs,1980
2801.0,bhs,1981
2262.0,bhs,1982
2017.0,bhs,1983
1855.0,bhs,1984
1511.0,bhs,1985
1412.0,bhs,1986
1423.0,bhs,1987
1540.0,bhs,1988
1947.0,bhs,1989
1951.0,bhs,1990
1782.0,bhs,1991
1793.0,bhs,1992
1701.0,bhs,1993
1687.0,bhs,1994
1683.0,bhs,1995
1668.0,bhs,1996
1364.0,bhs,1997
1679.0,bhs,1998
1676.0,bhs,1999
1668.0,bhs,2000
1569.0,bhs,2001
1577.0,bhs,2002
1518.0,bhs,2003
1723.0,bhs,2004
1599.0,bhs,2005
1522.0,bhs,2006
1547.0,bhs,2007
1045.0,bhs,2008
1643.0,bhs,2009
2464.0,bhs,2010
11.0,bhr,1933
121.0,bhr,1934
531.7,bhr,1935
1951.0,bhr,1936
3256.0,bhr,1937
3480.0,bhr,1938
3186.0,bhr,1939
2970.0,bhr,1940
2853.0,bhr,1941
2618.0,bhr,1942
2761.0,bhr,1943
2820.0,bhr,1944
3065.0,bhr,1945
3362.0,bhr,1946
3953.0,bhr,1947
4580.0,bhr,1948
4613.0,bhr,1949
1382.0,bhr,1950
1177.0,bhr,1951
1287.0,bhr,1952
997.3,bhr,1953
1045.0,bhr,1954
1404.0,bhr,1955
1056.0,bhr,1956
755.3,bhr,1957
1291.0,bhr,1958
1313.0,bhr,1959
575.7,bhr,1960
1771.0,bhr,1961
1591.0,bhr,1962
1195.0,bhr,1963
1599.0,bhr,1964
1228.0,bhr,1965
649.0,bhr,1966
1005.0,bhr,1967
1104.0,bhr,1968
1272.0,bhr,1969
2592.0,bhr,1970
3040.0,bhr,1971
3681.0,bhr,1972
5522.0,bhr,1973
5405.0,bhr,1974
5753.0,bhr,1975
6574.0,bhr,1976
7469.0,bhr,1977
7766.0,bhr,1978
8133.0,bhr,1979
7887.0,bhr,1980
8525.0,bhr,1981
9838.0,bhr,1982
8228.0,bhr,1983
9207.0,bhr,1984
10190.0,bhr,1985
11010.0,bhr,1986
11430.0,bhr,1987
12160.0,bhr,1988
11740.0,bhr,1989
11880.0,bhr,1990
11500.0,bhr,1991
10590.0,bhr,1992
15140.0,bhr,1993
15250.0,bhr,1994
16020.0,bhr,1995
15620.0,bhr,1996
17320.0,bhr,1997
18400.0,bhr,1998
18020.0,bhr,1999
18640.0,bhr,2000
13930.0,bhr,2001
15700.0,bhr,2002
16470.0,bhr,2003
17510.0,bhr,2004
19210.0,bhr,2005
19500.0,bhr,2006
22400.0,bhr,2007
24300.0,bhr,2008
24170.0,bhr,2009
24200.0,bhr,2010
117.6,bgd,1946
121.6,bgd,1947
134.2,bgd,1948
190.4,bgd,1949
993.8,bgd,1950
1227.0,bgd,1951
1296.0,bgd,1952
1319.0,bgd,1953
1340.0,bgd,1954
1380.0,bgd,1955
1636.0,bgd,1956
1690.0,bgd,1957
1898.0,bgd,1958
1841.0,bgd,1959
2214.0,bgd,1960
2292.0,bgd,1961
2519.0,bgd,1962
2895.0,bgd,1963
2977.0,bgd,1964
3124.0,bgd,1965
3179.0,bgd,1966
3374.0,bgd,1967
3869.0,bgd,1968
3752.0,bgd,1969
3806.0,bgd,1970
3609.0,bgd,1971
3509.0,bgd,1972
4554.0,bgd,1973
4660.0,bgd,1974
4869.0,bgd,1975
5570.0,bgd,1976
5812.0,bgd,1977
6017.0,bgd,1978
6648.0,bgd,1979
7638.0,bgd,1980
7931.0,bgd,1981
8598.0,bgd,1982
8235.0,bgd,1983
9123.0,bgd,1984
10230.0,bgd,1985
11460.0,bgd,1986
11860.0,bgd,1987
13540.0,bgd,1988
13450.0,bgd,1989
15530.0,bgd,1990
15940.0,bgd,1991
17750.0,bgd,1992
17410.0,bgd,1993
18970.0,bgd,1994
22810.0,bgd,1995
24030.0,bgd,1996
25060.0,bgd,1997
24050.0,bgd,1998
25230.0,bgd,1999
27870.0,bgd,2000
32450.0,bgd,2001
33700.0,bgd,2002
33880.0,bgd,2003
39750.0,bgd,2004
37550.0,bgd,2005
48130.0,bgd,2006
48460.0,bgd,2007
46430.0,bgd,2008
52320.0,bgd,2009
56150.0,bgd,2010
60390.0,bgd,2011
64930.0,bgd,2012
3.667,brb,1928
3.667,brb,1929
7.333,brb,1930
3.667,brb,1931
3.667,brb,1932
3.667,brb,1933
3.667,brb,1934
0.0,brb,1935
0.0,brb,1936
0.0,brb,1937
0.0,brb,1938
3.667,brb,1939
0.0,brb,1940
0.0,brb,1941
0.0,brb,1942
0.0,brb,1943
0.0,brb,1944
0.0,brb,1945
0.0,brb,1946
3.667,brb,1947
3.667,brb,1948
3.667,brb,1949
73.33,brb,1950
110.0,brb,1951
88.0,brb,1952
110.0,brb,1953
113.7,brb,1954
128.3,brb,1955
128.3,brb,1956
135.7,brb,1957
150.3,brb,1958
150.3,brb,1959
172.3,brb,1960
194.3,brb,1961
260.3,brb,1962
190.7,brb,1963
179.7,brb,1964
205.3,brb,1965
267.7,brb,1966
337.3,brb,1967
440.0,brb,1968
480.3,brb,1969
429.0,brb,1970
484.0,brb,1971
502.3,brb,1972
480.3,brb,1973
491.3,brb,1974
568.3,brb,1975
531.7,brb,1976
590.3,brb,1977
630.7,brb,1978
601.3,brb,1979
674.7,brb,1980
685.7,brb,1981
645.3,brb,1982
685.7,brb,1983
748.0,brb,1984
847.0,brb,1985
916.7,brb,1986
942.3,brb,1987
946.0,brb,1988
990.0,brb,1989
1074.0,brb,1990
1206.0,brb,1991
979.0,brb,1992
1115.0,brb,1993
748.0,brb,1994
828.7,brb,1995
850.7,brb,1996
902.0,brb,1997
1140.0,brb,1998
1210.0,brb,1999
1188.0,brb,2000
1221.0,brb,2001
1228.0,brb,2002
1269.0,brb,2003
1294.0,brb,2004
1353.0,brb,2005
1371.0,brb,2006
1426.0,brb,2007
1635.0,brb,2008
1624.0,brb,2009
1503.0,brb,2010
87480.0,blr,1992
74440.0,blr,1993
65910.0,blr,1994
62110.0,blr,1995
60150.0,blr,1996
59510.0,blr,1997
57590.0,blr,1998
55810.0,blr,1999
53460.0,blr,2000
52590.0,blr,2001
52390.0,blr,2002
53720.0,blr,2003
58030.0,blr,2004
59060.0,blr,2005
61820.0,blr,2006
60280.0,blr,2007
62810.0,blr,2008
60290.0,blr,2009
62220.0,blr,2010
61170.0,blr,2011
61990.0,blr,2012
6402.0,bel,1802
6200.0,bel,1830
4466.0,bel,1831
4719.0,bel,1832
4569.0,bel,1833
4411.0,bel,1834
4763.0,bel,1835
5603.0,bel,1836
6002.0,bel,1837
6127.0,bel,1838
6714.0,bel,1839
7733.0,bel,1840
7396.0,bel,1841
7685.0,bel,1842
7117.0,bel,1843
7806.0,bel,1844
8224.0,bel,1845
8972.0,bel,1846
9324.0,bel,1847
8290.0,bel,1848
8741.0,bel,1849
9339.0,bel,1850
10180.0,bel,1851
11420.0,bel,1852
11800.0,bel,1853
13070.0,bel,1854
13390.0,bel,1855
13220.0,bel,1856
13760.0,bel,1857
14460.0,bel,1858
14910.0,bel,1859
15220.0,bel,1860
16470.0,bel,1861
16360.0,bel,1862
17240.0,bel,1863
