geo,sex_ratio_0_14_years,time
bhs,103.8,2015
bhs,104.0,2020
bhs,104.1,2025
bhs,104.1,2030
bhs,104.1,2035
bhs,104.1,2040
bhs,104.1,2045
bhs,104.1,2050
bhr,103.8,1950
bhr,103.9,1955
bhr,103.9,1960
bhr,100.2,1965
bhr,102.0,1970
bhr,104.5,1975
bhr,101.7,1980
bhr,110.0,1985
bhr,105.8,1990
bhr,105.9,1995
bhr,105.7,2000
bhr,104.5,2005
bhr,103.5,2010
bhr,104.4,2015
bhr,105.2,2020
bhr,105.2,2025
bhr,105.2,2030
bhr,105.1,2035
bhr,105.1,2040
bhr,105.1,2045
bhr,105.1,2050
bgd,104.8,1950
bgd,103.6,1955
bgd,105.6,1960
bgd,106.0,1965
bgd,105.2,1970
bgd,104.2,1975
bgd,103.5,1980
bgd,103.3,1985
bgd,103.3,1990
bgd,103.4,1995
bgd,103.4,2000
bgd,103.6,2005
bgd,103.6,2010
bgd,103.6,2015
bgd,103.4,2020
bgd,103.3,2025
bgd,103.2,2030
bgd,103.2,2035
bgd,103.2,2040
bgd,103.4,2045
bgd,103.5,2050
brb,100.0,1950
brb,96.53,1955
brb,94.47,1960
brb,97.88,1965
brb,100.8,1970
brb,104.5,1975
brb,101.8,1980
brb,101.9,1985
brb,102.3,1990
brb,102.7,1995
brb,102.9,2000
brb,103.1,2005
brb,103.2,2010
brb,103.3,2015
brb,103.4,2020
brb,103.4,2025
brb,103.4,2030
brb,103.5,2035
brb,103.5,2040
brb,103.5,2045
brb,103.5,2050
blr,97.9,1950
blr,102.4,1955
blr,104.1,1960
blr,104.7,1965
blr,104.4,1970
blr,104.3,1975
blr,103.9,1980
blr,104.1,1985
blr,104.0,1990
blr,104.7,1995
blr,105.4,2000
blr,105.9,2005
blr,105.9,2010
blr,106.0,2015
blr,106.0,2020
blr,106.0,2025
blr,106.0,2030
blr,106.1,2035
blr,106.2,2040
blr,106.2,2045
blr,106.3,2050
bel,103.0,1950
bel,103.7,1955
bel,103.7,1960
bel,104.8,1965
bel,104.9,1970
bel,104.6,1975
bel,105.0,1980
bel,104.9,1985
bel,105.1,1990
bel,105.0,1995
bel,104.7,2000
bel,104.5,2005
bel,104.5,2010
bel,104.7,2015
bel,104.7,2020
bel,104.7,2025
bel,104.8,2030
bel,104.8,2035
bel,104.8,2040
bel,104.8,2045
bel,104.8,2050
blz,97.22,1950
blz,100.6,1955
blz,100.6,1960
blz,101.3,1965
blz,102.0,1970
blz,103.5,1975
blz,102.1,1980
blz,102.5,1985
blz,102.8,1990
blz,103.0,1995
blz,102.7,2000
blz,102.6,2005
blz,102.5,2010
blz,102.6,2015
blz,102.6,2020
blz,102.7,2025
blz,102.8,2030
blz,102.8,2035
blz,102.9,2040
blz,102.9,2045
blz,102.9,2050
ben,87.64,1950
ben,92.72,1955
ben,97.3,1960
ben,101.7,1965
ben,101.9,1970
ben,101.9,1975
ben,101.9,1980
ben,102.2,1985
ben,102.6,1990
ben,103.1,1995
ben,103.4,2000
ben,103.6,2005
ben,103.7,2010
ben,103.7,2015
ben,103.7,2020
ben,103.7,2025
ben,103.6,2030
ben,103.6,2035
ben,103.6,2040
ben,103.6,2045
ben,103.6,2050
btn,105.3,1950
btn,104.7,1955
btn,104.1,1960
btn,103.5,1965
btn,103.1,1970
btn,102.9,1975
btn,102.7,1980
btn,102.5,1985
btn,102.2,1990
btn,102.0,1995
btn,102.1,2000
btn,102.2,2005
btn,102.6,2010
btn,102.7,2015
btn,102.6,2020
btn,102.6,2025
btn,102.7,2030
btn,102.8,2035
btn,102.9,2040
btn,103.0,2045
btn,103.2,2050
bol,101.6,1950
bol,100.8,1955
bol,100.2,1960
bol,99.9,1965
bol,100.0,1970
bol,100.1,1975
bol,100.7,1980
bol,101.6,1985
bol,102.6,1990
bol,103.4,1995
bol,103.8,2000
bol,103.9,2005
bol,104.0,2010
bol,104.0,2015
bol,104.1,2020
bol,104.2,2025
bol,104.3,2030
bol,104.4,2035
bol,104.5,2040
bol,104.6,2045
bol,104.7,2050
bih,101.0,1950
bih,102.5,1955
bih,104.1,1960
bih,105.6,1965
bih,104.0,1970
bih,105.2,1975
bih,105.6,1980
bih,106.2,1985
bih,104.0,1990
bih,104.4,1995
bih,105.2,2000
bih,106.8,2005
bih,106.7,2010
bih,106.7,2015
bih,106.6,2020
bih,106.6,2025
bih,106.6,2030
bih,106.7,2035
bih,106.8,2040
bih,106.9,2045
bih,106.9,2050
bwa,100.9,1950
bwa,100.4,1955
bwa,100.0,1960
bwa,99.95,1965
bwa,100.3,1970
bwa,100.6,1975
bwa,100.8,1980
bwa,100.9,1985
bwa,101.0,1990
bwa,101.2,1995
bwa,101.4,2000
bwa,101.5,2005
bwa,101.6,2010
bwa,101.6,2015
bwa,101.7,2020
bwa,101.8,2025
bwa,101.8,2030
bwa,101.9,2035
bwa,102.1,2040
bwa,102.3,2045
bwa,102.4,2050
bra,101.3,1950
bra,101.4,1955
bra,101.4,1960
bra,101.5,1965
bra,101.6,1970
bra,101.3,1975
bra,101.1,1980
bra,101.9,1985
bra,102.7,1990
bra,103.3,1995
bra,103.5,2000
bra,103.8,2005
bra,104.0,2010
bra,104.1,2015
bra,104.2,2020
bra,104.2,2025
bra,104.3,2030
bra,104.4,2035
bra,104.4,2040
bra,104.5,2045
bra,104.5,2050
brn,108.9,1950
brn,105.7,1955
brn,105.8,1960
brn,104.7,1965
brn,106.7,1970
brn,105.4,1975
brn,105.1,1980
brn,105.4,1985
brn,106.8,1990
brn,107.5,1995
brn,108.5,2000
brn,107.9,2005
brn,108.0,2010
brn,108.1,2015
brn,108.1,2020
brn,108.1,2025
brn,108.0,2030
brn,108.0,2035
brn,108.0,2040
brn,107.9,2045
brn,107.9,2050
bgr,103.6,1950
bgr,103.9,1955
bgr,104.2,1960
bgr,104.7,1965
bgr,105.0,1970
bgr,105.7,1975
bgr,105.6,1980
bgr,105.5,1985
bgr,105.3,1990
bgr,105.4,1995
bgr,105.3,2000
bgr,105.6,2005
bgr,105.7,2010
bgr,105.7,2015
bgr,105.8,2020
bgr,105.9,2025
bgr,106.0,2030
bgr,106.1,2035
bgr,106.1,2040
bgr,106.1,2045
bgr,106.1,2050
bfa,105.9,1950
bfa,104.5,1955
bfa,103.6,1960
bfa,102.9,1965
bfa,103.1,1970
bfa,103.2,1975
bfa,103.3,1980
bfa,103.4,1985
bfa,103.4,1990
bfa,103.4,1995
bfa,103.5,2000
bfa,103.5,2005
bfa,103.6,2010
bfa,103.6,2015
bfa,103.6,2020
bfa,103.6,2025
bfa,103.5,2030
bfa,103.6,2035
bfa,103.6,2040
bfa,103.6,2045
bfa,103.7,2050
bdi,95.9,1950
bdi,97.48,1955
bdi,98.64,1960
bdi,99.53,1965
bdi,99.71,1970
bdi,99.84,1975
bdi,100.0,1980
bdi,100.1,1985
bdi,100.2,1990
bdi,100.2,1995
bdi,100.3,2000
bdi,100.3,2005
bdi,100.3,2010
bdi,100.4,2015
bdi,100.3,2020
bdi,100.3,2025
bdi,100.2,2030
bdi,100.3,2035
bdi,100.4,2040
bdi,100.5,2045
bdi,100.7,2050
khm,101.5,1950
khm,101.5,1955
khm,101.6,1960
khm,101.7,1965
khm,102.0,1970
khm,101.9,1975
khm,98.28,1980
khm,101.2,1985
khm,101.9,1990
khm,102.6,1995
khm,103.3,2000
khm,103.8,2005
khm,104.1,2010
khm,104.1,2015
khm,103.9,2020
khm,103.8,2025
khm,103.8,2030
khm,103.8,2035
khm,103.8,2040
khm,103.9,2045
khm,104.1,2050
cmr,98.81,1950
cmr,99.28,1955
cmr,99.76,1960
cmr,100.3,1965
cmr,100.5,1970
cmr,100.8,1975
cmr,101.1,1980
cmr,101.2,1985
cmr,101.3,1990
cmr,101.3,1995
cmr,101.4,2000
cmr,101.4,2005
cmr,101.4,2010
cmr,101.3,2015
cmr,101.2,2020
cmr,101.1,2025
cmr,101.0,2030
cmr,101.0,2035
cmr,101.1,2040
cmr,101.1,2045
cmr,101.2,2050
can,103.8,1950
can,104.3,1955
can,104.4,1960
can,104.8,1965
can,104.5,1970
can,104.9,1975
can,105.4,1980
can,105.2,1985
can,105.2,1990
can,105.2,1995
can,105.3,2000
can,105.1,2005
can,105.0,2010
can,105.2,2015
can,105.5,2020
can,105.6,2025
can,105.6,2030
can,105.6,2035
can,105.6,2040
can,105.6,2045
can,105.6,2050
cpv,95.89,1950
cpv,97.84,1955
cpv,99.23,1960
cpv,98.47,1965
cpv,99.27,1970
cpv,97.82,1975
cpv,97.34,1980
cpv,98.56,1985
cpv,99.31,1990
cpv,100.8,1995
cpv,100.8,2000
cpv,100.9,2005
cpv,101.1,2010
cpv,101.2,2015
cpv,101.5,2020
cpv,101.7,2025
cpv,102.0,2030
cpv,102.2,2035
cpv,102.4,2040
cpv,102.6,2045
cpv,102.7,2050
caf,99.35,1950
caf,99.08,1955
caf,98.91,1960
caf,98.77,1965
caf,98.94,1970
caf,99.08,1975
caf,99.19,1980
caf,99.21,1985
caf,99.2,1990
caf,99.19,1995
caf,99.2,2000
caf,99.2,2005
caf,99.15,2010
caf,99.12,2015
caf,99.13,2020
caf,99.15,2025
caf,99.2,2030
caf,99.32,2035
caf,99.49,2040
caf,99.69,2045
caf,99.89,2050
tcd,102.5,1950
tcd,100.7,1955
tcd,99.21,1960
tcd,98.27,1965
tcd,98.66,1970
tcd,99.06,1975
tcd,99.4,1980
tcd,99.82,1985
tcd,100.2,1990
tcd,100.6,1995
tcd,100.8,2000
tcd,100.8,2005
tcd,100.8,2010
tcd,100.7,2015
tcd,100.7,2020
tcd,100.8,2025
tcd,100.9,2030
tcd,101.1,2035
tcd,101.2,2040
tcd,101.4,2045
tcd,101.5,2050
chanisl,104.3,1950
chanisl,104.8,1955
chanisl,105.0,1960
chanisl,104.8,1965
chanisl,104.4,1970
chanisl,104.2,1975
chanisl,103.8,1980
chanisl,103.9,1985
chanisl,103.6,1990
chanisl,105.3,1995
chanisl,105.5,2000
chanisl,106.4,2005
chanisl,105.4,2010
chanisl,105.6,2015
chanisl,105.6,2020
chanisl,105.5,2025
chanisl,105.5,2030
chanisl,105.5,2035
chanisl,105.5,2040
chanisl,105.5,2045
chanisl,105.6,2050
chl,101.9,1950
chl,102.1,1955
chl,102.1,1960
chl,102.0,1965
chl,101.9,1970
chl,102.2,1975
chl,102.6,1980
chl,103.1,1985
chl,103.4,1990
chl,103.6,1995
chl,103.6,2000
chl,103.7,2005
chl,103.7,2010
chl,103.7,2015
chl,103.8,2020
chl,103.8,2025
chl,103.8,2030
chl,103.8,2035
chl,103.8,2040
chl,103.8,2045
chl,103.8,2050
chn,113.0,1950
chn,108.3,1955
chn,106.4,1960
chn,105.6,1965
chn,106.3,1970
chn,106.8,1975
chn,106.7,1980
chn,106.7,1985
chn,108.2,1990
chn,111.0,1995
chn,114.6,2000
chn,118.8,2005
chn,120.8,2010
chn,120.8,2015
chn,118.9,2020
chn,117.1,2025
chn,115.7,2030
chn,114.5,2035
chn,113.4,2040
chn,112.4,2045
chn,111.3,2050
hkg,112.6,1950
hkg,110.5,1955
hkg,108.3,1960
hkg,107.6,1965
hkg,107.3,1970
hkg,104.9,1975
hkg,107.0,1980
hkg,108.2,1985
hkg,108.2,1990
hkg,105.7,1995
hkg,103.7,2000
hkg,107.1,2005
hkg,111.1,2010
hkg,107.1,2015
hkg,104.1,2020
hkg,103.4,2025
hkg,103.3,2030
hkg,103.2,2035
hkg,103.2,2040
hkg,103.3,2045
hkg,103.5,2050
mac,113.0,1950
mac,116.3,1955
mac,112.3,1960
mac,109.1,1965
mac,111.5,1970
mac,105.4,1975
mac,107.4,1980
mac,104.1,1985
mac,106.0,1990
mac,105.4,1995
mac,105.7,2000
mac,104.5,2005
mac,104.7,2010
mac,104.9,2015
mac,104.8,2020
mac,104.8,2025
mac,104.8,2030
mac,104.8,2035
mac,104.8,2040
mac,104.8,2045
mac,104.8,2050
col,102.5,1950
col,102.5,1955
col,102.6,1960
col,102.8,1965
col,103.1,1970
col,103.2,1975
col,103.4,1980
col,103.5,1985
col,103.7,1990
col,103.9,1995
col,104.0,2000
col,104.1,2005
col,104.2,2010
col,104.3,2015
col,104.3,2020
col,104.4,2025
col,104.5,2030
col,104.5,2035
col,104.6,2040
col,104.6,2045
col,104.6,2050
com,102.2,1950
com,102.3,1955
com,102.3,1960
com,101.9,1965
com,102.0,1970
com,101.9,1975
com,101.8,1980
com,101.8,1985
com,102.1,1990
com,102.4,1995
com,102.7,2000
com,103.0,2005
com,103.0,2010
com,103.1,2015
com,103.2,2020
com,103.3,2025
com,103.5,2030
com,103.6,2035
com,103.8,2040
com,104.1,2045
com,104.3,2050
cog,99.12,1950
cog,100.0,1955
cog,100.7,1960
cog,101.1,1965
cog,101.1,1970
cog,101.1,1975
cog,101.3,1980
cog,101.5,1985
cog,101.5,1990
cog,101.6,1995
cog,101.6,2000
cog,101.6,2005
cog,101.5,2010
cog,101.5,2015
cog,101.4,2020
cog,101.3,2025
cog,101.3,2030
cog,101.5,2035
cog,101.7,2040
cog,101.9,2045
cog,102.1,2050
cri,102.5,1950
cri,102.9,1955
cri,103.4,1960
cri,103.3,1965
cri,103.4,1970
cri,103.5,1975
cri,104.9,1980
cri,104.5,1985
cri,104.9,1990
cri,105.3,1995
cri,105.6,2000
cri,105.7,2005
cri,105.3,2010
cri,105.1,2015
cri,105.0,2020
cri,105.0,2025
cri,105.1,2030
cri,105.1,2035
cri,105.1,2040
cri,105.1,2045
cri,105.1,2050
civ,104.3,1950
civ,101.9,1955
civ,100.2,1960
civ,99.02,1965
civ,99.28,1970
civ,99.68,1975
civ,100.1,1980
civ,100.3,1985
civ,100.4,1990
civ,100.5,1995
civ,100.6,2000
civ,100.7,2005
civ,100.8,2010
civ,100.8,2015
civ,100.8,2020
civ,100.8,2025
civ,100.9,2030
civ,100.9,2035
civ,101.0,2040
civ,101.1,2045
civ,101.1,2050
hrv,102.5,1950
hrv,102.6,1955
hrv,103.3,1960
hrv,104.4,1965
hrv,104.0,1970
hrv,104.5,1975
hrv,104.8,1980
hrv,105.3,1985
hrv,105.0,1990
hrv,104.7,1995
hrv,105.0,2000
hrv,105.1,2005
hrv,105.5,2010
hrv,105.7,2015
hrv,105.8,2020
hrv,105.8,2025
hrv,105.8,2030
hrv,105.8,2035
hrv,105.8,2040
hrv,105.8,2045
hrv,105.9,2050
cub,104.0,1950
cub,103.9,1955
cub,103.6,1960
cub,103.5,1965
cub,104.1,1970
cub,104.3,1975
cub,104.7,1980
cub,104.5,1985
cub,105.5,1990
cub,105.8,1995
cub,105.4,2000
cub,105.8,2005
cub,106.3,2010
cub,106.7,2015
cub,107.0,2020
cub,107.1,2025
cub,106.9,2030
cub,106.6,2035
cub,106.8,2040
cub,106.9,2045
cub,107.0,2050
cyp,104.5,1950
cyp,104.9,1955
cyp,104.4,1960
cyp,103.0,1965
cyp,106.6,1970
cyp,105.3,1975
cyp,104.8,1980
cyp,106.0,1985
cyp,106.6,1990
cyp,107.0,1995
cyp,106.0,2000
cyp,105.0,2005
cyp,105.4,2010
cyp,106.2,2015
cyp,106.7,2020
cyp,106.7,2025
cyp,106.7,2030
cyp,106.7,2035
cyp,106.7,2040
cyp,106.8,2045
cyp,106.8,2050
cze,103.6,1950
cze,104.3,1955
cze,104.6,1960
cze,105.0,1965
cze,105.3,1970
cze,105.1,1975
cze,104.9,1980
cze,104.9,1985
cze,104.8,1990
cze,105.1,1995
cze,105.3,2000
cze,105.6,2005
cze,105.7,2010
cze,105.7,2015
cze,105.7,2020
cze,105.7,2025
cze,105.7,2030
cze,105.7,2035
cze,105.7,2040
cze,105.7,2045
cze,105.7,2050
prk,101.2,1950
prk,103.4,1955
prk,104.4,1960
prk,104.4,1965
prk,104.5,1970
prk,104.4,1975
prk,104.3,1980
prk,104.3,1985
prk,104.4,1990
prk,104.5,1995
prk,104.5,2000
prk,104.7,2005
prk,105.0,2010
prk,105.3,2015
prk,105.5,2020
prk,105.7,2025
prk,106.0,2030
prk,106.2,2035
prk,106.3,2040
prk,106.2,2045
prk,106.1,2050
cod,95.44,1950
cod,97.47,1955
cod,98.81,1960
cod,99.6,1965
cod,99.73,1970
cod,99.96,1975
cod,100.2,1980
cod,100.4,1985
cod,100.4,1990
cod,100.5,1995
cod,100.4,2000
cod,100.4,2005
cod,100.4,2010
cod,100.4,2015
cod,100.4,2020
cod,100.4,2025
cod,100.4,2030
cod,100.5,2035
cod,100.6,2040
cod,100.7,2045
cod,100.8,2050
dnk,104.0,1950
dnk,104.9,1955
dnk,105.0,1960
dnk,104.9,1965
dnk,105.0,1970
dnk,104.8,1975
dnk,104.8,1980
dnk,104.4,1985
dnk,104.8,1990
dnk,105.0,1995
dnk,105.3,2000
dnk,105.2,2005
dnk,105.9,2010
dnk,106.4,2015
dnk,106.6,2020
dnk,106.7,2025
dnk,106.6,2030
dnk,106.6,2035
dnk,106.7,2040
dnk,106.7,2045
dnk,106.7,2050
dji,100.6,1950
dji,100.0,1955
dji,99.7,1960
dji,99.62,1965
dji,100.1,1970
dji,100.5,1975
dji,100.9,1980
dji,101.3,1985
dji,101.5,1990
dji,101.6,1995
dji,101.6,2000
dji,101.7,2005
dji,101.8,2010
dji,102.0,2015
dji,102.0,2020
dji,102.1,2025
dji,102.1,2030
dji,102.2,2035
dji,102.2,2040
dji,102.3,2045
dji,102.4,2050
dom,101.7,1950
dom,102.3,1955
dom,102.3,1960
dom,102.3,1965
dom,102.3,1970
dom,102.3,1975
dom,102.4,1980
dom,102.7,1985
dom,103.0,1990
dom,103.2,1995
dom,103.3,2000
dom,103.6,2005
dom,103.7,2010
dom,103.8,2015
dom,103.9,2020
dom,104.0,2025
dom,104.1,2030
dom,104.2,2035
dom,104.2,2040
dom,104.3,2045
dom,104.3,2050
ecu,102.4,1950
ecu,102.4,1955
ecu,102.4,1960
ecu,102.5,1965
ecu,102.7,1970
ecu,102.8,1975
ecu,102.9,1980
ecu,103.1,1985
ecu,103.2,1990
ecu,103.4,1995
ecu,103.7,2000
ecu,104.0,2005
ecu,104.2,2010
ecu,104.3,2015
ecu,104.4,2020
ecu,104.5,2025
ecu,104.6,2030
ecu,104.7,2035
ecu,104.7,2040
ecu,104.8,2045
ecu,104.8,2050
egy,101.8,1950
egy,102.3,1955
egy,102.6,1960
egy,102.8,1965
egy,103.1,1970
egy,103.5,1975
egy,103.7,1980
egy,103.9,1985
egy,104.2,1990
egy,104.5,1995
egy,104.6,2000
egy,104.7,2005
egy,104.6,2010
egy,104.6,2015
egy,104.6,2020
egy,104.6,2025
egy,104.7,2030
egy,104.8,2035
egy,105.0,2040
egy,105.1,2045
egy,105.1,2050
slv,101.4,1950
slv,100.9,1955
slv,101.6,1960
slv,101.9,1965
slv,102.0,1970
slv,101.0,1975
slv,101.6,1980
slv,102.0,1985
slv,102.7,1990
slv,103.4,1995
slv,104.0,2000
slv,104.5,2005
slv,104.4,2010
slv,104.5,2015
slv,104.5,2020
slv,104.5,2025
slv,104.4,2030
slv,104.4,2035
slv,104.4,2040
slv,104.4,2045
slv,104.4,2050
gnq,97.28,1950
gnq,97.47,1955
gnq,98.35,1960
gnq,98.95,1965
gnq,99.2,1970
gnq,99.4,1975
gnq,99.57,1980
gnq,99.86,1985
gnq,100.1,1990
gnq,100.3,1995
gnq,100.5,2000
gnq,100.7,2005
gnq,100.9,2010
gnq,101.0,2015
gnq,101.1,2020
gnq,101.1,2025
gnq,101.2,2030
gnq,101.3,2035
gnq,101.3,2040
gnq,101.3,2045
gnq,101.3,2050
eri,102.8,1950
eri,102.8,1955
eri,102.6,1960
eri,101.8,1965
eri,101.7,1970
eri,101.7,1975
eri,102.8,1980
eri,101.8,1985
eri,100.8,1990
eri,100.2,1995
eri,100.8,2000
eri,101.4,2005
eri,101.9,2010
eri,102.1,2015
eri,102.3,2020
eri,102.5,2025
eri,102.6,2030
eri,102.8,2035
eri,102.9,2040
eri,102.9,2045
eri,103.0,2050
est,106.1,1950
est,106.5,1955
est,104.4,1960
est,103.7,1965
est,104.4,1970
est,104.9,1975
est,104.1,1980
est,105.2,1985
est,104.2,1990
est,105.1,1995
est,105.7,2000
est,105.9,2005
est,105.8,2010
est,105.6,2015
est,105.6,2020
est,105.6,2025
est,105.7,2030
est,105.7,2035
est,105.8,2040
est,105.8,2045
est,105.8,2050
eth,101.4,1950
eth,100.6,1955
eth,99.96,1960
eth,99.42,1965
eth,99.68,1970
eth,99.97,1975
eth,100.2,1980
eth,100.3,1985
eth,100.4,1990
eth,100.6,1995
eth,100.8,2000
eth,101.0,2005
eth,101.2,2010
eth,101.3,2015
eth,101.3,2020
eth,101.4,2025
eth,101.4,2030
eth,101.4,2035
eth,101.4,2040
eth,101.5,2045
eth,101.5,2050
fji,101.5,1950
fji,100.0,1955
fji,103.2,1960
fji,103.8,1965
fji,103.8,1970
fji,103.7,1975
fji,104.5,1980
fji,105.2,1985
fji,105.7,1990
fji,106.1,1995
fji,106.4,2000
fji,106.2,2005
fji,106.3,2010
fji,106.4,2015
fji,106.5,2020
fji,106.5,2025
fji,106.5,2030
fji,106.5,2035
fji,106.6,2040
fji,106.6,2045
fji,106.7,2050
fin,104.1,1950
fin,104.1,1955
fin,104.1,1960
fin,104.0,1965
fin,104.1,1970
fin,104.3,1975
fin,104.5,1980
fin,104.7,1985
fin,104.6,1990
fin,104.4,1995
fin,104.3,2000
fin,104.2,2005
fin,104.5,2010
fin,104.5,2015
fin,104.5,2020
fin,104.6,2025
fin,104.6,2030
fin,104.6,2035
fin,104.6,2040
fin,104.6,2045
fin,104.6,2050
fra,103.0,1950
fra,103.9,1955
fra,103.9,1960
fra,104.0,1965
fra,104.1,1970
fra,104.6,1975
fra,104.9,1980
fra,104.9,1985
fra,104.8,1990
fra,104.8,1995
fra,104.8,2000
fra,104.9,2005
fra,104.6,2010
fra,104.2,2015
fra,104.0,2020
fra,103.9,2025
fra,103.9,2030
fra,104.0,2035
fra,104.0,2040
fra,104.0,2045
fra,104.0,2050
guf,95.16,1950
guf,98.73,1955
guf,98.9,1960
guf,101.2,1965
guf,101.6,1970
guf,100.5,1975
guf,102.7,1980
guf,103.5,1985
guf,103.5,1990
guf,104.5,1995
guf,106.0,2000
guf,102.2,2005
guf,103.0,2010
guf,103.8,2015
guf,104.2,2020
guf,104.4,2025
guf,104.5,2030
guf,104.6,2035
guf,104.6,2040
guf,104.7,2045
guf,104.7,2050
pyf,103.6,1950
pyf,103.6,1955
pyf,103.6,1960
pyf,103.8,1965
pyf,104.0,1970
pyf,102.6,1975
pyf,104.0,1980
pyf,104.4,1985
pyf,105.4,1990
pyf,105.8,1995
pyf,106.5,2000
pyf,105.9,2005
pyf,105.1,2010
pyf,105.0,2015
pyf,105.0,2020
pyf,105.1,2025
pyf,105.1,2030
pyf,105.1,2035
pyf,105.1,2040
pyf,105.1,2045
pyf,105.1,2050
gab,99.17,1950
gab,99.11,1955
gab,99.17,1960
gab,99.32,1965
gab,99.73,1970
gab,99.74,1975
gab,100.3,1980
gab,100.8,1985
gab,101.1,1990
gab,101.4,1995
gab,101.6,2000
gab,101.8,2005
gab,101.9,2010
gab,101.9,2015
gab,102.0,2020
gab,102.1,2025
gab,102.2,2030
gab,102.2,2035
gab,102.2,2040
gab,102.2,2045
