geo,time,sg_population
arm,1972,2643464.0
arm,1973,2705584.0
arm,1974,2766495.0
arm,1975,2825650.0
arm,1976,2882831.0
arm,1977,2938181.0
arm,1978,2991954.0
arm,1979,3044564.0
arm,1980,3096298.0
arm,1981,3145885.0
arm,1982,3192877.0
arm,1983,3239212.0
arm,1984,3287588.0
arm,1985,3339147.0
arm,1986,3396511.0
arm,1987,3457054.0
arm,1988,3510439.0
arm,1989,3542720.0
arm,1990,3544695.0
arm,1991,3511912.0
arm,1992,3449497.0
arm,1993,3369673.0
arm,1994,3289943.0
arm,1995,3223173.0
arm,1996,3173425.0
arm,1997,3137652.0
arm,1998,3112958.0
arm,1999,3093820.0
arm,2000,3076098.0
arm,2001,3060036.0
arm,2002,3047249.0
arm,2003,3036420.0
arm,2004,3025982.0
arm,2005,3014917.0
arm,2006,3002161.0
arm,2007,2988117.0
arm,2008,2975029.0
arm,2009,2966108.0
arm,2010,2963496.0
arm,2011,2967984.0
arm,2012,2978339.0
arm,2013,2992192.0
arm,2014,3006154.0
arm,2015,3017712.0
asm,1800,8170.0
asm,1810,8156.0
asm,1820,8142.0
asm,1830,8128.0
asm,1840,8114.0
asm,1850,7958.0
asm,1860,7564.0
asm,1870,7057.0
asm,1880,6582.0
asm,1890,6139.0
asm,1900,5949.0
asm,1910,7047.0
asm,1920,8173.0
asm,1930,10081.0
asm,1940,13135.0
asm,1950,18937.0
asm,1951,19295.0
asm,1952,19543.0
asm,1953,19683.0
asm,1954,19729.0
asm,1955,19706.0
asm,1956,19647.0
asm,1957,19597.0
asm,1958,19606.0
asm,1959,19729.0
asm,1960,20012.0
asm,1961,20478.0
asm,1962,21118.0
asm,1963,21883.0
asm,1964,22701.0
asm,1965,23518.0
asm,1966,24320.0
asm,1967,25116.0
asm,1968,25886.0
asm,1969,26615.0
asm,1970,27292.0
asm,1971,27916.0
asm,1972,28490.0
asm,1973,29014.0
asm,1974,29491.0
asm,1975,29932.0
asm,1976,30325.0
asm,1977,30690.0
asm,1978,31105.0
asm,1979,31670.0
asm,1980,32456.0
asm,1981,33488.0
asm,1982,34740.0
asm,1983,36165.0
asm,1984,37687.0
asm,1985,39247.0
asm,1986,40835.0
asm,1987,42448.0
asm,1988,44049.0
asm,1989,45591.0
asm,1990,47044.0
asm,1991,48379.0
asm,1992,49597.0
asm,1993,50725.0
asm,1994,51807.0
asm,1995,52874.0
asm,1996,53926.0
asm,1997,54942.0
asm,1998,55899.0
asm,1999,56768.0
asm,2000,57522.0
asm,2001,58176.0
asm,2002,58729.0
asm,2003,59117.0
asm,2004,59262.0
asm,2005,59117.0
asm,2006,58648.0
asm,2007,57904.0
asm,2008,57031.0
asm,2009,56226.0
asm,2010,55636.0
asm,2011,55316.0
asm,2012,55227.0
asm,2013,55302.0
asm,2014,55434.0
asm,2015,55538.0
atg,1800,37000.0
atg,1810,37000.0
atg,1820,37000.0
atg,1830,37000.0
atg,1840,37000.0
atg,1850,37000.0
atg,1860,36532.0
atg,1870,35546.0
atg,1880,35222.0
atg,1890,36286.0
atg,1900,34925.0
atg,1910,32119.0
atg,1920,30000.0
atg,1930,33647.0
atg,1940,38495.0
atg,1950,46301.0
atg,1951,48306.0
atg,1952,49887.0
atg,1953,51092.0
atg,1954,51979.0
atg,1955,52611.0
atg,1956,53062.0
atg,1957,53411.0
atg,1958,53744.0
atg,1959,54143.0
atg,1960,54681.0
atg,1961,55403.0
atg,1962,56311.0
atg,1963,57368.0
atg,1964,58500.0
atg,1965,59653.0
atg,1966,60818.0
atg,1967,62002.0
atg,1968,63176.0
atg,1969,64307.0
atg,1970,65369.0
atg,1971,66338.0
atg,1972,67205.0
atg,1973,67972.0
atg,1974,68655.0
atg,1975,69253.0
atg,1976,69782.0
atg,1977,70223.0
atg,1978,70508.0
atg,1979,70553.0
atg,1980,70301.0
atg,1981,69750.0
atg,1982,68950.0
atg,1983,67958.0
atg,1984,66863.0
atg,1985,65744.0
atg,1986,64605.0
atg,1987,63484.0
atg,1988,62538.0
atg,1989,61967.0
atg,1990,61906.0
atg,1991,62412.0
atg,1992,63434.0
atg,1993,64868.0
atg,1994,66550.0
atg,1995,68349.0
atg,1996,70245.0
atg,1997,72232.0
atg,1998,74206.0
atg,1999,76041.0
atg,2000,77648.0
atg,2001,78972.0
atg,2002,80030.0
atg,2003,80904.0
atg,2004,81718.0
atg,2005,82565.0
atg,2006,83467.0
atg,2007,84397.0
atg,2008,85350.0
atg,2009,86300.0
atg,2010,87233.0
atg,2011,88152.0
atg,2012,89069.0
atg,2013,89985.0
atg,2014,90900.0
atg,2015,91818.0
aus,1800,351014.0
aus,1810,342440.0
aus,1820,334002.0
aus,1830,348143.0
aus,1840,434095.0
aus,1850,742619.0
aus,1860,1256048.0
aus,1870,1724213.0
aus,1880,2253007.0
aus,1890,3088808.0
aus,1900,3743708.0
aus,1910,4408209.0
aus,1920,5345428.0
aus,1930,6473803.0
aus,1940,7052012.0
aus,1950,8177344.0
aus,1951,8417640.0
aus,1952,8627052.0
aus,1953,8821938.0
aus,1954,9014508.0
aus,1955,9212824.0
aus,1956,9420602.0
aus,1957,9637408.0
aus,1958,9859257.0
aus,1959,10079604.0
aus,1960,10292328.0
aus,1961,10494911.0
aus,1962,10691220.0
aus,1963,10892700.0
aus,1964,11114995.0
aus,1965,11368011.0
aus,1966,11657281.0
aus,1967,11975795.0
aus,1968,12305530.0
aus,1969,12621240.0
aus,1970,12904760.0
aus,1971,13150591.0
aus,1972,13364238.0
aus,1973,13552190.0
aus,1974,13725400.0
aus,1975,13892674.0
aus,1976,14054956.0
aus,1977,14211657.0
aus,1978,14368543.0
aus,1979,14532401.0
aus,1980,14708323.0
aus,1981,14898019.0
aus,1982,15101227.0
aus,1983,15318254.0
aus,1984,15548591.0
aus,1985,15791043.0
aus,1986,16047026.0
aus,1987,16314778.0
aus,1988,16585905.0
aus,1989,16849253.0
aus,1990,17096869.0
aus,1991,17325818.0
aus,1992,17538387.0
aus,1993,17738428.0
aus,1994,17932214.0
aus,1995,18124770.0
aus,1996,18318340.0
aus,1997,18512971.0
aus,1998,18709175.0
aus,1999,18906936.0
aus,2000,19107251.0
aus,2001,19308681.0
aus,2002,19514385.0
aus,2003,19735255.0
aus,2004,19985475.0
aus,2005,20274282.0
aus,2006,20606228.0
aus,2007,20975949.0
aus,2008,21370348.0
aus,2009,21770690.0
aus,2010,22162863.0
aus,2011,22542371.0
aus,2012,22911375.0
aus,2013,23270465.0
aus,2014,23622353.0
aus,2015,23968973.0
aut,1800,3205587.0
aut,1810,3286650.0
aut,1820,3391206.0
aut,1830,3538286.0
aut,1840,3728381.0
aut,1850,3962619.0
aut,1860,4235926.0
aut,1870,4556658.0
aut,1880,4947026.0
aut,1890,5408503.0
aut,1900,5979725.0
aut,1910,6608155.0
aut,1920,6459401.0
aut,1930,6684058.0
aut,1940,6700724.0
aut,1950,6936445.0
aut,1951,6930348.0
aut,1952,6929289.0
aut,1953,6932427.0
aut,1954,6939230.0
aut,1955,6949482.0
aut,1956,6963298.0
aut,1957,6981105.0
aut,1958,7003575.0
aut,1959,7031513.0
aut,1960,7065525.0
aut,1961,7105654.0
aut,1962,7151077.0
aut,1963,7199962.0
aut,1964,7249855.0
aut,1965,7298794.0
aut,1966,7345865.0
aut,1967,7390853.0
aut,1968,7433328.0
aut,1969,7473058.0
aut,1970,7509746.0
aut,1971,7543451.0
aut,1972,7573660.0
aut,1973,7598925.0
aut,1974,7617432.0
aut,1975,7628138.0
aut,1976,7630536.0
aut,1977,7625724.0
aut,1978,7616309.0
aut,1979,7605888.0
aut,1980,7597269.0
aut,1981,7591618.0
aut,1982,7588957.0
