gnipercapita_constant_2000_us,geo,time
11600.0,cyp,1995
11640.0,cyp,1996
11660.0,cyp,1997
13220.0,cyp,1998
12470.0,cyp,1999
12550.0,cyp,2000
13060.0,cyp,2001
13470.0,cyp,2002
13640.0,cyp,2003
13580.0,cyp,2004
13810.0,cyp,2005
14010.0,cyp,2006
14370.0,cyp,2007
14600.0,cyp,2008
14950.0,cyp,2009
14930.0,cyp,2010
4857.0,cze,1992
4805.0,cze,1993
4926.0,cze,1994
5199.0,cze,1995
5393.0,cze,1996
5350.0,cze,1997
5332.0,cze,1998
5398.0,cze,1999
5626.0,cze,2000
5756.0,cze,2001
5840.0,cze,2002
6072.0,cze,2003
6270.0,cze,2004
6723.0,cze,2005
7109.0,cze,2006
7312.0,cze,2007
7672.0,cze,2008
7115.0,cze,2009
7295.0,cze,2010
7405.0,cze,2011
16450.0,dnk,1970
16810.0,dnk,1971
17400.0,dnk,1972
18120.0,dnk,1973
17760.0,dnk,1974
17550.0,dnk,1975
18570.0,dnk,1976
18940.0,dnk,1977
19330.0,dnk,1978
19860.0,dnk,1979
19580.0,dnk,1980
19260.0,dnk,1981
19850.0,dnk,1982
20430.0,dnk,1983
21190.0,dnk,1984
22020.0,dnk,1985
23130.0,dnk,1986
23250.0,dnk,1987
23160.0,dnk,1988
23200.0,dnk,1989
23480.0,dnk,1990
23710.0,dnk,1991
24190.0,dnk,1992
24250.0,dnk,1993
25530.0,dnk,1994
26280.0,dnk,1995
26820.0,dnk,1996
27530.0,dnk,1997
28100.0,dnk,1998
28800.0,dnk,1999
29350.0,dnk,2000
29660.0,dnk,2001
29770.0,dnk,2002
29970.0,dnk,2003
30900.0,dnk,2004
31870.0,dnk,2005
32990.0,dnk,2006
33110.0,dnk,2007
32820.0,dnk,2008
30750.0,dnk,2009
31240.0,dnk,2010
31670.0,dnk,2011
1134.0,dji,1991
1107.0,dji,1992
1026.0,dji,1993
985.1,dji,1994
931.4,dji,1995
865.8,dji,1996
825.7,dji,1997
795.9,dji,1998
789.3,dji,1999
774.7,dji,2000
766.8,dji,2001
773.8,dji,2002
826.7,dji,2003
855.3,dji,2004
864.0,dji,2005
2204.0,dma,1977
2426.0,dma,1978
1964.0,dma,1979
2248.0,dma,1980
2524.0,dma,1981
2624.0,dma,1982
2690.0,dma,1983
2812.0,dma,1984
2780.0,dma,1985
3093.0,dma,1986
3303.0,dma,1987
3648.0,dma,1988
3605.0,dma,1989
3877.0,dma,1990
3854.0,dma,1991
3941.0,dma,1992
4022.0,dma,1993
3990.0,dma,1994
4033.0,dma,1995
4063.0,dma,1996
4206.0,dma,1997
4468.0,dma,1998
4349.0,dma,1999
4154.0,dma,2000
4375.0,dma,2001
4261.0,dma,2002
4631.0,dma,2003
4721.0,dma,2004
4771.0,dma,2005
5229.0,dma,2006
843.7,dom,1961
951.8,dom,1962
983.2,dom,1963
1019.0,dom,1964
871.7,dom,1965
952.2,dom,1966
955.2,dom,1967
930.8,dom,1968
1001.0,dom,1969
1167.0,dom,1970
1266.0,dom,1971
1386.0,dom,1972
1501.0,dom,1973
1545.0,dom,1974
1586.0,dom,1975
1651.0,dom,1976
1668.0,dom,1977
1689.0,dom,1978
1739.0,dom,1979
1766.0,dom,1980
1790.0,dom,1981
1794.0,dom,1982
1831.0,dom,1983
1816.0,dom,1984
1700.0,dom,1985
1749.0,dom,1986
1867.0,dom,1987
1845.0,dom,1988
1907.0,dom,1989
1775.0,dom,1990
1766.0,dom,1991
1911.0,dom,1992
1977.0,dom,1993
1997.0,dom,1994
2069.0,dom,1995
2196.0,dom,1996
2330.0,dom,1997
2446.0,dom,1998
2562.0,dom,1999
2672.0,dom,2000
2675.0,dom,2001
2790.0,dom,2002
2682.0,dom,2003
2623.0,dom,2004
2911.0,dom,2005
3190.0,dom,2006
3416.0,dom,2007
3589.0,dom,2008
3666.0,dom,2009
3914.0,dom,2010
4027.0,dom,2011
784.7,ecu,1961
799.7,ecu,1962
813.3,ecu,1963
851.8,ecu,1964
849.4,ecu,1965
824.6,ecu,1966
858.1,ecu,1967
851.8,ecu,1968
873.3,ecu,1969
910.9,ecu,1970
937.3,ecu,1971
951.1,ecu,1972
1049.0,ecu,1973
1100.0,ecu,1974
1202.0,ecu,1975
1249.0,ecu,1976
1236.0,ecu,1977
1276.0,ecu,1978
1289.0,ecu,1979
1308.0,ecu,1980
1306.0,ecu,1981
1239.0,ecu,1982
1173.0,ecu,1983
1167.0,ecu,1984
1147.0,ecu,1985
1168.0,ecu,1986
1098.0,ecu,1987
1154.0,ecu,1988
1135.0,ecu,1989
1141.0,ecu,1990
1200.0,ecu,1991
1220.0,ecu,1992
1229.0,ecu,1993
1270.0,ecu,1994
1276.0,ecu,1995
1281.0,ecu,1996
1317.0,ecu,1997
1317.0,ecu,1998
1181.0,ecu,1999
1177.0,ecu,2000
1256.0,ecu,2001
1308.0,ecu,2002
1327.0,ecu,2003
1413.0,ecu,2004
1482.0,ecu,2005
1536.0,ecu,2006
1544.0,ecu,2007
1659.0,ecu,2008
1645.0,ecu,2009
1694.0,ecu,2010
1744.0,ecu,2011
437.9,egy,1961
454.6,egy,1962
482.3,egy,1963
506.2,egy,1964
538.3,egy,1965
530.6,egy,1966
522.5,egy,1967
524.0,egy,1968
543.1,egy,1969
560.4,egy,1970
566.3,egy,1971
565.8,egy,1972
553.7,egy,1973
554.7,egy,1974
585.0,egy,1975
653.1,egy,1976
717.9,egy,1977
729.6,egy,1978
741.2,egy,1979
789.4,egy,1980
792.7,egy,1981
857.3,egy,1982
901.8,egy,1983
932.6,egy,1984
936.8,egy,1985
929.1,egy,1986
1042.0,egy,1987
1080.0,egy,1988
1101.0,egy,1989
1126.0,egy,1990
1133.0,egy,1991
1164.0,egy,1992
1172.0,egy,1993
1211.0,egy,1994
1252.0,egy,1995
1299.0,egy,1996
1354.0,egy,1997
1387.0,egy,1998
1442.0,egy,1999
1490.0,egy,2000
1517.0,egy,2001
1510.0,egy,2002
1526.0,egy,2003
1557.0,egy,2004
1596.0,egy,2005
1687.0,egy,2006
1781.0,egy,2007
1874.0,egy,2008
1914.0,egy,2009
1940.0,egy,2010
1929.0,egy,2011
1447.0,slv,1961
1568.0,slv,1962
1583.0,slv,1963
1677.0,slv,1964
1710.0,slv,1965
1781.0,slv,1966
1822.0,slv,1967
1830.0,slv,1968
1843.0,slv,1969
1847.0,slv,1970
1868.0,slv,1971
1929.0,slv,1972
1970.0,slv,1973
2008.0,slv,1974
2019.0,slv,1975
2105.0,slv,1976
2193.0,slv,1977
2252.0,slv,1978
2130.0,slv,1979
1826.0,slv,1980
1603.0,slv,1981
1472.0,slv,1982
1472.0,slv,1983
1473.0,slv,1984
1471.0,slv,1985
1452.0,slv,1986
1472.0,slv,1987
1483.0,slv,1988
1479.0,slv,1989
1538.0,slv,1990
1567.0,slv,1991
1670.0,slv,1992
1761.0,slv,1993
1851.0,slv,1994
1951.0,slv,1995
1967.0,slv,1996
2022.0,slv,1997
2086.0,slv,1998
2125.0,slv,1999
2168.0,slv,2000
2196.0,slv,2001
2231.0,slv,2002
2261.0,slv,2003
2294.0,slv,2004
2368.0,slv,2005
2464.0,slv,2006
2550.0,slv,2007
2583.0,slv,2008
2468.0,slv,2009
2492.0,slv,2010
2510.0,slv,2011
1699.0,gnq,2000
134.9,eri,1992
153.2,eri,1993
185.5,eri,1994
191.5,eri,1995
201.3,eri,1996
213.9,eri,1997
213.9,eri,1998
207.8,eri,1999
172.9,eri,2000
200.8,eri,2001
197.4,eri,2002
183.8,eri,2003
178.6,eri,2004
177.2,eri,2005
169.5,eri,2006
166.8,eri,2007
2851.0,est,1995
3074.0,est,1996
3380.0,est,1997
3692.0,est,1998
3704.0,est,1999
4008.0,est,2000
4241.0,est,2001
4532.0,est,2002
4845.0,est,2003
5186.0,est,2004
5715.0,est,2005
6205.0,est,2006
6566.0,est,2007
6422.0,est,2008
5665.0,est,2009
5671.0,est,2010
6105.0,est,2011
141.7,eth,1981
139.0,eth,1982
145.8,eth,1983
137.0,eth,1984
117.7,eth,1985
125.0,eth,1986
137.7,eth,1987
133.8,eth,1988
128.8,eth,1989
128.2,eth,1990
115.1,eth,1991
101.5,eth,1992
110.5,eth,1993
110.3,eth,1994
113.9,eth,1995
124.6,eth,1996
124.2,eth,1997
116.9,eth,1998
119.9,eth,1999
123.8,eth,2000
130.8,eth,2001
129.6,eth,2002
123.4,eth,2003
137.0,eth,2004
150.0,eth,2005
162.6,eth,2006
177.7,eth,2007
192.6,eth,2008
204.6,eth,2009
219.7,eth,2010
230.7,eth,2011
24120.0,fro,2000
2116.0,fji,2000
7801.0,fin,1961
7971.0,fin,1962
8166.0,fin,1963
8539.0,fin,1964
8957.0,fin,1965
9131.0,fin,1966
9265.0,fin,1967
9426.0,fin,1968
10330.0,fin,1969
10920.0,fin,1970
11160.0,fin,1971
11940.0,fin,1972
12690.0,fin,1973
13040.0,fin,1974
13180.0,fin,1975
13170.0,fin,1976
13110.0,fin,1977
13460.0,fin,1978
14420.0,fin,1979
15150.0,fin,1980
15200.0,fin,1981
15530.0,fin,1982
15910.0,fin,1983
16340.0,fin,1984
16850.0,fin,1985
17290.0,fin,1986
17830.0,fin,1987
18750.0,fin,1988
19430.0,fin,1989
19350.0,fin,1990
17920.0,fin,1991
17000.0,fin,1992
16660.0,fin,1993
17410.0,fin,1994
18210.0,fin,1995
18940.0,fin,1996
20230.0,fin,1997
21080.0,fin,1998
22090.0,fin,1999
23350.0,fin,2000
23980.0,fin,2001
24440.0,fin,2002
24640.0,fin,2003
25980.0,fin,2004
26560.0,fin,2005
27760.0,fin,2006
28860.0,fin,2007
28940.0,fin,2008
26680.0,fin,2009
27560.0,fin,2010
28070.0,fin,2011
7871.0,fra,1961
8289.0,fra,1962
8615.0,fra,1963
9054.0,fra,1964
9375.0,fra,1965
9755.0,fra,1966
10130.0,fra,1967
10470.0,fra,1968
11110.0,fra,1969
11650.0,fra,1970
12190.0,fra,1971
12620.0,fra,1972
13350.0,fra,1973
13890.0,fra,1974
13590.0,fra,1975
14120.0,fra,1976
14560.0,fra,1977
15000.0,fra,1978
15460.0,fra,1979
15700.0,fra,1980
15760.0,fra,1981
15990.0,fra,1982
15990.0,fra,1983
16110.0,fra,1984
16360.0,fra,1985
16690.0,fra,1986
17040.0,fra,1987
17700.0,fra,1988
18300.0,fra,1989
18700.0,fra,1990
18780.0,fra,1991
19020.0,fra,1992
18850.0,fra,1993
19150.0,fra,1994
19450.0,fra,1995
19690.0,fra,1996
20110.0,fra,1997
20720.0,fra,1998
21490.0,fra,1999
22080.0,fra,2000
22310.0,fra,2001
22210.0,fra,2002
22320.0,fra,2003
22790.0,fra,2004
23090.0,fra,2005
23540.0,fra,2006
23930.0,fra,2007
23780.0,fra,2008
22930.0,fra,2009
23190.0,fra,2010
23450.0,fra,2011
14510.0,pyf,2000
2081.0,gab,1961
2196.0,gab,1962
2876.0,gab,1963
2342.0,gab,1964
2510.0,gab,1965
2628.0,gab,1966
2691.0,gab,1967
2728.0,gab,1968
2982.0,gab,1969
3235.0,gab,1970
3451.0,gab,1971
3772.0,gab,1972
4000.0,gab,1973
5289.0,gab,1974
6301.0,gab,1975
8462.0,gab,1976
7236.0,gab,1977
5063.0,gab,1978
4718.0,gab,1979
4694.0,gab,1980
4887.0,gab,1981
4615.0,gab,1982
4732.0,gab,1983
5166.0,gab,1984
4878.0,gab,1985
4786.0,gab,1986
3844.0,gab,1987
4207.0,gab,1988
4504.0,gab,1989
4339.0,gab,1990
4478.0,gab,1991
4090.0,gab,1992
4065.0,gab,1993
4192.0,gab,1994
4214.0,gab,1995
4191.0,gab,1996
4334.0,gab,1997
4551.0,gab,1998
3934.0,gab,1999
3472.0,gab,2000
3655.0,gab,2001
3747.0,gab,2002
3649.0,gab,2003
3335.0,gab,2004
3585.0,gab,2005
3389.0,gab,2006
3582.0,gab,2007
3535.0,gab,2008
3703.0,gab,2009
3602.0,gab,2010
3577.0,gab,2011
507.2,gmb,1971
489.0,gmb,1972
524.7,gmb,1973
542.6,gmb,1974
598.2,gmb,1975
633.7,gmb,1976
638.4,gmb,1977
644.9,gmb,1978
606.5,gmb,1979
618.1,gmb,1980
618.2,gmb,1981
579.3,gmb,1982
594.6,gmb,1983
645.4,gmb,1984
679.7,gmb,1985
705.2,gmb,1986
676.4,gmb,1987
599.9,gmb,1988
556.1,gmb,1989
539.3,gmb,1990
568.4,gmb,1991
571.2,gmb,1992
572.0,gmb,1993
558.0,gmb,1994
549.8,gmb,1995
547.2,gmb,1996
551.0,gmb,1997
553.3,gmb,1998
569.7,gmb,1999
583.1,gmb,2000
594.8,gmb,2001
550.6,gmb,2002
571.5,gmb,2003
595.0,gmb,2004
574.7,gmb,2005
574.9,gmb,2006
602.5,gmb,2007
630.8,gmb,2008
654.8,gmb,2009
680.6,gmb,2010
696.8,gmb,2011
718.5,geo,2000
11970.0,deu,1970
12300.0,deu,1971
12760.0,deu,1972
13320.0,deu,1973
13440.0,deu,1974
13390.0,deu,1975
14120.0,deu,1976
14600.0,deu,1977
15110.0,deu,1978
15680.0,deu,1979
15870.0,deu,1980
15910.0,deu,1981
15850.0,deu,1982
16190.0,deu,1983
16760.0,deu,1984
17190.0,deu,1985
17540.0,deu,1986
17730.0,deu,1987
18410.0,deu,1988
19000.0,deu,1989
19830.0,deu,1990
20540.0,deu,1991
20750.0,deu,1992
20370.0,deu,1993
20650.0,deu,1994
20880.0,deu,1995
21030.0,deu,1996
21330.0,deu,1997
21650.0,deu,1998
22020.0,deu,1999
22700.0,deu,2000
22990.0,deu,2001
22900.0,deu,2002
22920.0,deu,2003
23590.0,deu,2004
23830.0,deu,2005
24960.0,deu,2006
25730.0,deu,2007
25940.0,deu,2008
24890.0,deu,2009
25770.0,deu,2010
26580.0,deu,2011
252.1,gha,2000
3782.0,grc,1961
3819.0,grc,1962
4192.0,grc,1963
4522.0,grc,1964
4919.0,grc,1965
5181.0,grc,1966
5421.0,grc,1967
5747.0,grc,1968
6289.0,grc,1969
6781.0,grc,1970
7320.0,grc,1971
8007.0,grc,1972
8617.0,grc,1973
8104.0,grc,1974
8499.0,grc,1975
8967.0,grc,1976
9121.0,grc,1977
9613.0,grc,1978
9820.0,grc,1979
9824.0,grc,1980
9548.0,grc,1981
9395.0,grc,1982
9205.0,grc,1983
9250.0,grc,1984
9420.0,grc,1985
9387.0,grc,1986
9197.0,grc,1987
9535.0,grc,1988
9862.0,grc,1989
9918.0,grc,1990
10170.0,grc,1991
10160.0,grc,1992
9875.0,grc,1993
9995.0,grc,1994
10130.0,grc,1995
10260.0,grc,1996
10580.0,grc,1997
10870.0,grc,1998
11040.0,grc,1999
11440.0,grc,2000
11930.0,grc,2001
12250.0,grc,2002
12830.0,grc,2003
13330.0,grc,2004
13460.0,grc,2005
14050.0,grc,2006
14310.0,grc,2007
14170.0,grc,2008
13770.0,grc,2009
13210.0,grc,2010
12250.0,grc,2011
18560.0,grl,2000
4787.0,grd,2000
961.7,gtm,1961
970.1,gtm,1962
1033.0,gtm,1963
1050.0,gtm,1964
1072.0,gtm,1965
1098.0,gtm,1966
1110.0,gtm,1967
1168.0,gtm,1968
1190.0,gtm,1969
1225.0,gtm,1970
1258.0,gtm,1971
1314.0,gtm,1972
1371.0,gtm,1973
1424.0,gtm,1974
1411.0,gtm,1975
1489.0,gtm,1976
1574.0,gtm,1977
1617.0,gtm,1978
1659.0,gtm,1979
1670.0,gtm,1980
1633.0,gtm,1981
1533.0,gtm,1982
1458.0,gtm,1983
1416.0,gtm,1984
1381.0,gtm,1985
1334.0,gtm,1986
1356.0,gtm,1987
1381.0,gtm,1988
1405.0,gtm,1989
1417.0,gtm,1990
1447.0,gtm,1991
1483.0,gtm,1992
1508.0,gtm,1993
1530.0,gtm,1994
1570.0,gtm,1995
1575.0,gtm,1996
1608.0,gtm,1997
1659.0,gtm,1998
1678.0,gtm,1999
1697.0,gtm,2000
1709.0,gtm,2001
1715.0,gtm,2002
1714.0,gtm,2003
1719.0,gtm,2004
1730.0,gtm,2005
1771.0,gtm,2006
1833.0,gtm,2007
1849.0,gtm,2008
1802.0,gtm,2009
1808.0,gtm,2010
1824.0,gtm,2011
317.0,gin,1986
326.5,gin,1987
340.3,gin,1988
335.4,gin,1989
340.1,gin,1990
330.8,gin,1991
326.6,gin,1992
329.2,gin,1993
325.9,gin,1994
326.4,gin,1995
332.4,gin,1996
337.1,gin,1997
346.5,gin,1998
362.2,gin,1999
363.7,gin,2000
366.4,gin,2001
381.9,gin,2002
371.5,gin,2003
373.2,gin,2004
493.0,gin,2005
489.5,gin,2006
500.2,gin,2007
503.3,gin,2008
493.8,gin,2009
501.0,gin,2010
163.7,gnb,2000
901.0,guy,2000
738.5,hnd,1961
749.3,hnd,1962
747.6,hnd,1963
762.5,hnd,1964
799.1,hnd,1965
816.8,hnd,1966
835.8,hnd,1967
868.1,hnd,1968
857.8,hnd,1969
862.3,hnd,1970
874.8,hnd,1971
899.3,hnd,1972
939.5,hnd,1973
919.5,hnd,1974
901.7,hnd,1975
946.9,hnd,1976
1010.0,hnd,1977
1080.0,hnd,1978
1092.0,hnd,1979
1056.0,hnd,1980
1061.0,hnd,1981
1001.0,hnd,1982
979.6,hnd,1983
988.3,hnd,1984
1002.0,hnd,1985
973.5,hnd,1986
995.2,hnd,1987
1014.0,hnd,1988
1034.0,hnd,1989
971.3,hnd,1990
967.8,hnd,1991
986.7,hnd,1992
1062.0,hnd,1993
1022.0,hnd,1994
1022.0,hnd,1995
1041.0,hnd,1996
1091.0,hnd,1997
1104.0,hnd,1998
1070.0,hnd,1999
1118.0,hnd,2000
1095.0,hnd,2001
1113.0,hnd,2002
1146.0,hnd,2003
1187.0,hnd,2004
1239.0,hnd,2005
1292.0,hnd,2006
1368.0,hnd,2007
1392.0,hnd,2008
1336.0,hnd,2009
1344.0,hnd,2010
1337.0,hnd,2011
24200.0,hkg,1999
25540.0,hkg,2000
25900.0,hkg,2001
25780.0,hkg,2002
27130.0,hkg,2003
29030.0,hkg,2004
30420.0,hkg,2005
32900.0,hkg,2006
34970.0,hkg,2007
36260.0,hkg,2008
34400.0,hkg,2009
36260.0,hkg,2010
1808.0,hun,1965
1936.0,hun,1966
2074.0,hun,1967
2167.0,hun,1968
2307.0,hun,1969
2379.0,hun,1970
2521.0,hun,1971
2668.0,hun,1972
2843.0,hun,1973
2993.0,hun,1974
3149.0,hun,1975
3266.0,hun,1976
3486.0,hun,1977
3615.0,hun,1978
3690.0,hun,1979
3703.0,hun,1980
3736.0,hun,1981
3800.0,hun,1982
3879.0,hun,1983
3967.0,hun,1984
3965.0,hun,1985
4038.0,hun,1986
4217.0,hun,1987
4223.0,hun,1988
4257.0,hun,1989
4168.0,hun,1990
3616.0,hun,1991
3531.0,hun,1992
3658.0,hun,1993
3756.0,hun,1994
3755.0,hun,1995
3747.0,hun,1996
3808.0,hun,1997
3966.0,hun,1998
4098.0,hun,1999
4317.0,hun,2000
4482.0,hun,2001
4687.0,hun,2002
4911.0,hun,2003
5126.0,hun,2004
5333.0,hun,2005
5553.0,hun,2006
5475.0,hun,2007
5570.0,hun,2008
5307.0,hun,2009
5363.0,hun,2010
9876.0,isl,1961
10510.0,isl,1962
11400.0,isl,1963
12320.0,isl,1964
12980.0,isl,1965
13890.0,isl,1966
13470.0,isl,1967
12520.0,isl,1968
12670.0,isl,1969
13600.0,isl,1970
15290.0,isl,1971
15940.0,isl,1972
16780.0,isl,1973
17470.0,isl,1974
17190.0,isl,1975
17990.0,isl,1976
19510.0,isl,1977
20440.0,isl,1978
21220.0,isl,1979
22190.0,isl,1980
22710.0,isl,1981
22770.0,isl,1982
21800.0,isl,1983
22330.0,isl,1984
23020.0,isl,1985
24440.0,isl,1986
26520.0,isl,1987
26020.0,isl,1988
25500.0,isl,1989
25650.0,isl,1990
25480.0,isl,1991
24410.0,isl,1992
24440.0,isl,1993
24930.0,isl,1994
24890.0,isl,1995
26090.0,isl,1996
27150.0,isl,1997
28590.0,isl,1998
29460.0,isl,1999
30070.0,isl,2000
30710.0,isl,2001
31430.0,isl,2002
31530.0,isl,2003
32860.0,isl,2004
34830.0,isl,2005
34810.0,isl,2006
36290.0,isl,2007
29920.0,isl,2008
28510.0,isl,2009
27930.0,isl,2010
29710.0,isl,2011
183.0,ind,1961
184.6,ind,1962
191.8,ind,1963
201.7,ind,1964
192.2,ind,1965
187.8,ind,1966
198.2,ind,1967
200.6,ind,1968
209.1,ind,1969
215.0,ind,1970
213.6,ind,1971
207.7,ind,1972
209.7,ind,1973
207.5,ind,1974
221.4,ind,1975
219.9,ind,1976
230.4,ind,1977
238.1,ind,1978
220.9,ind,1979
230.6,ind,1980
238.3,ind,1981
240.2,ind,1982
251.7,ind,1983
255.1,ind,1984
262.7,ind,1985
269.0,ind,1986
273.2,ind,1987
292.2,ind,1988
302.7,ind,1989
312.4,ind,1990
308.6,ind,1991
319.0,ind,1992
328.1,ind,1993
343.5,ind,1994
363.2,ind,1995
384.2,ind,1996
392.8,ind,1997
409.8,ind,1998
437.2,ind,1999
445.7,ind,2000
461.0,ind,2001
472.4,ind,2002
501.6,ind,2003
533.0,ind,2004
573.7,ind,2005
617.2,ind,2006
670.3,ind,2007
685.3,ind,2008
731.4,ind,2009
786.6,ind,2010
829.8,ind,2011
203.7,idn,1961
203.3,idn,1962
193.0,idn,1963
194.1,idn,1964
192.3,idn,1965
191.7,idn,1966
189.5,idn,1967
206.6,idn,1968
216.6,idn,1969
228.0,idn,1970
237.3,idn,1971
247.6,idn,1972
264.3,idn,1973
276.5,idn,1974
286.8,idn,1975
299.8,idn,1976
317.0,idn,1977
337.3,idn,1978
345.2,idn,1979
366.3,idn,1980
388.4,idn,1981
377.4,idn,1982
404.6,idn,1983
416.7,idn,1984
424.6,idn,1985
443.3,idn,1986
457.4,idn,1987
481.9,idn,1988
516.7,idn,1989
552.2,idn,1990
539.9,idn,1991
576.2,idn,1992
664.5,idn,1993
711.4,idn,1994
757.6,idn,1995
806.0,idn,1996
829.6,idn,1997
690.0,idn,1998
673.4,idn,1999
704.4,idn,2000
743.4,idn,2001
773.1,idn,2002
793.1,idn,2003
816.6,idn,2004
851.0,idn,2005
892.7,idn,2006
940.9,idn,2007
993.4,idn,2008
1029.0,idn,2009
1089.0,idn,2010
1146.0,idn,2011
932.7,irn,1965
1009.0,irn,1966
1086.0,irn,1967
1181.0,irn,1968
1297.0,irn,1969
1386.0,irn,1970
1527.0,irn,1971
1761.0,irn,1972
1810.0,irn,1973
1952.0,irn,1974
2004.0,irn,1975
2294.0,irn,1976
2177.0,irn,1977
1889.0,irn,1978
1794.0,irn,1979
1492.0,irn,1980
1364.0,irn,1981
1477.0,irn,1982
1601.0,irn,1983
1517.0,irn,1984
1488.0,irn,1985
1303.0,irn,1986
1238.0,irn,1987
1122.0,irn,1988
1157.0,irn,1989
1280.0,irn,1990
1414.0,irn,1991
1449.0,irn,1992
1380.0,irn,1993
1350.0,irn,1994
1380.0,irn,1995
1453.0,irn,1996
1482.0,irn,1997
1499.0,irn,1998
1497.0,irn,1999
1551.0,irn,2000
1587.0,irn,2001
1649.0,irn,2002
1740.0,irn,2003
1809.0,irn,2004
1866.0,irn,2005
1958.0,irn,2006
2098.0,irn,2007
22120.0,irl,2000
22320.0,irl,2001
22770.0,irl,2002
24170.0,irl,2003
24890.0,irl,2004
25830.0,irl,2005
27030.0,irl,2006
27540.0,irl,2007
26380.0,irl,2008
23310.0,irl,2009
23060.0,irl,2010
21200.0,gbm,2000
15920.0,isr,1995
16740.0,isr,1996
16890.0,isr,1997
16990.0,isr,1998
16850.0,isr,1999
18120.0,isr,2000
18410.0,isr,2001
18130.0,isr,2002
18070.0,isr,2003
18960.0,isr,2004
19820.0,isr,2005
20670.0,isr,2006
21500.0,isr,2007
21570.0,isr,2008
21100.0,isr,2009
21660.0,isr,2010
22340.0,isr,2011
6299.0,ita,1961
6642.0,ita,1962
6962.0,ita,1963
7102.0,ita,1964
7286.0,ita,1965
7669.0,ita,1966
8152.0,ita,1967
8636.0,ita,1968
9117.0,ita,1969
9543.0,ita,1970
9673.0,ita,1971
9977.0,ita,1972
10590.0,ita,1973
11030.0,ita,1974
10760.0,ita,1975
11460.0,ita,1976
11710.0,ita,1977
12050.0,ita,1978
12770.0,ita,1979
13190.0,ita,1980
13180.0,ita,1981
13210.0,ita,1982
13380.0,ita,1983
13810.0,ita,1984
14170.0,ita,1985
14530.0,ita,1986
15030.0,ita,1987
15660.0,ita,1988
16140.0,ita,1989
16340.0,ita,1990
16560.0,ita,1991
16620.0,ita,1992
16510.0,ita,1993
16830.0,ita,1994
17380.0,ita,1995
17610.0,ita,1996
18040.0,ita,1997
18280.0,ita,1998
18620.0,ita,1999
19240.0,ita,2000
19600.0,ita,2001
19630.0,ita,2002
19460.0,ita,2003
19680.0,ita,2004
19790.0,ita,2005
20160.0,ita,2006
20280.0,ita,2007
19690.0,ita,2008
18610.0,ita,2009
18850.0,ita,2010
18810.0,ita,2011
3345.0,jam,2000
8439.0,jpn,1961
9101.0,jpn,1962
9768.0,jpn,1963
10790.0,jpn,1964
11300.0,jpn,1965
12390.0,jpn,1966
13640.0,jpn,1967
15330.0,jpn,1968
16900.0,jpn,1969
16620.0,jpn,1970
17200.0,jpn,1971
18410.0,jpn,1972
19730.0,jpn,1973
19080.0,jpn,1974
19370.0,jpn,1975
19990.0,jpn,1976
20680.0,jpn,1977
21590.0,jpn,1978
22610.0,jpn,1979
23030.0,jpn,1980
23780.0,jpn,1981
24460.0,jpn,1982
25060.0,jpn,1983
26040.0,jpn,1984
27570.0,jpn,1985
28170.0,jpn,1986
29240.0,jpn,1987
31210.0,jpn,1988
32780.0,jpn,1989
34470.0,jpn,1990
35520.0,jpn,1991
35780.0,jpn,1992
35770.0,jpn,1993
35920.0,jpn,1994
36540.0,jpn,1995
37500.0,jpn,1996
38050.0,jpn,1997
37210.0,jpn,1998
37040.0,jpn,1999
37840.0,jpn,2000
37960.0,jpn,2001
37970.0,jpn,2002
38540.0,jpn,2003
39510.0,jpn,2004
40200.0,jpn,2005
41080.0,jpn,2006
42180.0,jpn,2007
41710.0,jpn,2008
39250.0,jpn,2009
40960.0,jpn,2010
1395.0,jor,1976
1424.0,jor,1977
1624.0,jor,1978
1708.0,jor,1979
1958.0,jor,1980
1988.0,jor,1981
2048.0,jor,1982
1986.0,jor,1983
2032.0,jor,1984
2018.0,jor,1985
2067.0,jor,1986
2024.0,jor,1987
1878.0,jor,1988
1562.0,jor,1989
1525.0,jor,1990
1352.0,jor,1991
1557.0,jor,1992
1572.0,jor,1993
1592.0,jor,1994
1654.0,jor,1995
1635.0,jor,1996
1663.0,jor,1997
1680.0,jor,1998
1703.0,jor,1999
1785.0,jor,2000
1844.0,jor,2001
1886.0,jor,2002
1924.0,jor,2003
2059.0,jor,2004
2180.0,jor,2005
2311.0,jor,2006
2464.0,jor,2007
2574.0,jor,2008
2633.0,jor,2009
2572.0,jor,2010
2576.0,jor,2011
1232.0,kaz,1993
1089.0,kaz,1994
1015.0,kaz,1995
1033.0,kaz,1996
1063.0,kaz,1997
1061.0,kaz,1998
1080.0,kaz,1999
1145.0,kaz,2000
1325.0,kaz,2001
1472.0,kaz,2002
1589.0,kaz,2003
1709.0,kaz,2004
1797.0,kaz,2005
1909.0,kaz,2006
2034.0,kaz,2007
1985.0,kaz,2008
2091.0,kaz,2009
2158.0,kaz,2010
2216.0,kaz,2011
225.8,ken,1961
240.2,ken,1962
252.3,ken,1963
256.5,ken,1964
254.2,ken,1965
281.2,ken,1966
280.6,ken,1967
293.7,ken,1968
310.2,ken,1969
286.6,ken,1970
338.3,ken,1971
381.2,ken,1972
379.4,ken,1973
383.9,ken,1974
375.6,ken,1975
