geo,time,gapminder_gini
arm,1937,41
arm,1938,41.2
arm,1939,41.3
arm,1940,41.5
arm,1941,41.6
arm,1942,41.8
arm,1943,41.9
arm,1944,42.1
arm,1945,42.2
arm,1946,42.4
arm,1947,42.6
arm,1948,42.7
arm,1949,42.9
arm,1950,43
arm,1951,43.3
arm,1952,43.6
arm,1953,43.9
arm,1954,44.2
arm,1955,44.5
arm,1956,44.8
arm,1957,45.1
arm,1958,45.4
arm,1959,45.7
arm,1960,46
arm,1961,46.3
arm,1962,46.6
arm,1963,46.9
arm,1964,47.2
arm,1965,47.5
arm,1966,47.8
arm,1967,48.1
arm,1968,48.4
arm,1969,48.7
arm,1970,49
arm,1971,49.3
arm,1972,49.6
arm,1973,49.9
arm,1974,50.2
arm,1975,50.5
arm,1976,50.8
arm,1977,51.1
arm,1978,51.4
arm,1979,51.7
arm,1980,52
arm,1981,52.3
arm,1982,52.6
arm,1983,52.9
arm,1984,53.2
arm,1985,53.5
arm,1986,53.8
arm,1987,54.1
arm,1988,54.4
arm,1989,54.8
arm,1990,38.4
arm,1991,36.5
arm,1992,41.5
arm,1993,46.6
arm,1994,51.6
arm,1995,56.6
arm,1996,44.4
arm,1997,45.5
arm,1998,36
arm,1999,40
arm,2000,42.7
arm,2001,35.4
arm,2002,34.8
arm,2003,33
arm,2004,37.5
arm,2005,35.8
arm,2006,32.5
arm,2007,29.8
arm,2008,30.7
arm,2009,29.6
arm,2010,31.1
arm,2011,31.3
arm,2012,30.3
arm,2013,30.3
arm,2014,30.3
arm,2015,30.3
aus,1800,41.3
aus,1801,41.3
aus,1802,41.3
aus,1803,41.3
aus,1804,41.3
aus,1805,41.3
aus,1806,41.3
aus,1807,41.3
aus,1808,41.3
aus,1809,41.3
aus,1810,41.3
aus,1811,41.3
aus,1812,41.3
aus,1813,41.3
aus,1814,41.3
aus,1815,41.3
aus,1816,41.3
aus,1817,41.3
aus,1818,41.3
aus,1819,41.3
aus,1820,41.3
aus,1821,41.5
aus,1822,41.7
aus,1823,41.8
aus,1824,42
aus,1825,42.2
aus,1826,42.4
aus,1827,42.5
aus,1828,42.7
aus,1829,42.9
aus,1830,43.1
aus,1831,43.2
aus,1832,43.4
aus,1833,43.6
aus,1834,43.8
aus,1835,43.9
aus,1836,44.1
aus,1837,44.3
aus,1838,44.4
aus,1839,44.6
aus,1840,44.8
aus,1841,45
aus,1842,45.1
aus,1843,45.3
aus,1844,45.5
aus,1845,45.7
aus,1846,45.8
aus,1847,46
aus,1848,46.2
aus,1849,46.4
aus,1850,46.5
aus,1851,46.4
aus,1852,46.2
aus,1853,46.1
aus,1854,45.9
aus,1855,45.7
aus,1856,45.6
aus,1857,45.4
aus,1858,45.2
aus,1859,45.1
aus,1860,44.9
aus,1861,44.8
aus,1862,44.6
aus,1863,44.4
aus,1864,44.3
aus,1865,44.1
aus,1866,43.9
aus,1867,43.8
aus,1868,43.6
aus,1869,43.4
aus,1870,43.3
aus,1871,43
aus,1872,42.6
aus,1873,42.3
aus,1874,42
aus,1875,41.6
aus,1876,41.3
aus,1877,41
aus,1878,40.6
aus,1879,40.3
aus,1880,40
aus,1881,39.6
aus,1882,39.3
aus,1883,39
aus,1884,38.6
aus,1885,38.3
aus,1886,38
aus,1887,37.7
aus,1888,37.3
aus,1889,37
aus,1890,36.7
aus,1891,36.9
aus,1892,37.1
aus,1893,37.4
aus,1894,37.6
aus,1895,37.8
aus,1896,38
aus,1897,38.3
aus,1898,38.5
aus,1899,38.7
aus,1900,39
aus,1901,39.2
aus,1902,39.4
aus,1903,39.7
aus,1904,39.9
aus,1905,40.1
aus,1906,40.4
aus,1907,40.6
aus,1908,40.8
aus,1909,41.1
aus,1910,41.3
aus,1911,41.3
aus,1912,41.3
aus,1913,41.3
aus,1914,41.3
aus,1915,41.3
aus,1916,41.3
aus,1917,41.4
aus,1918,41.4
aus,1919,41.4
aus,1920,41.4
aus,1921,41.4
aus,1922,41.4
aus,1923,41.4
aus,1924,41.4
aus,1925,41.4
aus,1926,41.4
aus,1927,41.4
aus,1928,41.5
aus,1929,41.5
aus,1930,41.3
aus,1931,41.1
aus,1932,41
aus,1933,40.8
aus,1934,40.6
aus,1935,40.5
aus,1936,40.3
aus,1937,40.1
aus,1938,40
aus,1939,39.8
aus,1940,39.6
aus,1941,39.4
aus,1942,39.3
aus,1943,39.1
aus,1944,38.9
aus,1945,38.8
