geo,time,sg_population
srb,1801,2147197.00
stp,1801,22731.00
sur,1801,80721.00
svk,1801,2140651.00
svn,1801,469664.00
swe,1801,2354278.00
swz,1801,86000.00
syc,1801,12522.00
syr,1801,1337000.00
tcd,1801,1432000.00
tgo,1801,445985.00
tha,1801,4665000.00
tjk,1801,466629.00
tkm,1801,367215.00
tls,1801,137262.00
ton,1801,18654.00
tto,1801,60000.00
tun,1801,862673.00
tur,1801,9788268.00
tza,1801,3019768.00
uga,1801,2101397.00
ukr,1801,11215490.00
ury,1801,55000.00
usa,1801,6933517.00
uzb,1801,1919159.00
vct,1801,25781.00
ven,1801,718000.00
vnm,1801,6551000.00
vut,1801,27791.00
wsm,1801,47292.00
yem,1801,2593000.00
zaf,1801,1446092.00
zmb,1801,747000.00
zwe,1801,1085814.00
afg,1802,3280000.00
ago,1802,1567028.00
alb,1802,413026.00
are,1802,40153.00
arg,1802,534000.00
arm,1802,413326.00
atg,1802,37000.00
aus,1802,349274.00
aut,1802,3221565.00
aze,1802,879960.00
bdi,1802,899097.00
bel,1802,3166538.00
ben,1802,636559.00
bfa,1802,1665421.00
bgd,1802,19303260.00
bgr,1802,2010981.00
bhr,1802,64474.00
bhs,1802,27350.00
bih,1802,851806.00
blr,1802,2355081.00
blz,1802,25526.00
bol,1802,1100000.00
bra,1802,3718270.00
brb,1802,81729.00
brn,1802,2128.00
btn,1802,89989.00
bwa,1802,121000.00
caf,1802,479444.00
can,1802,660832.00
che,1802,1841448.00
chl,1802,771447.00
chn,1802,327165946.00
civ,1802,1088530.00
cmr,1802,1860054.00
cod,1802,5163819.00
cog,1802,314465.00
col,1802,1206000.00
com,1802,56346.00
cpv,1802,55716.00
cri,1802,53484.00
cub,1802,366184.00
cyp,1802,184432.00
cze,1802,5516349.00
deu,1802,23081140.00
dji,1802,22848.00
dnk,1802,1071419.00
dom,1802,89000.00
dza,1802,2521203.00
ecu,1802,500000.00
egy,1802,4238537.00
eri,1802,205010.00
esp,1802,11613057.00
est,1802,334136.00
eth,1802,2948990.00
fin,1802,995294.00
fji,1802,130959.00
fra,1802,29539311.00
fsm,1802,16416.00
gab,1802,158227.00
gbr,1802,12642258.00
geo,1802,1072178.00
gha,1802,2016034.00
gin,1802,983959.00
gmb,1802,103274.00
gnb,1802,218167.00
gnq,1802,80377.00
grc,1802,2166723.00
grd,1802,29409.00
gtm,1802,471035.00
guy,1802,166034.00
hnd,1802,130258.00
hti,1802,723000.00
hun,1802,3559579.00
idn,1802,16192985.00
ind,1802,169240359.00
irl,1802,4154147.00
irn,1802,6298161.00
irq,1802,1078517.00
isl,1802,61428.00
isr,1802,209954.00
ita,1802,18953419.00
jam,1802,401000.00
jor,1802,217000.00
jpn,1802,30364211.00
kaz,1802,2041282.00
ken,1802,2574000.00
kgz,1802,530343.00
khm,1802,2090000.00
kir,1802,17876.00
kor,1802,9395000.00
kwt,1802,81280.00
lao,1802,470000.00
lbn,1802,332000.00
lbr,1802,313543.00
lby,1802,532121.00
lca,1802,24000.00
lka,1802,1213000.00
lso,1802,276361.00
ltu,1802,778655.00
lux,1802,127030.00
lva,1802,590588.00
mar,1802,2521203.00
mda,1802,712558.00
mdg,1802,1556580.00
mdv,1802,42378.00
mex,1802,6221089.00
mkd,1802,391865.00
mli,1802,1403398.00
mlt,1802,134072.00
mmr,1802,3506000.00
mne,1802,126582.00
mng,1802,619000.00
moz,1802,1993408.00
mrt,1802,382696.00
mus,1802,65581.00
mwi,1802,737000.00
mys,1802,287000.00
nam,1802,229000.00
ner,1802,1244861.00
nga,1802,12100855.00
nic,1802,219387.00
nld,1802,2262250.00
nor,1802,878216.00
npl,1802,3881000.00
nzl,1802,100000.00
omn,1802,318000.00
pak,1802,13175440.00
pan,1802,78842.00
per,1802,1314436.00
phl,1802,1894389.00
png,1802,754894.00
pol,1802,9596718.00
prk,1802,4345000.00
prt,1802,3058832.00
pry,1802,143000.00
pse,1802,165944.00
qat,1802,14092.00
rou,1802,5550205.00
rus,1802,31088398.00
rwa,1802,928368.00
sau,1802,2091000.00
sdn,1802,4004723.00
sds,1802,1030097.00
sen,1802,1009886.00
sgp,1802,30000.00
slb,1802,56998.00
sle,1802,794264.00
slv,1802,248000.00
som,1802,992336.00
srb,1802,2147197.00
stp,1802,22731.00
sur,1802,80721.00
svk,1802,2140651.00
svn,1802,469664.00
swe,1802,2360724.00
swz,1802,86000.00
syc,1802,12522.00
syr,1802,1337000.00
tcd,1802,1432000.00
tgo,1802,445985.00
tha,1802,4665000.00
tjk,1802,466629.00
tkm,1802,367215.00
tls,1802,137262.00
ton,1802,18651.00
tto,1802,60000.00
tun,1802,863317.00
tur,1802,9803102.00
tza,1802,3019768.00
uga,1802,2101397.00
ukr,1802,11215490.00
ury,1802,55000.00
usa,1802,7067728.00
uzb,1802,1919159.00
vct,1802,25781.00
ven,1802,718000.00
vnm,1802,6551000.00
vut,1802,27791.00
wsm,1802,47284.00
yem,1802,2593000.00
zaf,1802,1451383.00
zmb,1802,747000.00
zwe,1802,1085814.00
afg,1803,3280000.00
ago,1803,1567028.00
alb,1803,414323.00
are,1803,40153.00
arg,1803,534000.00
arm,1803,413326.00
atg,1803,37000.00
aus,1803,348408.00
aut,1803,3229584.00
aze,1803,879960.00
bdi,1803,899097.00
bel,1803,3180835.00
ben,1803,636559.00
bfa,1803,1665421.00
bgd,1803,19341323.00
bgr,1803,2020378.00
bhr,1803,64474.00
bhs,1803,27350.00
bih,1803,851806.00
blr,1803,2355081.00
blz,1803,25526.00
bol,1803,1100000.00
bra,1803,3758222.00
brb,1803,81729.00
brn,1803,2128.00
btn,1803,89989.00
bwa,1803,121000.00
caf,1803,479444.00
can,1803,668621.00
che,1803,1849196.00
chl,1803,771447.00
chn,1803,329946461.00
civ,1803,1088530.00
cmr,1803,1860054.00
cod,1803,5163819.00
cog,1803,314465.00
col,1803,1206000.00
com,1803,56346.00
cpv,1803,55716.00
cri,1803,53973.00
cub,1803,377235.00
cyp,1803,184451.00
cze,1803,5516349.00
deu,1803,23178868.00
dji,1803,22848.00
dnk,1803,1075900.00
dom,1803,89000.00
dza,1803,2530245.00
ecu,1803,500000.00
egy,1803,4236051.00
eri,1803,205010.00
esp,1803,11645070.00
est,1803,334136.00
eth,1803,2948990.00
fin,1803,1004229.00
fji,1803,131172.00
fra,1803,29631843.00
fsm,1803,16416.00
gab,1803,158227.00
gbr,1803,12802656.00
geo,1803,1072178.00
gha,1803,2016034.00
gin,1803,983959.00
gmb,1803,103274.00
gnb,1803,218167.00
gnq,1803,80377.00
grc,1803,2174549.00
grd,1803,29409.00
gtm,1803,477189.00
guy,1803,166034.00
hnd,1803,130517.00
hti,1803,723000.00
hun,1803,3589865.00
idn,1803,16235371.00
ind,1803,169574075.00
irl,1803,4199581.00
irn,1803,6312430.00
irq,1803,1079317.00
isl,1803,61428.00
isr,1803,209954.00
ita,1803,19019354.00
jam,1803,401000.00
jor,1803,217000.00
jpn,1803,30399188.00
kaz,1803,2041282.00
ken,1803,2574000.00
kgz,1803,530343.00
khm,1803,2090000.00
kir,1803,17876.00
kor,1803,9395000.00
kwt,1803,81280.00
lao,1803,470000.00
lbn,1803,332000.00
lbr,1803,313543.00
lby,1803,532446.00
lca,1803,24000.00
lka,1803,1213000.00
lso,1803,276361.00
ltu,1803,778655.00
lux,1803,127030.00
lva,1803,590588.00
mar,1803,2530245.00
mda,1803,712558.00
mdg,1803,1563347.00
mdv,1803,42378.00
mex,1803,6240873.00
mkd,1803,391865.00
mli,1803,1403398.00
mlt,1803,134072.00
mmr,1803,3506000.00
mne,1803,126582.00
mng,1803,619000.00
moz,1803,1998974.00
mrt,1803,382696.00
mus,1803,66983.00
mwi,1803,737000.00
mys,1803,287000.00
nam,1803,229000.00
ner,1803,1244861.00
nga,1803,12100855.00
nic,1803,219387.00
nld,1803,2266123.00
nor,1803,883080.00
npl,1803,3881000.00
nzl,1803,100000.00
omn,1803,318000.00
pak,1803,13201420.00
pan,1803,78842.00
per,1803,1314578.00
phl,1803,1894389.00
png,1803,754894.00
pol,1803,9641008.00
prk,1803,4345000.00
prt,1803,3071600.00
pry,1803,143000.00
pse,1803,165944.00
qat,1803,14092.00
rou,1803,5593772.00
rus,1803,31088398.00
rwa,1803,928368.00
sau,1803,2091000.00
sdn,1803,4010018.00
sds,1803,1031459.00
sen,1803,1009886.00
sgp,1803,30000.00
slb,1803,56998.00
sle,1803,794264.00
slv,1803,248000.00
som,1803,992760.00
srb,1803,2147197.00
stp,1803,22731.00
sur,1803,80721.00
svk,1803,2140651.00
svn,1803,469664.00
swe,1803,2376420.00
swz,1803,86000.00
syc,1803,12522.00
syr,1803,1337000.00
tcd,1803,1432000.00
tgo,1803,445985.00
tha,1803,4665000.00
tjk,1803,466629.00
tkm,1803,367215.00
tls,1803,137262.00
ton,1803,18647.00
tto,1803,60000.00
tun,1803,863962.00
tur,1803,9817959.00
tza,1803,3019768.00
uga,1803,2101397.00
ukr,1803,11215490.00
ury,1803,55000.00
usa,1803,7204538.00
uzb,1803,1919159.00
vct,1803,25781.00
ven,1803,718000.00
vnm,1803,6551000.00
vut,1803,27791.00
wsm,1803,47276.00
yem,1803,2593000.00
zaf,1803,1456693.00
zmb,1803,747000.00
zwe,1803,1085814.00
afg,1804,3280000.00
ago,1804,1567028.00
alb,1804,415624.00
are,1804,40153.00
arg,1804,534000.00
arm,1804,413326.00
atg,1804,37000.00
aus,1804,347543.00
aut,1804,3237623.00
aze,1804,879960.00
bdi,1804,899097.00
bel,1804,3195197.00
ben,1804,636559.00
bfa,1804,1665421.00
bgd,1804,19379461.00
bgr,1804,2029818.00
bhr,1804,64474.00
bhs,1804,27350.00
bih,1804,851806.00
blr,1804,2355081.00
blz,1804,25526.00
bol,1804,1100000.00
bra,1804,3798603.00
brb,1804,81729.00
brn,1804,2128.00
btn,1804,89989.00
bwa,1804,121000.00
caf,1804,479444.00
can,1804,676502.00
che,1804,1856975.00
chl,1804,771447.00
chn,1804,332750607.00
civ,1804,1088530.00
cmr,1804,1860054.00
cod,1804,5163819.00
cog,1804,314465.00
col,1804,1206000.00
com,1804,56346.00
cpv,1804,55716.00
cri,1804,54466.00
cub,1804,388620.00
cyp,1804,184471.00
cze,1804,5516349.00
deu,1804,23277009.00
dji,1804,22848.00
dnk,1804,1080399.00
dom,1804,89000.00
dza,1804,2539318.00
ecu,1804,500000.00
egy,1804,4233565.00
eri,1804,205010.00
esp,1804,11677172.00
est,1804,334136.00
eth,1804,2948990.00
fin,1804,1013244.00
fji,1804,131386.00
fra,1804,29724666.00
fsm,1804,16416.00
gab,1804,158227.00
gbr,1804,12965089.00
geo,1804,1072178.00
gha,1804,2016034.00
gin,1804,983959.00
gmb,1804,103274.00
gnb,1804,218167.00
gnq,1804,80377.00
grc,1804,2182403.00
grd,1804,29409.00
gtm,1804,483423.00
guy,1804,166034.00
hnd,1804,130777.00
hti,1804,723000.00
hun,1804,3620408.00
idn,1804,16277868.00
ind,1804,169908450.00
irl,1804,4245511.00
irn,1804,6326731.00
irq,1804,1080117.00
isl,1804,61428.00
isr,1804,209954.00
ita,1804,19085518.00
jam,1804,401000.00
jor,1804,217000.00
jpn,1804,30434206.00
kaz,1804,2041282.00
ken,1804,2574000.00
kgz,1804,530343.00
khm,1804,2090000.00
kir,1804,17876.00
kor,1804,9395000.00
kwt,1804,81280.00
lao,1804,470000.00
lbn,1804,332000.00
lbr,1804,313543.00
lby,1804,532771.00
lca,1804,24000.00
lka,1804,1213000.00
lso,1804,276361.00
ltu,1804,778655.00
lux,1804,127030.00
lva,1804,590588.00
mar,1804,2539318.00
mda,1804,712558.00
mdg,1804,1570144.00
mdv,1804,42378.00
mex,1804,6260721.00
mkd,1804,391865.00
mli,1804,1403398.00
mlt,1804,134072.00
mmr,1804,3506000.00
mne,1804,126582.00
mng,1804,619000.00
moz,1804,2004555.00
mrt,1804,382696.00
mus,1804,68415.00
mwi,1804,737000.00
mys,1804,287000.00
nam,1804,229000.00
ner,1804,1244861.00
nga,1804,12100855.00
nic,1804,219387.00
nld,1804,2270004.00
nor,1804,887970.00
npl,1804,3881000.00
nzl,1804,100000.00
omn,1804,318000.00
pak,1804,13227451.00
pan,1804,78842.00
per,1804,1314720.00
phl,1804,1894389.00
png,1804,754894.00
pol,1804,9685503.00
prk,1804,4345000.00
prt,1804,3084421.00
pry,1804,143000.00
pse,1804,165944.00
qat,1804,14092.00
rou,1804,5637681.00
rus,1804,31088398.00
rwa,1804,928368.00
sau,1804,2091000.00
sdn,1804,4015320.00
sds,1804,1032822.00
sen,1804,1009886.00
sgp,1804,30000.00
slb,1804,56998.00
sle,1804,794264.00
slv,1804,248000.00
som,1804,993185.00
srb,1804,2147197.00
stp,1804,22731.00
sur,1804,80721.00
svk,1804,2140651.00
svn,1804,469664.00
swe,1804,2393815.00
swz,1804,86000.00
syc,1804,12522.00
syr,1804,1337000.00
tcd,1804,1432000.00
tgo,1804,445985.00
tha,1804,4665000.00
tjk,1804,466629.00
tkm,1804,367215.00
tls,1804,137262.00
ton,1804,18643.00
tto,1804,60000.00
tun,1804,864608.00
tur,1804,9832839.00
tza,1804,3019768.00
uga,1804,2101397.00
ukr,1804,11215490.00
ury,1804,55000.00
usa,1804,7343995.00
uzb,1804,1919159.00
vct,1804,25781.00
ven,1804,718000.00
vnm,1804,6551000.00
vut,1804,27791.00
wsm,1804,47268.00
yem,1804,2593000.00
zaf,1804,1462023.00
zmb,1804,747000.00
zwe,1804,1085814.00
afg,1805,3280000.00
ago,1805,1567028.00
alb,1805,416929.00
are,1805,40153.00
arg,1805,534000.00
arm,1805,413326.00
atg,1805,37000.00
aus,1805,346681.00
aut,1805,3245682.00
aze,1805,879960.00
bdi,1805,899097.00
bel,1805,3209623.00
ben,1805,636559.00
bfa,1805,1665421.00
bgd,1805,19417674.00
bgr,1805,2039302.00
bhr,1805,64474.00
bhs,1805,27350.00
bih,1805,851806.00
blr,1805,2355081.00
blz,1805,25526.00
bol,1805,1100000.00
bra,1805,3839418.00
brb,1805,81729.00
brn,1805,2128.00
btn,1805,89989.00
bwa,1805,121000.00
caf,1805,479444.00
can,1805,684475.00
che,1805,1864788.00
chl,1805,771447.00
chn,1805,335578586.00
civ,1805,1088530.00
cmr,1805,1860054.00
cod,1805,5163819.00
cog,1805,314465.00
col,1805,1206000.00
com,1805,56346.00
cpv,1805,55716.00
cri,1805,54964.00
cub,1805,400349.00
cyp,1805,184491.00
cze,1805,5516349.00
deu,1805,23375566.00
dji,1805,22848.00
dnk,1805,1084917.00
dom,1805,89000.00
dza,1805,2548424.00
ecu,1805,500000.00
egy,1805,4231082.00
eri,1805,205010.00
esp,1805,11709362.00
est,1805,334136.00
eth,1805,2948990.00
fin,1805,1022340.00
fji,1805,131600.00
fra,1805,29817780.00
fsm,1805,16416.00
gab,1805,158227.00
gbr,1805,13129582.00
geo,1805,1072178.00
gha,1805,2016034.00
gin,1805,983959.00
gmb,1805,103274.00
gnb,1805,218167.00
gnq,1805,80377.00
grc,1805,2190286.00
grd,1805,29409.00
gtm,1805,489738.00
guy,1805,166034.00
hnd,1805,131037.00
hti,1805,723000.00
hun,1805,3651212.00
idn,1805,16320476.00
ind,1805,170243483.00
irl,1805,4291944.00
irn,1805,6341064.00
irq,1805,1080918.00
isl,1805,61428.00
isr,1805,209954.00
ita,1805,19151912.00
jam,1805,401000.00
jor,1805,217000.00
jpn,1805,30469263.00
kaz,1805,2041282.00
ken,1805,2574000.00
kgz,1805,530343.00
khm,1805,2090000.00
kir,1805,17876.00
kor,1805,9395000.00
kwt,1805,81280.00
lao,1805,470000.00
lbn,1805,332000.00
lbr,1805,313543.00
lby,1805,533097.00
lca,1805,24000.00
lka,1805,1213000.00
lso,1805,276361.00
ltu,1805,778655.00
lux,1805,127030.00
lva,1805,590588.00
mar,1805,2548424.00
mda,1805,712558.00
mdg,1805,1576970.00
mdv,1805,42378.00
mex,1805,6280631.00
mkd,1805,391865.00
mli,1805,1403398.00
mlt,1805,134072.00
mmr,1805,3506000.00
mne,1805,126582.00
mng,1805,619000.00
moz,1805,2010152.00
mrt,1805,382696.00
mus,1805,69877.00
mwi,1805,737000.00
mys,1805,287000.00
nam,1805,229000.00
ner,1805,1244861.00
nga,1805,12100855.00
nic,1805,219387.00
nld,1805,2273890.00
nor,1805,892887.00
npl,1805,3881000.00
nzl,1805,100000.00
omn,1805,318000.00
pak,1805,13253533.00
pan,1805,78842.00
per,1805,1314863.00
phl,1805,1894389.00
png,1805,754894.00
pol,1805,9730203.00
prk,1805,4345000.00
prt,1805,3097297.00
pry,1805,143000.00
pse,1805,165944.00
qat,1805,14092.00
rou,1805,5681936.00
rus,1805,31088398.00
rwa,1805,928368.00
sau,1805,2091000.00
sdn,1805,4020629.00
sds,1805,1034188.00
sen,1805,1009886.00
sgp,1805,30000.00
slb,1805,56998.00
sle,1805,794264.00
slv,1805,248000.00
som,1805,993609.00
srb,1805,2147197.00
stp,1805,22731.00
sur,1805,80721.00
svk,1805,2140651.00
svn,1805,469664.00
swe,1805,2410798.00
swz,1805,86000.00
syc,1805,12522.00
syr,1805,1337000.00
tcd,1805,1432000.00
tgo,1805,445985.00
tha,1805,4665000.00
tjk,1805,466629.00
tkm,1805,367215.00
tls,1805,137262.00
ton,1805,18640.00
tto,1805,60000.00
tun,1805,865254.00
tur,1805,9847741.00
tza,1805,3019768.00
uga,1805,2101397.00
ukr,1805,11215490.00
ury,1805,55000.00
usa,1805,7486152.00
uzb,1805,1919159.00
vct,1805,25781.00
ven,1805,718000.00
vnm,1805,6551000.00
vut,1805,27791.00
wsm,1805,47260.00
yem,1805,2593000.00
zaf,1805,1467372.00
zmb,1805,747000.00
zwe,1805,1085814.00
afg,1806,3280000.00
ago,1806,1567028.00
alb,1806,418237.00
are,1806,40153.00
arg,1806,534000.00
arm,1806,413326.00
atg,1806,37000.00
aus,1806,345821.00
aut,1806,3253761.00
aze,1806,879960.00
bdi,1806,899097.00
bel,1806,3224114.00
ben,1806,636559.00
bfa,1806,1665421.00
bgd,1806,19455963.00
bgr,1806,2048830.00
bhr,1806,64474.00
bhs,1806,27350.00
bih,1806,851806.00
blr,1806,2355081.00
blz,1806,25526.00
bol,1806,1100000.00
bra,1806,3880671.00
brb,1806,81729.00
brn,1806,2128.00
btn,1806,89989.00
bwa,1806,121000.00
caf,1806,479444.00
can,1806,692543.00
che,1806,1872634.00
chl,1806,771447.00
chn,1806,338430598.00
civ,1806,1088530.00
cmr,1806,1860054.00
cod,1806,5163819.00
cog,1806,314465.00
col,1806,1206000.00
com,1806,56346.00
cpv,1806,55716.00
cri,1806,55466.00
cub,1806,412432.00
cyp,1806,184511.00
cze,1806,5516349.00
deu,1806,23474540.00
dji,1806,22848.00
dnk,1806,1089454.00
dom,1806,89000.00
dza,1806,2557563.00
ecu,1806,500000.00
egy,1806,4228599.00
eri,1806,205010.00
esp,1806,11741641.00
est,1806,334136.00
eth,1806,2948990.00
fin,1806,1031517.00
fji,1806,131815.00
fra,1806,29911185.00
fsm,1806,16416.00
gab,1806,158227.00
gbr,1806,13296163.00
geo,1806,1072178.00
gha,1806,2016034.00
gin,1806,983959.00
gmb,1806,103274.00
gnb,1806,218167.00
gnq,1806,80377.00
grc,1806,2198197.00
grd,1806,29409.00
gtm,1806,496136.00
guy,1806,166034.00
hnd,1806,131298.00
hti,1806,723000.00
hun,1806,3682278.00
idn,1806,16363196.00
ind,1806,170579178.00
irl,1806,4338885.00
irn,1806,6355429.00
irq,1806,1081719.00
isl,1806,61428.00
isr,1806,209954.00
ita,1806,19218538.00
jam,1806,401000.00
jor,1806,217000.00
jpn,1806,30504361.00
kaz,1806,2041282.00
ken,1806,2574000.00
kgz,1806,530343.00
khm,1806,2090000.00
kir,1806,17876.00
kor,1806,9395000.00
kwt,1806,81280.00
lao,1806,470000.00
lbn,1806,332000.00
lbr,1806,313543.00
lby,1806,533422.00
lca,1806,24000.00
lka,1806,1213000.00
lso,1806,276361.00
ltu,1806,778655.00
lux,1806,127030.00
lva,1806,590588.00
mar,1806,2557563.00
