Country Name;Indicator Name;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Burkina Faso;Primary completion rate, total (% of relevant age group);;7.1957798;6.792570114;7.037809849;6.79652977;7.626049995;7.553110123;8.557439804;8.742630005;9.560799599;9.324469566;10.29996967;10.54671955;11.30790043;12.30673981;13.9059;;15.82594013;16.91584015;16.58715057;19.49588966;19.95175934;26.68046951;26.24477005;27.11621094;18.59445953;22.5725193;;;23.46755028;25.42178917;26.67761993;27.48726082;29.11572075;30.43151093;31.73999977;32.80570984;34.96921921;38.86380005;43.91836929;47.07580185;;57.23867035;62.1108284;60.5324707;;
Bangladesh;Primary completion rate, total (% of relevant age group);;;;;;;43.27536011;31.60289001;;;;28.51404953;;;;;;;;45.70129013;;;;;;;;;;;;;;;;64.3702774;;;57.2895813;63.50553894;65.75987244;73.53121948;;;;;
Bulgaria;Primary completion rate, total (% of relevant age group);;97.33059692;97.86019135;97.26352692;102.6042099;93.49752808;93.95398712;91.3341217;92.16457367;102.5644073;103.5728226;100.4266434;96.75765991;93.9151001;99.74118805;110.54953;99.84529877;103.0490189;102.8399124;101.7899704;99.49286652;89.59732819;87.88361359;86.37689209;88.6128006;88.27488708;90.70754242;94.70078278;94.1111908;96.28501129;96.58557892;102.6234894;97.93096924;99.59552002;100.4131088;99.22328949;97.38236237;97.48561859;89.61723328;94.11656189;105.1628189;104.9231796;98.94933319;97.9704895;98.67485809;;
Bahrain;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;93.05654144;89.76223755;91.22116852;93.70995331;90.78276062;92.87882996;99.72828674;105.1545181;;103.0046692;100.8928604;99.68540192;94.61852264;93.91822052;91.95739746;;94.57407379;99.57221985;;;;;;;;;;;;;;;;;
Bahamas, The;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;86.3110199;;;;;82.31935883;;;;;;106.6837997;103.7901382;105.2119522;101.1742401;99.9654007;93.09858704;;;;;;
Bosnia and Herzegovina;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.25335693;81.06442261;84.15772247;97.09832001;;
Belarus;Primary completion rate, total (% of relevant age group);;101.0563583;99.33500671;101.5772934;96.34676361;94.87470245;94.03663635;93.6425705;96.72251129;96.98153687;98.22460938;98.13150024;98.39508057;98.92775726;99.05410767;98.18649292;98.55008698;;;;94.58162689;93.78983307;89.04144287;95.31504822;97.30484009;95.36528015;95.35070038;95.86102295;;99.02735138;102.2530823;106.2058029;131.5431366;101.9327774;101.2848816;97.59616089;96.59072113;95.38002014;98.28938293;105.0111771;106.0361099;106.8646393;103.0589523;98.81143188;97.61971283;;
Belize;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;93.92243958;;;89.16446686;95.68710327;;;98.93544006;100.0334091;100.8180923;;97.27327728;97.69422913;98.49742126;97.52192688;99.04853058;94.96930695;99.71063995;100.78125;104.0191269;108.0853195;101.7116776;102.1257782;;
Bermuda;Primary completion rate, total (% of relevant age group);;;;;;72.16940308;;;;;;;;;;;;;;;;;;;;;;;;;;96.69420624;102.5240402;100.3667526;95.39801025;95.36341095;93.64089966;;;;99.8757782;90.70632172;87.79284668;88.94348907;79.31034088;;
Bolivia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;66.45787048;69.72119141;64.92942047;78.16876221;79.80380249;82.56549835;83.26882935;87.80448151;85.24015045;97.68556213;100.3526917;102.0559921;107.0342026;106.9412537;;;107.1426163;102.8718185;102.7947922;;;;;;;;
Brazil;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;112.2296066;114.1994324;109.3666077;100.6846466;;;;;;;;;;;;
Barbados;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.90099335;98.39069366;106.1008606;103.5035782;106.6369476;97.66053009;91.67086029;93.93862152;92.27578735;94.57546997;95.74748993;95.61657715;98.21896362;;;95.54802704;;
Brunei Darussalam;Primary completion rate, total (% of relevant age group);;;105.7724533;105.6216202;111.3013687;97.92906952;109.50811;102.9980164;100.4111176;99.57527161;89.58621216;92.5296402;83.43837738;86.53156281;60.20074081;;127.0947495;;;;;98.96469116;100.9105835;100.0541077;103.5093994;101.6772614;;110.9835205;116.7521591;117.8554916;115.9727478;122.9805222;118.9063721;121.4296265;112.584137;108.4706192;108.7974396;108.4054184;105.9937363;102.394371;105.6648865;111.0400696;107.1007614;106.3090591;100.5607986;;
Bhutan;Primary completion rate, total (% of relevant age group);;;;;;;5.703559875;6.105529785;8.945650101;9.867560387;;;;;;;;;19.1799202;;;;;23.97554016;28.46040916;;;;46.7362709;50.25889969;50.96339035;52.17810059;;;62.80112076;69.17799377;74.22863007;75.62117004;81.34342957;83.41261292;89.61811066;90.85320282;100.5109406;97.69825745;97.01998138;;
Botswana;Primary completion rate, total (% of relevant age group);36.93169022;41.9928093;48.65090942;53.18315125;56.25180817;53.2842598;47.80015182;44.23305893;51.12384033;63.45112991;68.06221771;78.04965973;81.41246796;73.68717194;76.15537262;81.33853912;90.7470932;92.63652802;89.37580872;86.59571075;88.69483948;89.21450806;89.88062286;89.18312073;93.64595795;90.2025528;91.80792236;;91.97157288;89.76741791;89.76820374;92.4940567;94.18016815;94.52487946;94.66082764;94.75791168;98.35314941;94.68602753;95.49140167;96.43003845;;;98.7232132;99.66015625;;;
Central African Republic;Primary completion rate, total (% of relevant age group);;27.33102989;25.73575974;31.93577003;28.23604965;35.77360153;30.73237038;32.47729874;40.12725067;;;30.12976074;29.79495049;26.59519005;;;37.3792305;27.76741982;28.8225193;28.38932991;30.17217064;27.98926926;22.5053997;;;;;;;;;;;;24.0293808;26.41353989;26.46100998;;35.57001877;38.16690063;40.3196907;42.11962128;44.4225502;;;;
Canada;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;94.22548676;95.69451141;97.38172913;;;;;;96.5304184;;;;;;;;;;
Central Europe and the Baltics;Primary completion rate, total (% of relevant age group);91.71457672;91.74171448;91.20931244;91.19070435;93.41555023;93.37625122;94.38363647;94.26824188;94.20042419;94.16753387;94.01169586;93.01237488;92.63235474;92.86930084;93.84545135;96.53209686;95.40730286;95.47821808;95.06390381;94.5875473;93.11981201;90.6955719;90.66904449;90.99395752;91.35856628;91.99973297;94.41902924;96.48953247;96.1155777;95.68823242;95.60590363;97.26642609;96.74692535;97.84127045;98.6676178;97.41630554;96.22467804;95.73918152;94.78211212;95.70658875;97.36685944;97.70602417;97.05349731;97.50205231;97.4296875;;
Switzerland;Primary completion rate, total (% of relevant age group);;;;;;;;52.70487976;59.78050995;57.56349945;56.15275955;51.9961319;51.69886017;52.03863907;51.20610809;50.6977005;49.85224152;49.41545105;48.46953964;49.86965179;51.245121;53.61651993;55.17591095;61.21004105;62.28200912;;72.96972656;;;95.33718872;96.37563324;97.73674774;97.96829224;98.18688202;99.16834259;96.72106934;93.70516205;93.12090302;94.15666199;95.85179901;95.94135284;96.41172791;97.16912079;96.61985016;95.35034943;;
Channel Islands;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chile;Primary completion rate, total (% of relevant age group);83.0306015;90.69944;95.00289917;95.89047241;93.59221649;93.08547974;93.91114807;90.19397736;;;;;;98.53603363;;;;;;;;;;;;;;87.98207855;;;;;;;;;;;;;;95.82299805;97.79994202;96.62139893;96.30917358;;
China;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;102.2079315;103.4153824;104.7962494;100.9282684;102.6635208;104.9349594;99.96221161;94.42243958;91.92166901;;;;;;;;;;;;;;;;;;;
Cote d'Ivoire;Primary completion rate, total (% of relevant age group);;;;39.53208923;39.73513031;43.55625153;47.03678131;49.93450165;50.27264023;51.8494606;54.19944;57.78649139;;55.13734055;53.59156036;46.01594162;46.91773987;46.50125122;47.00912857;44.10557938;42.11494827;45.97412872;41.88471985;43.15280914;43.09172058;41.63787842;42.9914093;40.41159821;40.4930191;43.41944885;43.95706177;50.09162903;;;;;44.78681946;45.81222916;;46.65766144;;54.39085007;55.9275589;54.95806122;56.91072083;;
Cameroon;Primary completion rate, total (% of relevant age group);;;;46.82609177;46.24040985;48.21522903;49.68394852;50.61970139;60.8314209;51.37282944;49.7016716;49.88151932;48.98772812;49.21033096;50.83420181;52.26544189;52.67420959;54.43545914;54.24631882;;55.57646179;54.3407402;;;;;;;;47.74893188;48.70272827;;;55.32444;57.14923859;;49.51927948;52.66107941;68.07238007;67.83056641;69.85830688;69.17389679;72.97516632;;72.1678009;;
Congo, Rep.;Primary completion rate, total (% of relevant age group);;56.83467102;60.42116165;70.04679871;57.96416092;67.5825119;70.01843262;72.85301208;73.2140274;80.20435333;81.14269257;79.41459656;78.70591736;72.28594971;75.47325897;72.78968811;73.83368683;74.28025055;74.74051666;68.94789124;59.93875885;55.4361496;62.81085968;64.29467773;54.74925995;;50.08747101;;;31.88915062;;57.73912048;60.76248932;57.49509048;82.97096252;72.49938965;78.68344116;76.98297119;71.60437012;70.74346924;70.74732208;77.54920959;74.25460815;;;;
Colombia;Primary completion rate, total (% of relevant age group);47.63602066;50.90942001;51.58855057;54.63396835;55.13819885;;;;;;;;69.28196716;72.5225296;72.98931122;67.21334076;69.9710083;69.4684906;68.64408112;68.05682373;71.68119812;70.57649994;78.64801025;79.39160919;79.21356201;83.4421463;85.19320679;;92.20858765;94.35292053;94.98593903;92.977211;94.11847687;;103.5205002;108.41745;115.7459335;118.5662003;119.1838989;124.1050034;122.4403;119.9341583;113.1904297;102.1079178;100.6021805;;
Comoros;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;60.3156395;;;;;67.33702087;54.03010941;;;;;44.27404022;38.97751999;47.01549149;;;;;48.33826065;;;57.5662117;56.80131912;61.50777817;;;63.5795517;72.64295959;;;;;73.57402802;;;
Cabo Verde;Primary completion rate, total (% of relevant age group);;;;;10.23672009;12.56330013;19.1756897;14.16994953;13.75277996;13.51984024;16.97253036;27.39389992;24.8746109;22.18981934;31.18745041;32.69593811;36.08312988;40.60668182;46.56111145;;60.3995018;;;;75.78991699;;;;99.15325928;;101.8810272;94.93592834;96.16120911;96.96459198;95.12851715;81.35198212;93.6795578;89.20052338;96.37194061;93.55503845;98.32277679;95.71031189;98.99463654;95.14543915;99.77842712;;
Costa Rica;Primary completion rate, total (% of relevant age group);76.48776245;76.72573853;86.36704254;90.31678772;88.93383789;86.63247681;81.92340088;89.02291107;85.621521;82.86920929;83.45877838;87.11617279;87.77172089;81.60788727;74.92112732;78.14954376;78.68406677;75.86148834;76.23412323;75.6427536;75.05870819;79.76307678;81.80551147;83.72634888;82.46160126;81.76579285;83.92305756;;;86.56072998;92.11070251;94.77529907;96.68852234;;96.46131897;95.43920135;91.69969177;93.72950745;95.05861664;98.1324234;99.36927032;104.5368805;102.6285477;98.96208954;98.73825836;;
Caribbean small states;Primary completion rate, total (% of relevant age group);;;;;;88.82453918;88.45156097;91.06936646;91.13096619;92.96350861;90.84884644;92.00172424;93.10871124;92.16950226;91.70327759;89.31767273;89.99365234;91.77043915;93.17060852;95.3891983;96.25939941;95.3744812;94.77967834;93.56169128;91.63851166;89.66986847;89.13976288;89.86312103;91.71796417;93.45973969;92.47885132;87.58117676;89.37674713;89.03910065;91.07769012;91.58615112;92.38188934;91.49830627;91.56468964;92.07733154;90.34832764;90.98570251;91.18029022;90.76543427;;;
Cuba;Primary completion rate, total (% of relevant age group);;64.91326904;58.36592102;65.51316071;75.48842621;79.63378143;93.69410706;111.3384933;119.566658;114.3906174;105.8448563;96.94120026;87.15794373;95.86704254;100.5113525;97.43560791;94.29141998;97.188591;95.31855011;96.21505737;93.87930298;94.15100098;86.62750244;83.77584839;96.51212311;96.91072083;97.51055145;;;94.74652863;96.4644928;96.12966156;101.075882;96.44087982;93.32369995;93.73645782;92.15405273;92.59767914;88.92919159;97.36312866;97.89865112;98.72493744;96.4966507;94.40789032;97.74214172;;
Curacao;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cayman Islands;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cyprus;Primary completion rate, total (% of relevant age group);;87.7488327;87.37760925;84.58779144;86.5982666;79.12229919;78.65077209;72.2392807;77.63687897;83.59600067;73.07263947;89.33345032;77.81578827;78.4054718;76.00437927;58.12493896;61.31048965;68.53798676;78.93495178;78.21015167;78.59986115;83.3319397;82.67945099;100.7670135;104.2388763;99.69097137;97.15772247;98.86196899;;100.7185516;97.65950012;98.0424881;100.450119;101.184639;87.55182648;100.0818024;101.1462097;99.95162964;100.2462082;103.160408;99.31649017;101.7331009;100.0641403;98.3320694;99.82537842;;
Czech Republic;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;96.85913086;104.0077896;104.7026367;108.7782898;;;99.57669067;99.46221161;99.57652283;104.1646729;99.34094238;99.95683289;99.12590027;94.07763672;95.7719574;98.69252014;103.7228699;106.662529;103.9613419;101.2194595;100.0065002;98.41120148;;
Germany;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;100.3609009;96.74545288;96.39765167;97.20339966;99.45720673;;102.6073914;105.9024277;107.9003906;103.6674805;102.7866135;101.5413437;98.60777283;99.94367218;104.79879;103.0404816;103.2700577;102.706871;102.1653214;100.1014709;100.6940994;100.2945099;;
Djibouti;Primary completion rate, total (% of relevant age group);;;20.37624931;20.44424057;20.19652939;20.41362953;19.06675911;;;;;;;;;;26.25377083;29.0532608;27.41959953;30.52956963;28.52252007;24.54533958;27.59646034;24.66037941;27.68291092;29.78429985;27.07206917;24.23888016;;22.88418961;26.05425072;25.6713295;;;;32.25479126;37.27151108;;45.12866974;;;50.66339111;;50.2324295;58.94092941;63.66014099;
Dominica;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;100.6787262;;;;;;;;;;;122.9646683;118.9668503;119.8964462;104.6263275;100.2773895;102.5727768;102.1418991;92.38613129;93.97162628;89.34911346;85.25096893;82.59108734;92.51064301;103.9604034;102.6641312;106.6465302;;
Denmark;Primary completion rate, total (% of relevant age group);;95.6314621;92.5199585;93.87293243;92.71779633;94.2385025;101.3355026;100.8111877;108.1824722;109.5004425;102.3127823;93.35868835;91.35473633;92.24820709;97.84867096;100.0617371;97.11981964;98.4907074;102.412262;97.72207642;95.4352417;97.81574249;97.06777954;99.33190918;96.88964081;;;;101.6681366;101.4943695;100.1946564;101.4141083;105.4713669;;100.7360382;100.4411163;102.1263885;101.824913;101.0266571;98.02220154;99.1743927;99.69799042;98.37644958;99.42453003;98.91304016;;
Dominican Republic;Primary completion rate, total (% of relevant age group);;34.55966949;;;;;;;;;;52.3549614;;;;;;;;;;;;;61.99568176;;;;;72.4671936;77.8242569;;90.43196106;;86.27446747;;83.75406647;90.95182037;;92.56993866;91.43598175;91.13156128;90.6936264;90.65028381;90.91072083;;
Algeria;Primary completion rate, total (% of relevant age group);;;41.31351852;43.27793884;45.64691925;51.24160004;57.37762833;60.53860092;63.15657043;63.01573944;62.53686905;66.4061203;67.80970764;70.23879242;74.53536224;87.99771118;72.28838348;74.22572327;75.24156952;78.11456299;77.01406097;76.18299866;79.41789246;79.18219757;78.42812347;79.89817047;83.04563141;83.28188324;;82.34738159;79.73542786;85.9233017;87.85536957;89.62773895;91.37671661;93.25202942;83.82813263;94.58865356;113.1773682;91.96723938;95.70555878;97.77239227;101.7010422;106.2238312;108.6427383;;
East Asia & Pacific (excluding high income);Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;96.80573273;96.735672;97.05297089;97.41272736;94.79055786;96.47053528;98.35101318;95.36473083;91.83520508;90.37576294;90.96800995;91.55574036;92.37765503;93.29525757;92.77388763;92.65591431;92.34255219;91.96843719;91.59816742;92.01483154;98.765625;101.8084259;103.9972839;102.8171234;103.0015717;101.5764847;97.83556366;;
Early-demographic dividend;Primary completion rate, total (% of relevant age group);49.79799271;49.85419464;50.19471741;51.0348053;51.35487747;52.3420105;53.42565536;54.41990662;55.31090546;56.11336899;57.69295502;59.31020737;61.04212952;62.80314636;64.9886322;67.08541107;68.27732849;69.13925934;70.2627182;70.61340332;70.9900589;71.42292023;72.30324554;73.16035461;73.90309906;74.57299042;74.3087616;74.13300323;74.23833466;74.223526;75.86325073;76.86863708;78.76246643;81.03167725;82.87536621;84.75102234;85.39591217;87.06290436;88.62844086;89.58041382;90.12715912;89.70417786;91.5096817;92.10811615;92.58680725;;
East Asia & Pacific;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;97.56033325;97.37932587;97.07328033;96.90864563;97.41604614;97.67865753;95.44682312;96.92395782;98.64605713;95.91346741;92.5647583;91.12193298;91.59984589;92.14707184;92.88863373;93.73862457;93.11819458;93.17805481;93.05422211;92.76780701;92.37825775;92.89234924;99.0191803;101.7425156;103.6856003;102.7287216;103.0503311;101.6248474;98.16068268;;
Europe & Central Asia (excluding high income);Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;94.18589783;94.30137634;94.75418854;95.40168762;95.28421021;97.52497864;95.10584259;95.50994873;95.6924057;95.51260376;94.69269562;94.65138245;93.78099823;93.3875885;93.85263824;93.86654663;93.65389252;93.68617249;95.92314148;96.90116882;96.2379303;97.42266846;99.44022369;97.30005646;95.80272675;96.38349152;97.57528687;98.07123566;99.39670563;98.69012451;100.0069199;100.8820419;;
Europe & Central Asia;Primary completion rate, total (% of relevant age group);;94.46775818;94.18087006;94.21678162;94.48040771;95.17969513;95.18515778;95.33639526;95.46398926;95.33579254;95.36634064;95.04142761;94.87346649;94.5736084;94.99410248;95.58889008;95.88664246;95.45736694;97.00680542;95.65346527;95.77570343;95.82943726;96.04256439;95.90990448;95.51496887;94.86871338;94.94882202;95.27262878;95.40206146;95.38450623;95.68315125;97.58200073;97.88231659;97.60158539;97.92790985;98.19769287;96.98646545;96.81158447;97.23631287;97.84712219;98.32958984;98.89414978;98.30784607;98.86994171;99.13819885;;
Ecuador;Primary completion rate, total (% of relevant age group);;55.58869171;54.95050049;58.63216019;61.51852036;65.5205307;69.9595871;71.74941254;70.86367798;74.78328705;77.80299377;81.62168884;84.43688202;88.19184113;90.5424118;91.04724884;;93.88114929;95.35128784;;;;;;95.50418091;93.28373718;92.69567108;95.72389221;;96.6993866;96.84329224;97.2979126;97.08854675;96.59030151;96.39296722;100.7712021;100.6110611;100.6068802;;;100.8614273;107.9388733;111.8575897;112.8804169;112.5604172;;
Egypt, Arab Rep.;Primary completion rate, total (% of relevant age group);;55.84717941;52.60528946;55.99053955;57.98091125;60.75823975;62.10293961;62.67741013;55.09965897;36.93484879;47.67053986;57.08657837;;;;;76.7673111;76.68357086;;;;;;;;;;87.10912323;;90.93695068;89.51524353;88.39289093;87.88437653;89.02852631;91.46968079;93.24720001;89.80284119;95.16304016;;100.7296371;104.2483826;;;103.8235321;;;
Euro area;Primary completion rate, total (% of relevant age group);95.09098816;95.0825119;95.2951889;95.43683624;95.89543915;97.66870117;97.24820709;97.1967926;96.92998505;96.61869812;96.88496399;96.69716644;96.79940033;96.53011322;97.10739899;97.49221802;97.57669067;96.4800415;97.78916168;97.88059998;98.19917297;98.22135162;98.63130188;98.6383667;97.84745789;97.31560516;97.44443512;97.35752869;97.9058609;98.36591339;99.31320953;100.6272583;99.40426636;99.38591766;98.56633759;96.97415924;97.06256104;98.83236694;99.11750031;99.15525055;99.33512115;99.07065582;98.18032074;97.8632431;97.59479523;;
Eritrea;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;17.80524063;21.97574043;29.54009056;32.54584885;;31.0544796;33.25991821;34.13671875;33.72494125;37.84191132;43.69657135;52.9829483;51.56491089;49.93051147;50.05374908;51.73382187;43.54806137;;38.56401062;36.7854805;;;
Spain;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;99.00170135;98.44164276;99.12998199;102.4019928;103.5794601;103.5740204;101.2611389;104.932579;102.4949799;100.0097504;;;100.9946136;102.0711975;;;;;;;;;;102.4125824;;96.81893921;98.40297699;100.096962;102.485878;103.4633331;102.3900986;102.3663406;99.58207703;97.87254333;;
Estonia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;;;;;;;;;;;;;;79.64726257;90.82102966;;89.4345932;93.36475372;95.6677475;101.4070816;102.9411774;106.3003922;102.3160706;102.6423569;94.97763824;94.75234985;95.44657898;98.76197052;100.6342773;101.440239;105.2033005;106.5163803;;;
Ethiopia;Primary completion rate, total (% of relevant age group);;;;;;;;;;;;;18.17996025;;;;;24.50462914;24.00466919;22.84083939;;;;;14.10365009;13.9333601;14.88621044;;17.11259079;19.77520943;22.26291084;27.66237068;31.43432999;34.70420074;37.49169159;43.33737183;47.2110405;47.36957169;49.53107834;51.45220184;57.8392601;52.71012878;50.5066185;;53.65982819;;
European Union;Primary completion rate, total (% of relevant age group);93.96611786;93.98255157;93.99002838;94.03731537;94.89343262;96.12649536;96.09502411;96.30298615;96.27519226;96.11722565;96.04938507;95.59103394;95.31523132;95.19768524;96.00424957;96.93009186;96.67824554;96.02427673;96.77476501;96.57228088;96.32434082;95.73504639;96.11637115;96.51199341;96.04020691;95.84931183;96.54087067;96.9706192;97.17755127;97.35831451;97.95343781;99.28659821;98.51311493;98.84146881;98.4769516;97.16287994;96.81739807;97.80164337;97.77278137;97.84229279;98.51012421;98.46044922;97.76528168;97.56330872;97.2842865;;
